Match_id,Team,Over_num,comment,batsman,score
4281444,RCB 1st Inns,2.4,"Nehra to Mandeep, FOUR, might have been the slower one and Mandeep picked the bones out of that one. He cleared his front leg to give him more options and then slots the loft over mid-on, one bounce and over the rope",Nehra to Mandeep,FOUR
4281444,RCB 1st Inns,3.0,"Nehra to Gayle, SIX, that ball hung in the night sky for eternity. Never looked like coming down. For what it's worth Gayle gets the maximum result. Length delivery right in the swinging zone and Gayle did not hold back, went full-monty and heaved it over deep mid-wicket. Six number one for Gayle in IPL 10",Nehra to Gayle,SIX
4281444,RCB 1st Inns,3.2,"Bhuvneshwar to Gayle, SIX, Gayle is in the mood. Mind you, he's not been in the best of forms, but IPL is his cup of tea. Bhuvneshwar dishes a full length delivery and hopes to get away with it, Gayle doesn't allow him to, carves it over long-on for his second maximum",Bhuvneshwar to Gayle,SIX
4281444,RCB 1st Inns,4.0,"Bhuvneshwar to Mandeep, FOUR, Mandeep is playing the perfect foil to Gayle. Warner already worried. Full on middle and leg, whipped through mid-wicket and mid-on. Hit uppishly but placed it expertly in the gap",Bhuvneshwar to Mandeep,FOUR
4281444,RCB 1st Inns,5.0,"Cutting to Gayle, FOUR, not convincing, but Gayle will take that. A very good over from Cutting. Just misses the length this ball, goes full and that allows Gayle to get underneath and hoick it over mid-wicket. Not off the middle but enough to clear the fielder",Cutting to Gayle,FOUR
4281444,RCB 1st Inns,5.2,"Rashid Khan to Mandeep, FOUR, Rashid throws it up once more and this time Mandeep threads the crowded off-side field. Overpitched and Mandeep went full-throttle on the drive, raced to the sweeper fence",Rashid Khan to Mandeep,FOUR
4281444,RCB 1st Inns,5.4,"Rashid Khan to Mandeep, out Bowled!! He strikes! The customary celebration follows. One hand up and the finger pointing skywards. The most delighted man in the dugout was his fellow countryman - Mohammad Nabi. He too had his finger up in celebration. The quicker wrong 'un and Mandeep clearly did not pick it, went back for the cut and gets cramped for room, only manages a chop onto the stumps. Mandeep b Rashid Khan 24(16) [4s-5]",Rashid Khan to Mandeep,OUT
4281444,RCB 1st Inns,6.2,"Deepak Hooda to Gayle, SIX, a gift from Hooda and Gayle thumps it over the rope. A full toss outside off, Gayle takes a step out and slots it straight back over the bowler's head. Went miles back into the crowd",Deepak Hooda to Gayle,SIX
4281444,RCB 1st Inns,6.3,"Deepak Hooda to Gayle, out Caught by Warner!! It was an experiment from Warner and it has paid off. Completes the catch, turns towards the crowd and does a fist pump. RCB have lost two in quick succession. Both set batsmen gone. Slows it up as Gayle gives the charge, he goes through with the loft even though he isn't to pitch of the ball, miscues it towards long-off and Warner ain't dropping those. Gayle c Warner b Deepak Hooda 32(21) [4s-2 6s-3]",Deepak Hooda to Gayle,OUT
4281444,RCB 1st Inns,7.1,"Rashid Khan to Head, FOUR, lots of flighted and lands as a half volley, Head gets a good stride forward and drives it past Henriques at extra cover, the timing was superb as long-off had no chance of cutting that off",Rashid Khan to Head,FOUR
4281444,RCB 1st Inns,8.0,"Rashid Khan to Kedar Jadhav, FOUR, ordinary delivery from Rashid and Jadhav is all over it. The young man is shaking his head while taking his cap from the umpire. Half tracker which sat up nicely for Jadhav, who pulls it between deep mid-wicket and long-on",Rashid Khan to Kedar Jadhav,FOUR
4281444,RCB 1st Inns,8.5,"Cutting to Kedar Jadhav, SIX, that looked like a half-hearted shot from Jadhav and it has travelled the distance. Picked the back of a length delivery and pulled it to the vacant deep mid-wicket region, just cleared the rope",Cutting to Kedar Jadhav,SIX
4281444,RCB 1st Inns,9.1,"Henriques to Head, FOUR, Head does the most of the full length delivery, stays deep in the crease and opens himself up to free his arms, smashes it straight down the ground and even a quick Warner could not reach that from long-on",Henriques to Head,FOUR
4281444,SRH 1st Inns,0.3,"Tymal Mills to Warner, FOUR, lovely shot, sublime timing on that one from Warner, it wasn't anything more than a back-foot punch. This was a back of a length delivery outside off, he got on top of the bounce and placed it in the gap past point",Tymal Mills to Warner,FOUR
4281444,SRH 1st Inns,1.2,"Aniket Choudhary to Warner, FOUR, smashed, width on offer from Choudhary, Warner gets forward and thumps it over mid-off, couple of bounces and over the ropes",Aniket Choudhary to Warner,FOUR
4281444,SRH 1st Inns,1.3,"Aniket Choudhary to Warner, SIX, .. and Warner makes the most of the free-hit. Another pretty poor ball from Choudhary, short and just outside off, Warner rocks back and pulls it high and over mid-wicket, went sailing into the stands for the first six of IPL 10",Aniket Choudhary to Warner,SIX
4281444,SRH 1st Inns,1.4,"Aniket Choudhary to Warner, out Caught by Mandeep!! The night has changed completely for the 27-year old RCB debutant. Warner has been dismissed for less than fifty for the first time against RCB - when he's playing for SRH. On a good length and well outside off, it was there to be smacked, Warner didn't go through with the shot completely, he was just looking to clear the infield. Mandeep times his jump to perfection at point and completes a good two-handed catch. Warner c Mandeep b Aniket Choudhary 14(8) [4s-2 6s-1]",Aniket Choudhary to Warner,OUT
4281444,SRH 1st Inns,10.2,"Binny to Dhawan, FOUR, oh boy. He's toying around with the bowling out here. Binny looks to go wide outside off with the shortened length as well. But Dhawan in all his confidence walks across, crouches and half-pulls, half-sweeps it past the reach of the man at 45-degrees behind square",Binny to Dhawan,FOUR
4281444,SRH 1st Inns,10.3,"Binny to Dhawan, out Caught by Sachin Baby!! This was coming. It really was. Tactical aggression here from SD with his dance down the track looking to smoke some into the clouds. Does everything in getting right to the pitch of this fuller one as well, swings mighty too, just that he skews it off the toe end. All the altitude and into the safe palms of Baby at long-on. Dhawan c Sachin Baby b Binny 40(31) [4s-5]",Binny to Dhawan,OUT
4281444,SRH 1st Inns,11.5,"Aravind to Yuvraj, FOUR, here's the pick up. Vintage Yuvraj. Helped by an allying half volley on the pads at gentle pace and all he does with it is lovingly lofts his flick. All the timing and a bounce into the mid-wicket fence",Aravind to Yuvraj,FOUR
4281444,SRH 1st Inns,12.1,"Aniket Choudhary to Yuvraj, FOUR, streaky. But the runs keeps leaking. Does it really matter how. Wide, half way down the track and Yuvraj anticipates the ball to fizz up in flat batting it across. There's barely any climb, and all he gets is the inside edge to impart the direction in guiding it just past the sticks",Aniket Choudhary to Yuvraj,FOUR
4281444,SRH 1st Inns,12.2,"Aniket Choudhary to Yuvraj, SIX, whoa. This is getting back in the 2007 zone. Choudhary without a clue as to where to bowl goes full and wide. The mind-reader gets the front leg out and unleashes a full bat swing showing the maker's name in tonking it right on the extra cover ropes",Aniket Choudhary to Yuvraj,SIX
4281444,SRH 1st Inns,12.3,"Aniket Choudhary to Yuvraj, FOUR, and it keeps getting better. Rocks back, stands tall, waits for the short drag down to sit up and swats in his swivel. All the crunch in the timing to reintroduce it back into the fence",Aniket Choudhary to Yuvraj,FOUR
4281444,SRH 1st Inns,13.0,"Aniket Choudhary to Yuvraj, 1 run, oh Aravind. You really do not grant a life. Certainly not to this guy. Another compulsive pull here from Yuvraj but with the ball gaining in height, only manages the top-edge. Right into the hands of fine leg, who slides and makes an absolute mess",Aniket Choudhary to Yuvraj,ONE
4281444,SRH 1st Inns,13.1,"Watson to Yuvraj, FOUR, back to the usual. Is this a surprise anymore. This time the skipper decides to test him with a short one, one that neither has the pace nor the bounce. And obliged with a swat. As flat as you'd want",Watson to Yuvraj,FOUR
4281444,SRH 1st Inns,14.1,"Aravind to Henriques, FOUR, on the charge. And the slap. The combo bags yet another fence hunter. Walks down, intercepts the length and gets on top of the bounce of this back of a length delivery in flaying it in front of square",Aravind to Henriques,FOUR
4281444,SRH 1st Inns,14.3,"Aravind to Yuvraj, SIX, into the first tier. And a standing admire from Yuvraj. Aravind serves a pie with the short sitter and heaved away. So very typical. Equally friendly bowling here as well",Aravind to Yuvraj,SIX
4281444,SRH 1st Inns,14.5,"Aravind to Henriques, SIX, now Henriques joins the act. Wants to ive his partner a run for his money. A run for some crowd catchers. Keeps banging it in short with the pitch sucking away all the momentum. Another mow across to give the crowd some work. Brings up his fifty. In some style",Aravind to Henriques,SIX
4281444,SRH 1st Inns,15.2,"Chahal to Henriques, out Caught by Sachin Baby!! Some normalcy restored. And as always is the case, it is spin that gets on that duty. Chahal doesn't mind giving it some air inviting the big swing. And gets just that. A full-blooded tonk down and skewed away. Almost teases Baby at the long-off fence with this one threatening to fly over, before the bucket hands facing upwards come to the rescue in plucking it out. They're checking the foot's behaviour - just inside the permissable limits. Henriques c Sachin Baby b Chahal 52(37) [4s-3 6s-2]",Chahal to Henriques,OUT
4281444,SRH 1st Inns,15.5,"Chahal to Yuvraj, 1 run, is that a bird? Is that a plane? Oh it is Mandeep Singh on his flying ways. Yuvraj goes through with yet another ones of his delightful airy drives. Is in the process of admiration just as Mandy runs across at the long-off fence, leaps and pulls it back into the field of play. Almost plucked it out while landing down too. Oof",Chahal to Yuvraj,ONE
4281444,SRH 1st Inns,16.3,"Tymal Mills to Yuvraj, FOUR, head on. The battle continues. With Mills keen on cramping him up with the short pepper gets it barely up to the ribs. Just when he spots the bat going flat and the face pointing upwards in hooking it away. Behind square it flies",Tymal Mills to Yuvraj,FOUR
4281444,SRH 1st Inns,17.1,"Aniket Choudhary to Deepak Hooda, SIX, the march to the double ton gets another gear. And some help from Chahal in tipping it over the fence. Hooda opens up and uses his entire height to good effect in his tall pull. Mid-wicket takes another one in its kitty",Aniket Choudhary to Deepak Hooda,SIX
4281444,SRH 1st Inns,17.3,"Aniket Choudhary to Yuvraj, FOUR, a salute in celebration. Takes the bat to his head in holding it up to his team mates inside. Covers all his sticks with a shuffle and after getting bored of the wides throws the kitchen sink at it and slaps it over point. #HisFastestIPLFifty",Aniket Choudhary to Yuvraj,FOUR
4281444,SRH 1st Inns,18.2,"Tymal Mills to Yuvraj, FOUR, full, down leg. Nothing right with that. Certainly not if fine leg is inside. Certainly not if that man is Chris Gayle. All Yuvraj has to do is get the bat down in giving it some tickle. And places it wide and into the ropes",Tymal Mills to Yuvraj,FOUR
4281444,SRH 1st Inns,18.3,"Tymal Mills to Yuvraj, SIX, the murder continues. Mass murder. Another spirit buries itself inside this pitch. Overcompensates going short, going quick but the response is quicker. Is brutal too. Back to his high backlifted pulls. Gravity too cannot pull it down",Tymal Mills to Yuvraj,SIX
4281444,SRH 1st Inns,18.4,"Tymal Mills to Yuvraj, out Bowled!! The zings light up. The crowd refuses to believe and keep searching for the ball. Nope, that's the end of the fun in store folks. Mills for a change aims for the stumps, going slower as well. Nicely off the back of the hand and foxes him with the seam position. A swat across the line is missed eventually and the top of leg takes the brunt. This has been some serious clock roll back here. Makes me feel 10 years younger. Yuvraj b Tymal Mills 62(27) [4s-7 6s-3]",Tymal Mills to Yuvraj,OUT
4281444,SRH 1st Inns,19.3,"Watson to Cutting, SIX, the yorkers too cannot stop the bleeding. Cutting rocks way inside, crouches, gets underneath the supposed yorker and carries on from the finals a year ago in tonking the drive",Watson to Cutting,SIX
4281444,SRH 1st Inns,2.0,"Aniket Choudhary to Henriques, FOUR, eventful first over from Choudhary, a wicket and 16 runs. Another freebie to end his over, short and wide outside off, Henriques was all over it as he cracked it square past point, beats the inner ring and rolls away to the fence",Aniket Choudhary to Henriques,FOUR
4281444,SRH 1st Inns,20.0,"Watson to Cutting, SIX, a dramatic photo finish. Watson tries another short one but this time Cutting ain't surprised. Stands up, uses his entire height to good effect and smokes it away. Admiring it as he does so. As flat as the bat motion could get",Watson to Cutting,SIX
4281444,SRH 1st Inns,3.5,"Chahal to Henriques, 1 run, a direct hit at the bowler's end and Henriques was struggling. He was coming back for the second run, Dhawan didn't respond one bit. Aravind was the man with the throw and he sent it to the keeper. Kedar Jadhav still had time to effect the run-out, but his shy is way off-target. Henriques scrambles home with a dive. Coming to the ball, it was flat and wide of off, punched to the left of long-off",Chahal to Henriques,ONE
4281444,SRH 1st Inns,4.5,"Aravind to Henriques, FOUR, too short from Aravind, can't bowl those at his pace. Henriques swivels across, rolls his wrists and pulls it behind square on the on-side for a boundary",Aravind to Henriques,FOUR
4281444,SRH 1st Inns,5.1,"Watson to Dhawan, FOUR, gentle loosener from Watson, short and on Dhawan's hips, he swivels across, uses the pace on the ball and helps it behind square on the on-side for a boundary",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.2,"Watson to Dhawan, FOUR, lovely shot, Dhawan is getting into his groove now. Comes down the track, doesn't get close to the ball, that allows him to free his arms and drill it back past the umpire, no need to run for those",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.4,"Watson to Dhawan, FOUR, juicy full-toss and Dhawan has put it away, turning out to be an expensive start from Watson. Dhawan leans into the shot and finds the gap wide of mid-off, no need to run for those",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,5.5,"Watson to Dhawan, FOUR, make that four fours of the over, banged in short and on the stumps, Dhawan swivels across, rolls his wrists and pulls it behind square on the on-side. Watson was expensive in the final of IPL 2016, he has started badly here once again",Watson to Dhawan,FOUR
4281444,SRH 1st Inns,7.4,"Head to Henriques, SIX, massive, Henriques shimmies down the track, makes room as he did so and goes high and over long-on, went a long way into the stands. Watches in admiration as the ball kept going and going",Head to Henriques,SIX
7898444,MI 1st Inns,0.4,"Dinda to Parthiv Patel, FOUR, thank you Dinda says Parthiv Patel as he clips a leg-side dross fine to claim his first boundary",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,1.1,"Chahar to Buttler, FOUR, length ball outside off and Buttler is away. Swats it across the line and gets it wide of mid-on",Chahar to Buttler,FOUR
7898444,MI 1st Inns,1.3,"Chahar to Buttler, FOUR, shuffles across and flicks a ball from middle stump, easily done. With fine leg inside the ring that was always asking for trouble, Buttler obliged",Chahar to Buttler,FOUR
7898444,MI 1st Inns,10.5,"Zampa to Nitish Rana, FOUR, Zampa not getting the googly right. Again down leg and this time Rana gets a bit of bat/glove on that. The ball races away fine beating the short fine fielder",Zampa to Nitish Rana,FOUR
7898444,MI 1st Inns,11.1,"R Bhatia to Rayudu, out Caught&Bowled!! Thank You! A typical Bhatia wicket. Foxes the batsman with a 116kph delivery and Rayudu is found checking his drive, spoons a straightforward chance and Bhatia accepts the dolly. Once again the Delhi man showing his variety and the key to his success has been the length. It was on a good length and Rayudu thought it was there for the drive. Not to be. Rayudu c and b R Bhatia 10(12)",R Bhatia to Rayudu,OUT
7898444,MI 1st Inns,12.1,"Stokes to Nitish Rana, SIX, Stokes would be proud of that shot. Banged in halfway down and the line was around off, Rana is quick to transfer his weight onto the back foot and nails the pull over deep square leg. Third six that Stokes has conceded",Stokes to Nitish Rana,SIX
7898444,MI 1st Inns,13.2,"R Bhatia to Krunal Pandya, out Caught by Dhoni!! First Tahir and now Bhatia. The slow bowlers are doing it for RPS. Bhatia lets out a roar as soon as MS completes the catch. He's been exceptional with his variations. This offie was bowled at 96kph, Pandya just didn't have the pace to slog it across the line, the top-edge skies up and Dhoni calls for it. Takes it in his own unique way, one leg up in the air. Krunal Pandya c Dhoni b R Bhatia 3(5)",R Bhatia to Krunal Pandya,OUT
7898444,MI 1st Inns,14.1,"Tahir to Pollard, FOUR, Pollard welcomes him with a thumping drive. Bit of air and Pollard plants his front foot forward, smashed it straight back over the bowler's head. Didn't bother to run, he knew he had middled it",Tahir to Pollard,FOUR
7898444,MI 1st Inns,15.1,"Zampa to Pollard, FOUR, Pollard goes downtown once more and gets the desired result. Zampa goes fuller with the tossed up delivery and Pollard drills it straight back at Zampa, who is slow to get down and stop it",Zampa to Pollard,FOUR
7898444,MI 1st Inns,15.3,"Zampa to Nitish Rana, out Caught by R Bhatia!! Bhatia has made amends. Put a sitter down early in the innings, this time keeps his eyes on the ball and ends Rana's knock. It was the googly which was drifting away from the southpaw, Rana went down and slog swept it flat, Bhatia didn't have to move at deep mid-wicket to pouch that. Nitish Rana c R Bhatia b Zampa 34(28) [4s-1 6s-2]",Zampa to Nitish Rana,OUT
7898444,MI 1st Inns,16.5,"Tahir to Pollard, SIX, Tahir shouted ""catch it"" and there was no way anyone could have caught that. The South African goes a tad fuller in his length and that enables Pollard to get underneath it, slams it flat and over long-off for a maximum",Tahir to Pollard,SIX
7898444,MI 1st Inns,17.3,"Dinda to Pollard, no run, was that a drop? Need another look. Wide yorker outside off, Pollard bends down to squeeze it out, the ball takes the under-edge and goes low to Dhoni's right. The former skipper goes with one hand and spills it. Tough one for Dhoni and Dinda's unlucky day continues, second drop off his bowling",Dinda to Pollard,NO RUN
7898444,MI 1st Inns,18.0,"Dinda to Pollard, FOUR, unlucky and Dinda have been synonyms today. Full and outside off, Pollard throws everything he's got at that and the outside edge flies away fine and Dinda just stands there in his teapot position",Dinda to Pollard,FOUR
7898444,MI 1st Inns,18.2,"Stokes to Pollard, out Caught by Mayank Agarwal!! Stokes gets the better of the West Indian. But credit has to go to Mayank Agarwal, he's pulled off a stunner. Length delivery and Pollard miscued his loft, came more off the base of the bat. It was dropping in front of long-on before Mayank dived full length and grasped it inches from the ground. He didn't allow it to pop out even as he hit the ground. Pollard c Mayank Agarwal b Stokes 27(17) [4s-3 6s-1]",Stokes to Pollard,OUT
7898444,MI 1st Inns,19.0,"Stokes to Southee, SIX, Southee nails this. He should have tried this shot on the previous ball. Once again gets his front leg out of the way to give him a free swing, Stokes makes his job easier by bowling a length delivery, tonked straight back over Stokes for a maximum",Stokes to Southee,SIX
7898444,MI 1st Inns,19.1,"Dinda to Hardik Pandya, SIX, consecutive sixes for MI. Dinda missed his yorker by a few inches and is launched into the crowd. Low full toss outside off, Pandya keeps a firm base and carves it over point. Went a long way back into the stands",Dinda to Hardik Pandya,SIX
7898444,MI 1st Inns,19.2,"Dinda to Hardik Pandya, SIX, Dinda attains normal services. Three sixes in a row. Pandya getting into the thick of things. Length delivery and Pandya dismisses it over long-off. Just stood there and dispatched it with disdain",Dinda to Hardik Pandya,SIX
7898444,MI 1st Inns,19.3,"Dinda to Hardik Pandya, SIX, make it four in a row. Dinda and death overs are not the best of mates. He goes full and misses the yorker by a couple of inches, Pandya had enough to get under that and smack it over long-on",Dinda to Hardik Pandya,SIX
7898444,MI 1st Inns,19.4,"Dinda to Hardik Pandya, FOUR, four more. Already 22 off the over. A game-changing over this. Fifty up for Dinda. Full and wide outside off, Pandya throws the kitchen sink at that and the outside edge flies wide of Dhoni",Dinda to Hardik Pandya,FOUR
7898444,MI 1st Inns,19.5,"Dinda to Hardik Pandya, SIX, Smith has a worried look as Pandya sends another one crashing over the rope. Switched to back of a length and the result remained the same, Pandya went back and nailed it over wide long-on. Pinged the ad hoarding on the full",Dinda to Hardik Pandya,SIX
7898444,MI 1st Inns,2.2,"Dinda to Parthiv Patel, FOUR, sat up on a perfect length to be smashed, Parthiv Patel rocks back and nails the pull over mid-wicket. Take four!",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,2.5,"Dinda to Parthiv Patel, FOUR, this pitch is a belter, 180 is a must. Half-volley outside off, Parthiv Patel stands tall and slams it straight of mid-off who dives in vain",Dinda to Parthiv Patel,FOUR
7898444,MI 1st Inns,20.0,"Dinda to Hardik Pandya, wide, out Southee Run Out!! Where was Southee going? He might have thought that it was the last ball of the innings, but Pandya was sure that it was a wide and there would be an extra delivery. Dinda fires it outside off, Pandya can't reach it and Southee was at the other end by the time Pandya could react. Dhoni lobbed it to Dinda, who took care of the rest. The third umpire checks if the batsmen had crossed, Pandya got his back foot in before Southee could reach the crease. It's touch and go, but Pandya will cling on to the strike. Southee run out (Dhoni/Dinda) 7(3) [6s-1]",Dinda to Hardik Pandya,WIDE
7898444,MI 1st Inns,3.0,"Dinda to Parthiv Patel, 1 run, dropped by Bhatia. A straightforward chance. Parthiv Patel doesn't get control of the cut and he slices it straight to third man, Bhatia didn't even need to move an inch. It was going arrow straight towards his chest. Straight in and straight out. Oops!",Dinda to Parthiv Patel,ONE
7898444,MI 1st Inns,3.4,"Stokes to Buttler, SIX, for the first time this over, he pitches it up and Buttler goes bam! Gets underneath it and launches it for a maximum over long-on",Stokes to Buttler,SIX
7898444,MI 1st Inns,3.5,"Stokes to Buttler, SIX, Stokes turns back and smiles. That's all he could do. Ridiculous T20 batting on display. Buttler shuffles and scoops a pacy length ball over the keeper's head, lands just over the advertising triangles. Back to back sixes for Buttler",Stokes to Buttler,SIX
7898444,MI 1st Inns,4.1,"Tahir to Parthiv Patel, FOUR, floated full on leg-stump, Parthiv Patel sits up and brooms it away with sheer disdain, rocketed away behind square",Tahir to Parthiv Patel,FOUR
7898444,MI 1st Inns,4.2,"Tahir to Parthiv Patel, out Bowled!! Knocked him over. Tahir is off with his marathon sprint. The crowd go bonkers. It was a slider, just skids on and slaps Parthiv Patel's leg peg as he fails to connect with the slog sweep. Got too greedy and paid the price. Parthiv Patel b Tahir 19(14) [4s-4]",Tahir to Parthiv Patel,OUT
7898444,MI 1st Inns,5.4,"Chahar to Buttler, FOUR, gives himself a lot of room as he skates down the pitch, pierces the gap between extra cover and mid-off to perfection. Fast hands, full flow of the willow. Jos-outrageously-talented-Buttler",Chahar to Buttler,FOUR
7898444,MI 1st Inns,5.5,"Chahar to Buttler, SIX, that's gone flying into the stands. Greyhounds out of his crease, picks the bones out of it, a Tennis-esque flat-batted smite over wide long-off",Chahar to Buttler,SIX
7898444,MI 1st Inns,6.3,"Tahir to Rohit, out Bowled!! And again, Imran Tahir is on fire. He's just unstoppable at the moment. A canny skidder this, just keeps going with the angle and clatters Rohit's stumps. He may have got a bit of inside edge there. He wasn't fully forward, neither backward. Poor feet movement. Rohit b Tahir 3(7)",Tahir to Rohit,OUT
