date,x,competetion,type,id,teams
2022-09-20,international,T20,male,1332505,Tanzania vs Malawi
2022-09-19,international,T20,female,1331388,Thailand vs Zimbabwe
2022-09-19,international,T20,female,1331389,Scotland vs Bangladesh
2022-09-19,international,T20,female,1331390,Papua New Guinea vs United Arab Emirates
2022-09-19,international,T20,female,1331391,United States of America vs Ireland
2022-09-19,international,T20,male,1332504,Botswana vs Mozambique
2022-09-19,international,T20,male,1332506,Cameroon vs Kenya
2022-09-19,international,ODI,female,1334412,West Indies vs New Zealand
2022-09-18,club,RHF,female,1297951,Thunder vs Western Storm
2022-09-18,international,ODI,female,1301337,England vs India
2022-09-18,club,CPL,male,1323165,Barbados Royals vs Guyana Amazon Warriors
2022-09-18,club,CPL,male,1323166,St Lucia Kings vs Trinbago Knight Riders
2022-09-18,international,T20,female,1331384,United Arab Emirates vs Thailand
2022-09-18,international,T20,female,1331385,Bangladesh vs Ireland
2022-09-18,international,T20,female,1331386,Papua New Guinea vs Zimbabwe
2022-09-18,international,T20,female,1331387,Scotland vs United States of America
2022-09-18,international,T20,male,1332503,Uganda vs Mozambique
2022-09-18,international,T20,male,1332507,Botswana vs Ghana
2022-09-17,club,RHF,female,1297952,Southern Vipers vs Northern Diamonds
2022-09-17,club,RHF,female,1297953,Central Sparks vs Sunrisers
2022-09-17,club,RHF,female,1297954,South East Stars vs Lightning
2022-09-17,club,CPL,male,1323163,St Lucia Kings vs St Kitts and Nevis Patriots
2022-09-17,club,CPL,male,1323164,Jamaica Tallawahs vs Trinbago Knight Riders
2022-09-17,international,ODI,male,1331368,Namibia vs United States of America
2022-09-17,international,T20,male,1332497,Kenya vs Tanzania
2022-09-17,international,T20,male,1332501,Ghana vs Uganda
2022-09-16,international,T20,male,1332498,Ghana vs Mozambique
2022-09-15,international,T20,female,1301336,India vs England
2022-09-15,club,CPL,male,1323162,Barbados Royals vs Jamaica Tallawahs
2022-09-15,international,ODI,male,1331367,Namibia vs United States of America
2022-09-15,international,T20,male,1332496,Botswana vs Uganda
2022-09-15,international,T20,male,1333928,Fiji vs Samoa
2022-09-15,international,T20,male,1333929,Vanuatu vs Cook Islands
2022-09-14,club,CPL,male,1323160,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2022-09-14,club,CPL,male,1323161,Trinbago Knight Riders vs Guyana Amazon Warriors
2022-09-14,international,T20,male,1333926,Samoa vs Vanuatu
2022-09-14,international,T20,male,1333927,Fiji vs Cook Islands
2022-09-13,international,T20,female,1301335,England vs India
2022-09-13,club,CPL,male,1323159,Trinbago Knight Riders vs Barbados Royals
2022-09-13,international,T20,female,1329250,United States of America vs United Arab Emirates
2022-09-13,international,ODI,male,1331366,Papua New Guinea vs United States of America
2022-09-13,international,T20,male,1333924,Samoa vs Cook Islands
2022-09-13,international,T20,male,1333925,Vanuatu vs Fiji
2022-09-12,club,CCH,male,1297770,Yorkshire vs Essex
2022-09-12,club,CCH,male,1297771,Sussex vs Worcestershire
2022-09-12,club,CCH,male,1297772,Leicestershire vs Durham
2022-09-12,club,CCH,male,1297773,Northamptonshire vs Surrey
2022-09-12,club,CCH,male,1297774,Somerset vs Warwickshire
2022-09-12,club,CCH,male,1297775,Glamorgan vs Middlesex
2022-09-12,international,T20,female,1329247,Zimbabwe vs United Arab Emirates
2022-09-11,club,RHF,female,1297947,Thunder vs Southern Vipers
2022-09-11,club,RHF,female,1297948,South East Stars vs Central Sparks
2022-09-11,club,RHF,female,1297949,Lightning vs Sunrisers
2022-09-11,club,RHF,female,1297950,Northern Diamonds vs Western Storm
2022-09-11,international,ODI,male,1317481,Australia vs New Zealand
2022-09-11,club,CPL,male,1323157,Jamaica Tallawahs vs Barbados Royals
2022-09-11,club,CPL,male,1323158,St Lucia Kings vs St Kitts and Nevis Patriots
2022-09-11,international,T20,male,1327281,Sri Lanka vs Pakistan
2022-09-11,international,ODI,male,1331365,United States of America vs Papua New Guinea
2022-09-11,international,T20,male,1333922,Vanuatu vs Cook Islands
2022-09-11,international,T20,male,1333923,Samoa vs Fiji
2022-09-10,international,T20,female,1301334,India vs England
2022-09-10,club,CPL,male,1323155,Jamaica Tallawahs vs Trinbago Knight Riders
2022-09-10,club,CPL,male,1323156,St Lucia Kings vs Guyana Amazon Warriors
2022-09-10,international,T20,male,1333920,Cook Islands vs Fiji
2022-09-10,international,T20,male,1333921,Samoa vs Vanuatu
2022-09-09,international,T20,male,1327280,Pakistan vs Sri Lanka
2022-09-08,international,Test,male,1276918,South Africa vs England
2022-09-08,international,ODI,male,1317480,Australia vs New Zealand
2022-09-08,club,CPL,male,1323153,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2022-09-08,club,CPL,male,1323154,St Lucia Kings vs Barbados Royals
2022-09-08,international,T20,male,1327279,India vs Afghanistan
2022-09-07,club,CPL,male,1323151,Barbados Royals vs Trinbago Knight Riders
2022-09-07,club,CPL,male,1323152,Jamaica Tallawahs vs St Lucia Kings
2022-09-07,international,T20,male,1327278,Afghanistan vs Pakistan
2022-09-06,international,ODI,male,1317479,New Zealand vs Australia
2022-09-06,international,T20,male,1327277,India vs Sri Lanka
2022-09-06,international,T20,female,1330808,Scotland vs Ireland
2022-09-05,club,CCH,male,1297763,Nottinghamshire vs Leicestershire
2022-09-05,club,CCH,male,1297764,Worcestershire vs Glamorgan
2022-09-05,club,CCH,male,1297765,Derbyshire vs Durham
2022-09-05,club,CCH,male,1297766,Gloucestershire vs Somerset
2022-09-05,club,CCH,male,1297767,Lancashire vs Yorkshire
2022-09-05,club,CCH,male,1297768,Essex vs Kent
2022-09-05,club,CCH,male,1297769,Hampshire vs Northamptonshire
2022-09-05,international,T20,female,1330807,Scotland vs Ireland
2022-09-04,club,CPL,male,1323149,Barbados Royals vs St Lucia Kings
2022-09-04,club,WCL,female,1323181,Trinbago Knight Riders vs Barbados Royals
2022-09-04,international,T20,male,1327276,India vs Pakistan
2022-09-03,club,HND,female,1299170,Southern Brave vs Oval Invincibles
2022-09-03,club,HND,male,1299204,Manchester Originals vs Trent Rockets
2022-09-03,international,ODI,male,1317478,Australia vs Zimbabwe
2022-09-03,club,CPL,male,1323147,Guyana Amazon Warriors vs Jamaica Tallawahs
2022-09-03,club,WCL,female,1323180,Guyana Amazon Warriors vs Barbados Royals
2022-09-03,international,T20,male,1327275,Afghanistan vs Sri Lanka
2022-09-02,club,HND,female,1299169,Southern Brave vs Trent Rockets
2022-09-02,club,HND,male,1299203,London Spirit vs Manchester Originals
2022-09-02,international,T20,male,1327274,Pakistan vs Hong Kong
2022-09-01,club,CPL,male,1323145,St Lucia Kings vs Trinbago Knight Riders
2022-09-01,club,CPL,male,1323146,St Kitts and Nevis Patriots vs Barbados Royals
2022-09-01,club,WCL,female,1323179,Trinbago Knight Riders vs Guyana Amazon Warriors
2022-09-01,international,T20,male,1327273,Bangladesh vs Sri Lanka
2022-08-31,club,HND,female,1299167,Northern Superchargers vs Southern Brave
2022-08-31,club,HND,female,1299168,Oval Invincibles vs Manchester Originals
2022-08-31,club,HND,male,1299201,Northern Superchargers vs Southern Brave
2022-08-31,club,HND,male,1299202,Oval Invincibles vs Manchester Originals
2022-08-31,international,ODI,male,1317477,Zimbabwe vs Australia
2022-08-31,club,CPL,male,1323144,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2022-08-31,club,WCL,female,1323178,Trinbago Knight Riders vs Barbados Royals
2022-08-31,international,T20,male,1327272,India vs Hong Kong
2022-08-30,club,RLC,male,1298031,Hampshire vs Kent
2022-08-30,club,RLC,male,1298032,Lancashire vs Sussex
2022-08-30,club,HND,female,1299166,Birmingham Phoenix vs London Spirit
2022-08-30,club,HND,male,1299200,London Spirit vs Birmingham Phoenix
2022-08-30,international,T20,male,1327271,Bangladesh vs Afghanistan
2022-08-30,international,T20,male,1328478,Nepal vs Kenya
2022-08-29,club,HND,female,1299165,Welsh Fire vs Trent Rockets
2022-08-29,club,HND,male,1299199,Trent Rockets vs Welsh Fire
2022-08-29,international,T20,male,1328477,Kenya vs Nepal
2022-08-28,club,HND,female,1299164,Manchester Originals vs Birmingham Phoenix
2022-08-28,club,HND,male,1299198,Manchester Originals vs Birmingham Phoenix
2022-08-28,international,ODI,male,1317476,Zimbabwe vs Australia
2022-08-28,international,T20,male,1327270,Pakistan vs India
2022-08-28,international,T20,male,1328476,Kenya vs Nepal
2022-08-27,club,HND,female,1299163,London Spirit vs Oval Invincibles
2022-08-27,club,HND,male,1299197,London Spirit vs Oval Invincibles
2022-08-27,international,T20,male,1327269,Sri Lanka vs Afghanistan
2022-08-26,club,RLC,male,1298029,Nottinghamshire vs Lancashire
2022-08-26,club,RLC,male,1298030,Kent vs Leicestershire
2022-08-26,club,HND,female,1299162,Welsh Fire vs Northern Superchargers
2022-08-26,club,HND,male,1299196,Welsh Fire vs Northern Superchargers
2022-08-26,international,ODI,female,1328487,Netherlands vs Ireland
2022-08-25,international,Test,male,1276917,South Africa vs England
2022-08-25,club,HND,female,1299161,Trent Rockets vs Southern Brave
2022-08-25,club,HND,male,1299195,Trent Rockets vs Southern Brave
2022-08-25,international,T20,male,1328474,Kenya vs Nepal
2022-08-24,club,HND,female,1299160,Welsh Fire vs London Spirit
2022-08-24,club,HND,male,1299194,London Spirit vs Welsh Fire
2022-08-24,international,ODI,female,1328486,Ireland vs Netherlands
2022-08-24,international,T20,male,1328853,Singapore vs Kuwait
2022-08-24,international,T20,male,1328854,United Arab Emirates vs Hong Kong
2022-08-23,club,RLC,male,1298021,Lancashire vs Kent
2022-08-23,club,RLC,male,1298022,Durham vs Leicestershire
2022-08-23,club,RLC,male,1298023,Northamptonshire vs Derbyshire
2022-08-23,club,RLC,male,1298024,Surrey vs Nottinghamshire
2022-08-23,club,RLC,male,1298025,Sussex vs Middlesex
2022-08-23,club,RLC,male,1298026,Somerset vs Warwickshire
2022-08-23,club,RLC,male,1298027,Glamorgan vs Worcestershire
2022-08-23,club,RLC,male,1298028,Hampshire vs Yorkshire
2022-08-23,club,HND,female,1299159,Birmingham Phoenix vs Oval Invincibles
2022-08-23,club,HND,male,1299193,Birmingham Phoenix vs Oval Invincibles
2022-08-23,international,T20,male,1328852,Kuwait vs Hong Kong
2022-08-22,club,HND,female,1299158,Southern Brave vs Welsh Fire
2022-08-22,club,HND,male,1299192,Welsh Fire vs Southern Brave
2022-08-22,international,ODI,male,1325551,India vs Zimbabwe
2022-08-22,international,ODI,female,1328485,Netherlands vs Ireland
2022-08-22,international,T20,male,1328851,United Arab Emirates vs Singapore
2022-08-21,club,RLC,male,1298017,Derbyshire vs Yorkshire
2022-08-21,club,RLC,male,1298018,Essex vs Hampshire
2022-08-21,club,RLC,male,1298019,Middlesex vs Gloucestershire
2022-08-21,club,RLC,male,1298020,Warwickshire vs Durham
2022-08-21,club,HND,female,1299157,Manchester Originals vs Northern Superchargers
2022-08-21,club,HND,male,1299191,Manchester Originals vs Northern Superchargers
2022-08-21,international,ODI,male,1311739,Pakistan vs Netherlands
2022-08-21,international,ODI,male,1317913,West Indies vs New Zealand
2022-08-21,international,T20,male,1328850,United Arab Emirates vs Kuwait
2022-08-20,club,RLC,male,1298016,Nottinghamshire vs Leicestershire
2022-08-20,club,HND,female,1299156,Trent Rockets vs London Spirit
2022-08-20,club,HND,male,1299190,London Spirit vs Trent Rockets
2022-08-20,international,ODI,male,1325550,Zimbabwe vs India
2022-08-20,international,T20,male,1328849,Hong Kong vs Singapore
2022-08-19,club,RLC,male,1298009,Hampshire vs Glamorgan
2022-08-19,club,RLC,male,1298010,Yorkshire vs Kent
2022-08-19,club,RLC,male,1298011,Northamptonshire vs Lancashire
2022-08-19,club,RLC,male,1298012,Middlesex vs Warwickshire
2022-08-19,club,RLC,male,1298013,Sussex vs Somerset
2022-08-19,club,RLC,male,1298014,Surrey vs Gloucestershire
2022-08-19,club,RLC,male,1298015,Essex vs Worcestershire
2022-08-19,club,HND,female,1299155,Birmingham Phoenix vs Northern Superchargers
2022-08-19,club,HND,male,1299189,Northern Superchargers vs Birmingham Phoenix
2022-08-19,international,ODI,male,1317912,New Zealand vs West Indies
2022-08-18,club,HND,female,1299154,Southern Brave vs Manchester Originals
2022-08-18,club,HND,male,1299188,Manchester Originals vs Southern Brave
2022-08-18,international,ODI,male,1311738,Netherlands vs Pakistan
2022-08-18,international,ODI,male,1325549,Zimbabwe vs India
2022-08-17,international,Test,male,1276916,England vs South Africa
2022-08-17,club,RLC,male,1298002,Durham vs Sussex
2022-08-17,club,RLC,male,1298003,Essex vs Yorkshire
2022-08-17,club,RLC,male,1298004,Glamorgan vs Lancashire
2022-08-17,club,RLC,male,1298005,Gloucestershire vs Leicestershire
2022-08-17,club,RLC,male,1298006,Northamptonshire vs Worcestershire
2022-08-17,club,RLC,male,1298007,Surrey vs Somerset
2022-08-17,club,RLC,male,1298008,Warwickshire vs Nottinghamshire
2022-08-17,club,HND,female,1299153,Trent Rockets vs Oval Invincibles
2022-08-17,club,HND,male,1299187,Trent Rockets vs Oval Invincibles
2022-08-17,international,T20,male,1307163,Afghanistan vs Ireland
2022-08-17,international,ODI,male,1317911,New Zealand vs West Indies
2022-08-17,international,ODI,male,1322041,Scotland vs United States of America
2022-08-17,international,T20,male,1328473,Kuwait vs Bahrain
2022-08-16,club,HND,female,1299152,Manchester Originals vs Welsh Fire
2022-08-16,club,HND,male,1299186,Manchester Originals vs Welsh Fire
2022-08-16,international,ODI,male,1311737,Pakistan vs Netherlands
2022-08-15,club,HND,female,1299151,Trent Rockets vs Birmingham Phoenix
2022-08-15,club,HND,male,1299185,Trent Rockets vs Birmingham Phoenix
2022-08-15,international,T20,male,1307162,Afghanistan vs Ireland
2022-08-14,club,RLC,male,1297993,Essex vs Glamorgan
2022-08-14,club,RLC,male,1297994,Lancashire vs Hampshire
2022-08-14,club,RLC,male,1297995,Northamptonshire vs Kent
2022-08-14,club,RLC,male,1297996,Leicestershire vs Warwickshire
2022-08-14,club,RLC,male,1297997,Durham vs Nottinghamshire
2022-08-14,club,RLC,male,1297998,Somerset vs Middlesex
2022-08-14,club,RLC,male,1297999,Sussex vs Surrey
2022-08-14,club,RLC,male,1298000,Derbyshire vs Worcestershire
2022-08-14,club,HND,female,1299149,Northern Superchargers vs London Spirit
2022-08-14,club,HND,female,1299150,Southern Brave vs Oval Invincibles
2022-08-14,club,HND,male,1299183,Northern Superchargers vs London Spirit
2022-08-14,club,HND,male,1299184,Southern Brave vs Oval Invincibles
2022-08-14,international,T20,male,1317910,New Zealand vs West Indies
2022-08-14,international,ODI,male,1322039,Scotland vs United Arab Emirates
2022-08-14,international,ODM,male,1326870,Jersey vs Kenya
2022-08-14,international,T20,male,1328471,Bahrain vs Kuwait
2022-08-13,club,HND,female,1299147,Trent Rockets vs Manchester Originals
2022-08-13,club,HND,female,1299148,Birmingham Phoenix vs Welsh Fire
2022-08-13,club,HND,male,1299181,Manchester Originals vs Trent Rockets
2022-08-13,club,HND,male,1299182,Birmingham Phoenix vs Welsh Fire
2022-08-13,international,ODI,male,1322038,United States of America vs Scotland
2022-08-13,international,ODM,male,1326869,Jersey vs Italy
2022-08-13,international,T20,male,1328470,Kuwait vs Bahrain
2022-08-12,club,RLC,male,1297987,Derbyshire vs Hampshire
2022-08-12,club,RLC,male,1297988,Gloucestershire vs Durham
2022-08-12,club,RLC,male,1297989,Leicestershire vs Somerset
2022-08-12,club,RLC,male,1297990,Glamorgan vs Northamptonshire
2022-08-12,club,RLC,male,1297991,Middlesex vs Nottinghamshire
2022-08-12,club,RLC,male,1297992,Warwickshire vs Sussex
2022-08-12,club,HND,female,1299146,London Spirit vs Southern Brave
2022-08-12,club,HND,male,1299180,London Spirit vs Southern Brave
2022-08-12,international,T20,male,1307161,Afghanistan vs Ireland
2022-08-12,international,T20,male,1317909,New Zealand vs West Indies
2022-08-11,club,RLC,male,1297986,Essex vs Kent
2022-08-11,club,HND,female,1299145,Northern Superchargers vs Oval Invincibles
2022-08-11,club,HND,male,1299179,Northern Superchargers vs Oval Invincibles
2022-08-11,international,T20,male,1307160,Afghanistan vs Ireland
2022-08-11,international,ODI,male,1322037,United Arab Emirates vs United States of America
2022-08-11,international,ODM,male,1326867,Bermuda vs Kenya
2022-08-10,club,RLC,male,1297981,Yorkshire vs Glamorgan
2022-08-10,club,RLC,male,1297982,Nottinghamshire vs Gloucestershire
2022-08-10,club,RLC,male,1297983,Worcestershire vs Lancashire
2022-08-10,club,RLC,male,1297984,Middlesex vs Surrey
2022-08-10,club,RLC,male,1297985,Durham vs Somerset
2022-08-10,club,HND,male,1299178,Birmingham Phoenix vs Southern Brave
2022-08-10,international,T20,male,1317908,New Zealand vs West Indies
2022-08-10,international,ODI,male,1322036,Scotland vs United Arab Emirates
2022-08-10,international,ODI,male,1323294,Bangladesh vs Zimbabwe
2022-08-10,international,ODM,male,1326864,Kenya vs Uganda
2022-08-10,international,ODM,male,1326865,Hong Kong vs Jersey
2022-08-09,club,RLC,male,1297980,Hampshire vs Northamptonshire
2022-08-09,club,HND,male,1299177,Northern Superchargers vs Trent Rockets
2022-08-09,international,T20,male,1307159,Afghanistan vs Ireland
2022-08-08,club,HND,male,1299176,London Spirit vs Manchester Originals
2022-08-07,international,T20,female,1289273,England vs New Zealand
2022-08-07,international,T20,female,1289274,Australia vs India
2022-08-07,club,RLC,male,1297972,Durham vs Middlesex
2022-08-07,club,RLC,male,1297973,Somerset vs Gloucestershire
2022-08-07,club,RLC,male,1297974,Hampshire vs Kent
2022-08-07,club,RLC,male,1297975,Lancashire vs Derbyshire
2022-08-07,club,RLC,male,1297976,Essex vs Northamptonshire
2022-08-07,club,RLC,male,1297977,Warwickshire vs Surrey
2022-08-07,club,RLC,male,1297978,Leicestershire vs Sussex
2022-08-07,club,RLC,male,1297979,Worcestershire vs Yorkshire
2022-08-07,club,HND,male,1299175,Oval Invincibles vs Welsh Fire
2022-08-07,international,T20,male,1317907,India vs West Indies
2022-08-07,international,ODI,male,1323293,Bangladesh vs Zimbabwe
2022-08-07,international,ODM,male,1326860,Italy vs Uganda
2022-08-06,international,T20,female,1289271,India vs England
2022-08-06,international,T20,female,1289272,New Zealand vs Australia
2022-08-06,club,HND,male,1299174,Birmingham Phoenix vs Trent Rockets
2022-08-06,international,T20,male,1317906,India vs West Indies
2022-08-06,international,ODM,male,1326350,Qatar vs Malaysia
2022-08-06,international,ODM,male,1326351,Vanuatu vs Singapore
