Ov,T,S,Sv
28.4,"Sithembile Langa to Thomas Kaber. Length ball, cutting, Played to deep point for 2 runs.",Two runs,2
28.5,"Sithembile Langa to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
28.6,"Sithembile Langa to Thomas Kaber. Back of a length, pulling, Played to backward square leg for 1 run.",One run,1
29.0,Over 29. 3 runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 81/4(rr 2.79),End of over,
29.1,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
29.2,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to cover for no runs.",Dot ball,0
29.3,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
29.4,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to third slip for no runs.",Dot ball,0
29.5,"Zakhele Qwabe to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
29.6,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, Played to short leg for no runs.",Dot ball,0
30.0,Over 30. no runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 81/4(rr 2.70),End of over,
30.1,"Sello Malatji to Joshua van Heerden. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
30.2,"FOUR! Sello Malatji to Joshua van Heerden. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
30.3,"Sello Malatji to Joshua van Heerden. Length ball, driving, Played to deep cover for 1 run.",One run,1
30.4,"Sello Malatji to Thomas Kaber. Length ball, pushing, hit pad to short leg for no runs.",Dot ball,0
30.5,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to mid wicket for no runs.",Dot ball,0
30.6,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to leg gully for no runs.",Dot ball,0
31.0,Over 31. 5 runs. Bowler: Sello Malatji. Eastern Cape Iinyathi: 86/4(rr 2.77),End of over,
31.1,"Zakhele Qwabe to Joshua van Heerden. Back of a length, pulling, Played to mid on for 1 run.",One run,1
31.2,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
31.3,"Zakhele Qwabe to Thomas Kaber. Length ball, cutting, Played to point for no runs.",Dot ball,0
31.4,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, Played to short leg for no runs.",Dot ball,0
31.5,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to point for no runs.",Dot ball,0
31.6,"Zakhele Qwabe to Thomas Kaber. Length ball, defending, mis-timed to silly point for no runs.",Dot ball,0
32.0,Over 32. 1 run. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 87/4(rr 2.72),End of over,
32.1,"Sello Malatji to Joshua van Heerden. Length ball, driving, Played to mid off for no runs.",Dot ball,0
32.2,"Sello Malatji to Joshua van Heerden. Length ball, driving, Played to mid off for no runs.",Dot ball,0
32.3,"Sello Malatji to Joshua van Heerden. Length ball, pushing, Played to point for no runs.",Dot ball,0
32.4,"Sello Malatji to Joshua van Heerden. Length ball, cutting, Played to deep backward point for 1 run.",One run,1
32.5,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
32.6,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
33.0,Over 33. 1 run. Bowler: Sello Malatji. Eastern Cape Iinyathi: 88/4(rr 2.67),End of over,
33.1,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
33.2,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to deep mid wicket for 2 runs.",Two runs,2
33.3,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
33.4,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
33.5,"FOUR! Zakhele Qwabe to Joshua van Heerden. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
33.6,"Zakhele Qwabe to Joshua van Heerden. Length ball, defending, Played to short leg for no runs.",Dot ball,0
34.0,Over 34. 6 runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 94/4(rr 2.76),End of over,
34.1,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
34.2,"Sello Malatji to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
34.2,"No ball Sello Malatji to Thomas Kaber. Length ball, Leave, and it was a no ball, fielded by Masondo.",No ball,nb
34.3,"Sello Malatji to Thomas Kaber. Length ball, defending, Played to silly point for no runs.",Dot ball,0
34.4,"Sello Malatji to Thomas Kaber. Length ball, cutting, Played to deep backward point for 1 run.",One run,1
34.5,"Sello Malatji to Joshua van Heerden. Length ball, driving, Played to cover for no runs.",Dot ball,0
34.6,"Sello Malatji to Joshua van Heerden. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
35.0,Over 35. 2 runs. Bowler: Sello Malatji. Eastern Cape Iinyathi: 96/4(rr 2.74),End of over,
35.1,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
35.2,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
35.3,"Zakhele Qwabe to Thomas Kaber. Length ball, working, Played to fine leg for 2 runs.",Two runs,2
35.4,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to silly point for no runs.",Dot ball,0
35.5,"Zakhele Qwabe to Thomas Kaber. Length ball, pushing, Played to gully for 1 run.",One run,1
35.6,"Zakhele Qwabe to Joshua van Heerden. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
36.0,Over 36. 3 runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 99/4(rr 2.75),End of over,
36.1,"Sello Malatji to Thomas Kaber. Back of a length, pulling, Played to mid wicket for 1 run.",One run,1
36.2,"Sello Malatji to Joshua van Heerden. Length ball, driving, Played to extra cover for 1 run.",One run,1
36.3,"Sello Malatji to Thomas Kaber. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
