Ov,T,S,Sv
72.6,"Thomas Hobson to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
73.0,Over 73. 6 runs. Bowler: Thomas Hobson. Eastern Cape Iinyathi: 196/6(rr 2.68),End of over,
73.1,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to leg gully for 1 run.",One run,1
73.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played to mid off for 1 run.",One run,1
73.3,"Ruan Haasbroek to Jade de Klerk. Back of a length, pulling, Played to mid wicket for no runs.",Dot ball,0
73.4,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to point for no runs.",Dot ball,0
73.5,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to deep square leg for 1 run.",One run,1
73.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Missed (Leg Side) to silly point for no runs.",Dot ball,0
74.0,Over 74. 3 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 199/6(rr 2.69),End of over,
74.1,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
74.2,"Sithembile Langa to Jade de Klerk. Length ball, working, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
74.3,"Sithembile Langa to Jade de Klerk. Length ball, defending, Played to silly point for no runs.",Dot ball,0
74.4,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Edged to short fine leg for 1 run.",One run,1
74.5,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
74.6,"Sithembile Langa to Mncedisi Malika. Length ball, working, Missed (Leg Side) for no runs, fielded by Masondo.",Dot ball,0
75.0,Over 75. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 200/6(rr 2.67),End of over,
75.1,"Ruan Haasbroek to Jade de Klerk. Back of a length, pushing, Played to short mid wicket for no runs.",Dot ball,0
75.2,"Ruan Haasbroek to Jade de Klerk. Length ball, defending, Played to short leg for no runs.",Dot ball,0
75.3,"Ruan Haasbroek to Jade de Klerk. Length ball, Late Cut, Played to third man for 2 runs.",Two runs,2
75.4,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
75.5,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to gully for no runs.",Dot ball,0
75.6,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
76.0,Over 76. 2 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 202/6(rr 2.66),End of over,
76.1,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
76.2,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, Edged to third man for 2 runs.",Two runs,2
76.3,"Sithembile Langa to Mncedisi Malika. Length ball, cutting, Played to point for no runs.",Dot ball,0
76.4,"Sithembile Langa to Mncedisi Malika. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
76.5,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
76.6,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
77.0,Over 77. 2 runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 204/6(rr 2.65),End of over,
77.1,"Ruan Haasbroek to Jade de Klerk. Length ball, pushing, Played to leg gully for 1 run.",One run,1
77.2,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
77.3,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to silly point for no runs.",Dot ball,0
77.4,"Ruan Haasbroek to Mncedisi Malika. Length ball, defending, Played to short leg for no runs.",Dot ball,0
77.5,"FOUR! Ruan Haasbroek to Mncedisi Malika. Short, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
77.6,"Ruan Haasbroek to Mncedisi Malika. Length ball, sweeping, Played to deep backward square leg for 1 run.",One run,1
78.0,Over 78. 6 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 210/6(rr 2.69),End of over,
78.1,"Sithembile Langa to Mncedisi Malika. Length ball, defending, Missed (Leg Side) to silly mid off for no runs.",Dot ball,0
78.2,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, missed for no runs, fielded by Masondo.",Dot ball,0
78.3,"Sithembile Langa to Mncedisi Malika. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
78.4,"FOUR! Sithembile Langa to Mncedisi Malika. Length ball, pushing, Edged past third man for 4 runs.",Four runs,4
78.5,"Sithembile Langa to Mncedisi Malika. Length ball, pushing, Played to mid wicket for 1 run.",One run,1
78.6,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
79.0,Over 79. 5 runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 215/6(rr 2.72),End of over,
79.1,"Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Played to leg gully for 1 run.",One run,1
79.2,"Ruan Haasbroek to Jade de Klerk. Back of a length, pulling, Played to deep backward square leg for 1 run.",One run,1
79.3,"OUT! Caught. Ruan Haasbroek to Mncedisi Malika. Length ball, pushing, Edged to first slip, caught by Venter.",Wicket,W
79.4,"Ruan Haasbroek to Phaphama Fojela. Length ball, pushing, Played to cover for 1 run.",One run,1
79.5,"Ruan Haasbroek to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
79.6,"Ruan Haasbroek to Jade de Klerk. Length ball, driving, Played to deep cover for 2 runs.",Two runs,2
80.0,Over 80. 5 runs. Bowler: Ruan Haasbroek. Eastern Cape Iinyathi: 220/7(rr 2.75),End of over,
80.1,"NEW BALL. Sithembile Langa to Phaphama Fojela. Length ball, defending, Played to short leg for no runs.",Dot ball,0
80.2,"FOUR! Sithembile Langa to Phaphama Fojela. Length ball, working, Hit Hard past fine leg for 4 runs.",Four runs,4
80.3,"FOUR! Sithembile Langa to Phaphama Fojela. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
80.4,"Sithembile Langa to Phaphama Fojela. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
80.5,"Sithembile Langa to Phaphama Fojela. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
80.6,"FOUR! Sithembile Langa to Phaphama Fojela. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
81.0,Over 81. 12 runs. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 232/7(rr 2.86),End of over,
81.1,"Zakhele Qwabe to Jade de Klerk. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
81.2,"Zakhele Qwabe to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
81.3,"Zakhele Qwabe to Jade de Klerk. Length ball, defending, Played to silly point for no runs.",Dot ball,0
81.4,"Zakhele Qwabe to Jade de Klerk. Length ball, defending, Played to silly point for no runs.",Dot ball,0
81.5,"Zakhele Qwabe to Jade de Klerk. Length ball, pushing, Played to cover for no runs.",Dot ball,0
81.6,"Zakhele Qwabe to Jade de Klerk. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
82.0,Over 82. no runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 232/7(rr 2.83),End of over,
82.1,"Sithembile Langa to Phaphama Fojela. Length ball, defending, Played to silly point for no runs.",Dot ball,0
82.2,"Sithembile Langa to Phaphama Fojela. Short, Leave, for no runs, fielded by Masondo.",Dot ball,0
82.3,"Sithembile Langa to Phaphama Fojela. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
82.4,"Sithembile Langa to Phaphama Fojela. Length ball, pushing, Played to fine leg for 1 run.",One run,1
82.5,"Sithembile Langa to Jade de Klerk. Length ball, driving, hit pad to short leg for no runs.",Dot ball,0
82.6,"Sithembile Langa to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
83.0,Over 83. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 233/7(rr 2.81),End of over,
83.1,"Zakhele Qwabe to Phaphama Fojela. Length ball, defending, Played to short leg for no runs.",Dot ball,0
83.2,"OUT! Bowled. Zakhele Qwabe to Phaphama Fojela. Length ball, defending, missed.",Wicket,W
83.3,"Zakhele Qwabe to Sinovuyo Ntuntwana. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
83.4,"Zakhele Qwabe to Sinovuyo Ntuntwana. Length ball, defending, Played to silly point for no runs.",Dot ball,0
83.5,"Zakhele Qwabe to Sinovuyo Ntuntwana. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
83.6,"Zakhele Qwabe to Sinovuyo Ntuntwana. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
84.0,Over 84. no runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 233/8(rr 2.77),End of over,
84.1,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
84.2,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Played to short mid wicket for 1 run.",One run,1
84.3,"Sithembile Langa to Sinovuyo Ntuntwana. Length ball, driving, missed for no runs, fielded by Masondo.",Dot ball,0
84.4,"Sithembile Langa to Sinovuyo Ntuntwana. Length ball, pushing, Played to short leg for no runs.",Dot ball,0
84.5,"Sithembile Langa to Sinovuyo Ntuntwana. Length ball, pushing, hit pad to short leg for no runs.",Dot ball,0
84.6,"OUT! L.B.W. Sithembile Langa to Sinovuyo Ntuntwana. Length ball, defending, Played to leg gully.",Wicket,W
85.0,Over 85. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 234/8(rr 2.75),End of over,
85.1,"FOUR! Zakhele Qwabe to Jade de Klerk. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
85.1,"Wide Zakhele Qwabe to Jade de Klerk. Length ball, Leave, for 1 run, fielded by Masondo.",Wide,wd
85.2,"Zakhele Qwabe to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
85.3,"Zakhele Qwabe to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
85.4,"Zakhele Qwabe to Jade de Klerk. Length ball, Leave, for no runs, fielded by Masondo.",Dot ball,0
85.5,"FOUR! Zakhele Qwabe to Jade de Klerk. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
85.6,"Zakhele Qwabe to Jade de Klerk. Length ball, pushing, Played to cover for 1 run.",One run,1
86.0,Over 86. 10 runs. Bowler: Zakhele Qwabe. Eastern Cape Iinyathi: 244/9(rr 2.84),End of over,
86.1,"Sithembile Langa to Jade de Klerk. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
86.2,"Sithembile Langa to Jade de Klerk. Length ball, driving, Played to deep cover for 1 run.",One run,1
86.3,"Sithembile Langa to Gideon Peters. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
86.4,"OUT! L.B.W. Sithembile Langa to Gideon Peters. Length ball, pushing, hit pad.",Wicket,W
87.0,Over 87. 1 run. Bowler: Sithembile Langa. Eastern Cape Iinyathi: 245/10(rr 2.82),,
