Ov,T,S,Sv
5.1,"Brett Randell to Henry Cooper. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
5.2,"Brett Randell to Henry Cooper. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
5.3,"Brett Randell to Henry Cooper. Length ball, defending, Played to point for no runs.",Dot ball,0
5.4,"Brett Randell to Henry Cooper. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
5.5,"Brett Randell to Henry Cooper. Half volley, driving, Played to mid on for no runs.",Dot ball,0
5.6,"Brett Randell to Henry Cooper. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
6.0,Over 6. no runs. Bowler: Brett Randell. Northern Districts: 21/0(rr 3.50),End of over,
6.1,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
6.2,"Ray Toole to Jeet Raval. Back of a length, cutting, Played to point for no runs.",Dot ball,0
6.3,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
6.4,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
6.5,"Ray Toole to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
6.6,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
7.0,Over 7. no runs. Bowler: Ray Toole. Northern Districts: 21/0(rr 3.00),End of over,
7.1,"Brett Randell to Henry Cooper. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
7.2,"Brett Randell to Henry Cooper. Length ball, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
7.3,"Brett Randell to Henry Cooper. Back of a length, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
7.4,"Brett Randell to Henry Cooper. Length ball, defending, Played to mid off for no runs.",Dot ball,0
7.5,"Brett Randell to Henry Cooper. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
7.6,"Brett Randell to Henry Cooper. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
8.0,Over 8. no runs. Bowler: Brett Randell. Northern Districts: 21/0(rr 2.62),End of over,
8.1,"Ray Toole to Jeet Raval. Back of a length, defending, Played to silly mid off for no runs.",Dot ball,0
8.2,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
8.3,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
8.4,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
8.5,"Ray Toole to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
8.6,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
9.0,Over 9. no runs. Bowler: Ray Toole. Northern Districts: 21/0(rr 2.33),End of over,
9.1,"Brett Randell to Henry Cooper. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
9.2,"FOUR! Brett Randell to Henry Cooper. Back of a length, cutting, Edged past third man for 4 runs.",Four runs,4
9.3,"Brett Randell to Henry Cooper. Length ball, defending, Played to point for no runs.",Dot ball,0
9.4,"Brett Randell to Henry Cooper. Back of a length, cutting, Played to point for no runs.",Dot ball,0
9.5,"Brett Randell to Henry Cooper. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
9.6,"Brett Randell to Henry Cooper. Half volley, flick, Played to deep mid wicket for 2 runs.",Two runs,2
10.0,Over 10. 6 runs. Bowler: Brett Randell. Northern Districts: 27/0(rr 2.70),End of over,
10.1,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
10.2,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
10.3,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
10.4,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
10.5,"Ray Toole to Jeet Raval. Length ball, flick, hit pad to short leg for no runs.",Dot ball,0
10.6,"Ray Toole to Jeet Raval. Length ball, defending, Edged to silly mid off for no runs.",Dot ball,0
11.0,Over 11. no runs. Bowler: Ray Toole. Northern Districts: 27/0(rr 2.45),End of over,
11.1,"Doug Bracewell to Henry Cooper. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
11.2,"Doug Bracewell to Henry Cooper. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
11.3,"Doug Bracewell to Henry Cooper. Half volley, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
11.4,"FOUR! Doug Bracewell to Henry Cooper. Half volley, flick, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
11.5,"Doug Bracewell to Henry Cooper. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
11.6,"Doug Bracewell to Henry Cooper. Half volley, flick, Played to mid wicket for 1 run.",One run,1
12.0,Over 12. 5 runs. Bowler: Doug Bracewell. Northern Districts: 32/0(rr 2.67),End of over,
12.1,"Ray Toole to Henry Cooper. Length ball, defending, Played to silly point for no runs.",Dot ball,0
12.2,"APPEAL! Ray Toole to Henry Cooper. Length ball, defending, missed for no runs, caught by Cleaver, appeal made for Caught.",Dot ball,0
12.3,"Ray Toole to Henry Cooper. Back of a length, cutting, Hit Hard to backward point for no runs.",Dot ball,0
12.4,"Ray Toole to Henry Cooper. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
12.5,"Ray Toole to Henry Cooper. Length ball, defending, Edged to silly point for no runs.",Dot ball,0
12.6,"Ray Toole to Henry Cooper. Half volley, driving, Played to mid off for no runs.",Dot ball,0
13.0,Over 13. no runs. Bowler: Ray Toole. Northern Districts: 32/0(rr 2.46),End of over,
13.1,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
13.2,"FOUR! Doug Bracewell to Jeet Raval. Full toss, flick, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
13.3,"Doug Bracewell to Jeet Raval. Length ball, flick, Played to fine leg for 1 run.",One run,1
13.4,"FOUR! Doug Bracewell to Henry Cooper. Back of a length, pulling, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
13.5,"Doug Bracewell to Henry Cooper. Half volley, flick, Played to mid on for no runs.",Dot ball,0
13.6,"Doug Bracewell to Henry Cooper. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
14.0,Over 14. 9 runs. Bowler: Doug Bracewell. Northern Districts: 41/0(rr 2.93),End of over,
14.1,"Ray Toole to Jeet Raval. Back of a length, defending, mis-timed to short leg for no runs.",Dot ball,0
14.2,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
14.3,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
14.4,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
14.5,"Ray Toole to Jeet Raval. Length ball, defending, Edged to short mid wicket for no runs.",Dot ball,0
14.6,"Ray Toole to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
15.0,Over 15. no runs. Bowler: Ray Toole. Northern Districts: 41/0(rr 2.73),End of over,
15.1,"Doug Bracewell to Henry Cooper. Back of a length, pulling, Played to deep mid wicket for 1 run.",One run,1
15.2,"FOUR! Doug Bracewell to Jeet Raval. Half volley, flick, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
15.3,"Doug Bracewell to Jeet Raval. Full toss, flick, Played to silly mid on for no runs.",Dot ball,0
15.4,"Doug Bracewell to Jeet Raval. Yorker, pushing, missed for no runs, fielded by Cleaver.",Dot ball,0
15.5,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
15.6,"FOUR! Doug Bracewell to Jeet Raval. Length ball, flick, Edged past fine leg for 4 runs.",Four runs,4
16.0,Over 16. 9 runs. Bowler: Doug Bracewell. Northern Districts: 50/0(rr 3.12),End of over,
16.1,"Ray Toole to Henry Cooper. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
16.2,"Ray Toole to Henry Cooper. Length ball, defending, Edged to gully for no runs.",Dot ball,0
16.3,"Ray Toole to Henry Cooper. Length ball, Steer, Played to gully for no runs.",Dot ball,0
16.4,"APPEAL! Ray Toole to Henry Cooper. Length ball, flick, hit pad to short leg for no runs, appeal made for L.B.W.",Dot ball,0
16.5,"Ray Toole to Henry Cooper. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
16.6,"Ray Toole to Henry Cooper. Half volley, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
17.0,Over 17. no runs. Bowler: Ray Toole. Northern Districts: 50/0(rr 2.94),End of over,
17.1,"Doug Bracewell to Jeet Raval. Length ball, flick, Played to backward square leg for 2 runs.",Two runs,2
17.2,"Doug Bracewell to Jeet Raval. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
17.3,"Doug Bracewell to Jeet Raval. Length ball, flick, Played to square leg for 1 run.",One run,1
17.4,"OUT! Caught. Doug Bracewell to Henry Cooper. Length ball, driving, Edged to second slip, caught by Bruce.",Wicket,W
17.5,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
17.6,"Doug Bracewell to Bharat Popli. Half volley, flick, Played to fine leg for 1 run.",One run,1
18.0,Over 18. 4 runs. Bowler: Doug Bracewell. Northern Districts: 54/1(rr 3.00),End of over,
18.1,"Ray Toole to Bharat Popli. Back of a length, pushing, Played back to bowler for no runs.",Dot ball,0
18.2,"Ray Toole to Bharat Popli. Length ball, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
18.3,"Ray Toole to Bharat Popli. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
18.4,"Ray Toole to Bharat Popli. Full toss, Leave, for no runs, fielded by Cleaver.",Dot ball,0
18.5,"Ray Toole to Bharat Popli. Back of a length, defending, Played to silly mid off for no runs.",Dot ball,0
18.6,"Ray Toole to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
19.0,Over 19. no runs. Bowler: Ray Toole. Northern Districts: 54/1(rr 2.84),End of over,
19.1,"Doug Bracewell to Jeet Raval. Back of a length, working, Edged to short leg for no runs.",Dot ball,0
19.2,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to gully for no runs.",Dot ball,0
19.3,"Doug Bracewell to Jeet Raval. Half volley, pushing, Played to mid off for no runs.",Dot ball,0
19.4,"Doug Bracewell to Jeet Raval. Half volley, pushing, Played to extra cover for no runs.",Dot ball,0
19.5,"Doug Bracewell to Jeet Raval. Length ball, defending, Played to short leg for no runs.",Dot ball,0
19.6,"Doug Bracewell to Jeet Raval. Length ball, driving, Played to mid off for no runs.",Dot ball,0
20.0,Over 20. no runs. Bowler: Doug Bracewell. Northern Districts: 54/1(rr 2.70),End of over,
20.1,"Ray Toole to Bharat Popli. Length ball, defending, Played to silly point for no runs.",Dot ball,0
20.2,"Ray Toole to Bharat Popli. Length ball, flick, Played to mid wicket for 1 run.",One run,1
20.3,"FOUR! Ray Toole to Jeet Raval. Half volley, flick, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
20.4,"Ray Toole to Jeet Raval. Length ball, defending, Missed (Leg Side) to silly mid off for no runs.",Dot ball,0
20.5,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
20.6,"Ray Toole to Jeet Raval. Length ball, Steer, Played to gully for no runs.",Dot ball,0
21.0,Over 21. 5 runs. Bowler: Ray Toole. Northern Districts: 59/1(rr 2.81),End of over,
21.1,"Brett Randell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
21.2,"Brett Randell to Bharat Popli. Half volley, driving, mis-timed to extra cover for 2 runs.",Two runs,2
21.3,"Brett Randell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
21.4,"Brett Randell to Bharat Popli. Half volley, driving, Hit Hard to short extra cover for no runs.",Dot ball,0
21.5,"Brett Randell to Bharat Popli. Half volley, pushing, Played to cover for 2 runs.",Two runs,2
21.6,"Brett Randell to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
22.0,Over 22. 4 runs. Bowler: Brett Randell. Northern Districts: 63/1(rr 2.86),End of over,
22.1,"Josh Clarkson to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
22.2,"FOUR! Josh Clarkson to Jeet Raval. Back of a length, Late Cut, Hit Hard past deep backward point for 4 runs.",Four runs,4
22.3,"Josh Clarkson to Jeet Raval. Back of a length, pulling, Edged to short mid wicket for no runs.",Dot ball,0
22.4,"Josh Clarkson to Jeet Raval. Back of a length, Steer, Played to third man for 2 runs.",Two runs,2
22.5,"Josh Clarkson to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
22.6,"Josh Clarkson to Jeet Raval. Length ball, flick, Played to third man for 1 run.",One run,1
23.0,Over 23. 7 runs. Bowler: Josh Clarkson. Northern Districts: 70/1(rr 3.04),End of over,
23.1,"Brett Randell to Jeet Raval. Back of a length, working, Played to short mid wicket for 1 run.",One run,1
23.2,"Brett Randell to Bharat Popli. Length ball, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
23.3,"Brett Randell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
23.4,"Brett Randell to Bharat Popli. Length ball, defending, Played to short leg for no runs.",Dot ball,0
23.5,"Brett Randell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
23.6,"Brett Randell to Bharat Popli. Half volley, driving, Played to mid off for no runs.",Dot ball,0
24.0,Over 24. 1 run. Bowler: Brett Randell. Northern Districts: 71/1(rr 2.96),End of over,
24.1,"Josh Clarkson to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
24.2,"Josh Clarkson to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
24.3,"Josh Clarkson to Jeet Raval. Length ball, pushing, Edged to backward point for 1 run.",One run,1
24.4,"Josh Clarkson to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
24.5,"Josh Clarkson to Bharat Popli. Half volley, Leave, for no runs, fielded by Cleaver.",Dot ball,0
24.6,"Josh Clarkson to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
25.0,Over 25. 1 run. Bowler: Josh Clarkson. Northern Districts: 72/1(rr 2.88),End of over,
25.1,"Brett Randell to Jeet Raval. Half volley, driving, Hit Hard to extra cover for no runs.",Dot ball,0
25.2,"FOUR! Brett Randell to Jeet Raval. Length ball, flick, mis-timed in the air uncontrolled past long on for 4 runs.",Four runs,4
25.3,"Brett Randell to Jeet Raval. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
25.4,"Brett Randell to Jeet Raval. Back of a length, pulling, Played in the air under control to deep mid wicket for 3 runs.",Three runs,3
25.5,"Brett Randell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
25.6,"Brett Randell to Bharat Popli. Length ball, defending, Played to short leg for no runs.",Dot ball,0
26.0,Over 26. 7 runs. Bowler: Brett Randell. Northern Districts: 79/1(rr 3.04),End of over,
26.1,"Josh Clarkson to Jeet Raval. Full toss, Scoop, Played to backward square leg for 2 runs.",Two runs,2
26.2,"Josh Clarkson to Jeet Raval. Length ball, driving, Edged to mid on for 1 run.",One run,1
26.3,"Josh Clarkson to Bharat Popli. Length ball, flick, Played to short fine leg for 1 run.",One run,1
26.4,"FOUR! Josh Clarkson to Jeet Raval. Length ball, sweeping, Hit Hard past fine leg for 4 runs.",Four runs,4
26.5,"Josh Clarkson to Jeet Raval. Half volley, driving, Edged back to bowler for no runs.",Dot ball,0
26.6,"Josh Clarkson to Jeet Raval. Half volley, driving, Edged to second slip for no runs.",Dot ball,0
27.0,Over 27. 8 runs. Bowler: Josh Clarkson. Northern Districts: 87/1(rr 3.22),End of over,
27.1,"Brett Randell to Bharat Popli. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
27.2,"FOUR! Brett Randell to Bharat Popli. Half volley, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
27.3,"Brett Randell to Bharat Popli. Length ball, pushing, Played to cover for no runs.",Dot ball,0
27.4,"Brett Randell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
27.5,"Brett Randell to Bharat Popli. Length ball, defending, Played to point for no runs.",Dot ball,0
27.6,"Brett Randell to Bharat Popli. Length ball, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
28.0,Over 28. 4 runs. Bowler: Brett Randell. Northern Districts: 91/1(rr 3.25),End of over,
28.1,"APPEAL! Ajaz Patel to Jeet Raval. Half volley, flick, hit pad to short leg for no runs, appeal made for L.B.W.",Dot ball,0
28.2,"Ajaz Patel to Jeet Raval. Length ball, defending, Played to silly point for no runs.",Dot ball,0
28.3,"Ajaz Patel to Jeet Raval. Yorker, defending, Played back to bowler for no runs.",Dot ball,0
28.4,"Ajaz Patel to Jeet Raval. Length ball, defending, Played to short leg for no runs.",Dot ball,0
28.5,"Ajaz Patel to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
28.6,"Ajaz Patel to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
29.0,Over 29. no runs. Bowler: Ajaz Patel. Northern Districts: 91/1(rr 3.14),End of over,
29.1,"Josh Clarkson to Bharat Popli. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
29.2,"Josh Clarkson to Bharat Popli. Length ball, pushing, Played to cover for no runs.",Dot ball,0
29.3,"Josh Clarkson to Bharat Popli. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
29.4,"Josh Clarkson to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
29.5,"Josh Clarkson to Bharat Popli. Length ball, flick, hit pad to short fine leg for 2 runs.",Leg bye,lb
29.6,"Josh Clarkson to Bharat Popli. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
30.0,Over 30. 2 runs. Bowler: Josh Clarkson. Northern Districts: 93/1(rr 3.10),End of over,
30.1,"Ajaz Patel to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
30.2,"Ajaz Patel to Jeet Raval. Back of a length, working, Played to backward square leg for 1 run.",One run,1
30.3,"Ajaz Patel to Bharat Popli. Back of a length, cutting, Played to point for 1 run.",One run,1
30.4,"Ajaz Patel to Jeet Raval. Half volley, flick, Played to mid wicket for 1 run.",One run,1
30.5,"Ajaz Patel to Bharat Popli. Length ball, cutting, Played to cover for no runs.",Dot ball,0
30.6,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to mid off for 1 run.",One run,1
31.0,Over 31. 4 runs. Bowler: Ajaz Patel. Northern Districts: 97/1(rr 3.13),End of over,
31.1,"Josh Clarkson to Bharat Popli. Half volley, flick, Played to mid on for 1 run.",One run,1
31.2,"Josh Clarkson to Jeet Raval. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
31.3,"FOUR! Josh Clarkson to Jeet Raval. Back of a length, Late Cut, Hit Hard past deep backward point for 4 runs.",Four runs,4
31.4,"Josh Clarkson to Jeet Raval. Length ball, Steer, Played to backward point for no runs.",Dot ball,0
31.5,"Josh Clarkson to Jeet Raval. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
31.6,"Josh Clarkson to Jeet Raval. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
32.0,Over 32. 5 runs. Bowler: Josh Clarkson. Northern Districts: 102/1(rr 3.19),End of over,
32.1,"Ajaz Patel to Bharat Popli. Length ball, defending, Edged to silly point for no runs.",Dot ball,0
32.2,"Ajaz Patel to Bharat Popli. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
32.3,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
32.4,"Ajaz Patel to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
32.5,"Ajaz Patel to Bharat Popli. Length ball, flick, Played to backward square leg for 2 runs.",Two runs,2
32.6,"FOUR! Ajaz Patel to Bharat Popli. Half volley, driving, Hit Hard past long on for 4 runs.",Four runs,4
33.0,Over 33. 6 runs. Bowler: Ajaz Patel. Northern Districts: 108/1(rr 3.27),End of over,
33.1,"Brad Schmulian to Jeet Raval. Length ball, driving, Played to cover for 1 run.",One run,1
33.2,"Brad Schmulian to Bharat Popli. Length ball, flick, Played to mid wicket for 1 run.",One run,1
33.3,"Brad Schmulian to Jeet Raval. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
33.4,"Brad Schmulian to Jeet Raval. Length ball, defending, Edged to short leg for no runs.",Dot ball,0
33.5,"Brad Schmulian to Jeet Raval. Back of a length, Late Cut, Played to backward point for no runs.",Dot ball,0
33.6,"Brad Schmulian to Jeet Raval. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
34.0,Over 34. 2 runs. Bowler: Brad Schmulian. Northern Districts: 111/1(rr 3.26),End of over,
34.1,"Ray Toole to Bharat Popli. Length ball, flick, Played to fine leg for 1 run.",One run,1
34.2,"Ray Toole to Jeet Raval. Back of a length, cutting, missed for no runs, fielded by Cleaver.",Dot ball,0
34.3,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
34.4,"Ray Toole to Jeet Raval. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
34.5,"Ray Toole to Jeet Raval. Half volley, driving, Hit Hard back to bowler for no runs.",Dot ball,0
34.6,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
35.0,Over 35. 1 run. Bowler: Ray Toole. Northern Districts: 111/1(rr 3.17),End of over,
35.1,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
35.2,"Doug Bracewell to Bharat Popli. Length ball, defending, Edged to short mid wicket for no runs.",Dot ball,0
35.3,"Doug Bracewell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
35.4,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
35.5,"Doug Bracewell to Bharat Popli. Half volley, flick, Missed (Leg Side) for no runs, fielded by Cleaver.",Dot ball,0
35.6,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
36.0,Over 36. no runs. Bowler: Doug Bracewell. Northern Districts: 111/1(rr 3.08),End of over,
36.1,"Ray Toole to Jeet Raval. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
36.2,"Ray Toole to Jeet Raval. Back of a length, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
36.3,"Ray Toole to Jeet Raval. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
36.4,"Ray Toole to Jeet Raval. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
36.5,"Ray Toole to Jeet Raval. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
36.6,"Ray Toole to Jeet Raval. Length ball, driving, missed for no runs, fielded by Cleaver.",Dot ball,0
37.0,Over 37. no runs. Bowler: Ray Toole. Northern Districts: 111/1(rr 3.00),End of over,
37.1,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
37.2,"APPEAL! Doug Bracewell to Bharat Popli. Length ball, defending, missed for no runs, caught by Cleaver, appeal made for Caught.",Dot ball,0
37.3,"Doug Bracewell to Bharat Popli. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
