Ov,T,S,Sv
75.1,"Ajaz Patel to Mitchell Santner. Length ball, pushing, Played to cover for 1 run.",One run,1
75.2,"Ajaz Patel to Bharat Popli. Full toss, flick, Edged back to bowler for no runs.",Dot ball,0
75.3,"Ajaz Patel to Bharat Popli. Half volley, pushing, Played to mid off for no runs.",Dot ball,0
75.4,"Ajaz Patel to Bharat Popli. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
75.5,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
75.6,"Ajaz Patel to Bharat Popli. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
76.0,Over 76. 1 run. Bowler: Ajaz Patel. Northern Districts: 261/3(rr 3.43),End of over,
76.1,"Josh Clarkson to Mitchell Santner. Length ball, pushing, Played to extra cover for 1 run.",One run,1
76.1,"Wide Josh Clarkson to Mitchell Santner. Short, Leave, for 1 run, fielded by Cleaver.",Wide,wd
76.2,"Josh Clarkson to Bharat Popli. Half volley, driving, Played to mid off for 1 run.",One run,1
76.3,"FOUR! Josh Clarkson to Mitchell Santner. Back of a length, cutting, Edged past fine leg for 4 runs.",Four runs,4
76.4,"Josh Clarkson to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
76.5,"Josh Clarkson to Mitchell Santner. Half volley, flick, Played to mid wicket for 1 run.",One run,1
76.6,"Josh Clarkson to Bharat Popli. Length ball, Steer, Played to backward point for 2 runs.",Two runs,2
77.0,Over 77. 10 runs. Bowler: Josh Clarkson. Northern Districts: 271/3(rr 3.52),End of over,
77.1,"Brad Schmulian to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
77.2,"Brad Schmulian to Mitchell Santner. Back of a length, cutting, Played to cover for no runs.",Dot ball,0
77.3,"Brad Schmulian to Mitchell Santner. Length ball, driving, Played to cover for no runs.",Dot ball,0
77.4,"Brad Schmulian to Mitchell Santner. Length ball, pushing, Played to point for no runs.",Dot ball,0
77.5,"Brad Schmulian to Mitchell Santner. Half volley, flick, Played to mid wicket for 1 run.",One run,1
77.6,"Brad Schmulian to Bharat Popli. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
78.0,Over 78. 1 run. Bowler: Brad Schmulian. Northern Districts: 272/3(rr 3.49),End of over,
78.1,"Tom Bruce to Mitchell Santner. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
78.2,"SIX! Tom Bruce to Mitchell Santner. Length ball, driving, Hit Hard in the air under control over long off for 6 runs.",Six runs,6
78.3,"Tom Bruce to Mitchell Santner. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
78.4,"Tom Bruce to Mitchell Santner. Back of a length, cutting, Played to deep point for 2 runs.",Two runs,2
78.5,"Tom Bruce to Mitchell Santner. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
78.6,"Tom Bruce to Mitchell Santner. Length ball, pushing, Played to long off for 1 run.",One run,1
79.0,Over 79. 9 runs. Bowler: Tom Bruce. Northern Districts: 281/3(rr 3.56),End of over,
79.1,"Brad Schmulian to Mitchell Santner. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
79.2,"Brad Schmulian to Mitchell Santner. Length ball, defending, Edged to mid wicket for 1 run.",One run,1
79.3,"Brad Schmulian to Bharat Popli. Length ball, pushing, Played to extra cover for 1 run.",One run,1
79.4,"Brad Schmulian to Mitchell Santner. Half volley, driving, Played to deep extra cover for 1 run.",One run,1
79.5,"Brad Schmulian to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
79.6,"FOUR! Brad Schmulian to Bharat Popli. Back of a length, pulling, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
80.0,Over 80. 7 runs. Bowler: Brad Schmulian. Northern Districts: 288/3(rr 3.60),End of over,
80.1,"NEW BALL. Ray Toole to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
80.2,"Ray Toole to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
80.3,"Ray Toole to Mitchell Santner. Length ball, defending, Played to short leg for no runs.",Dot ball,0
80.4,"Ray Toole to Mitchell Santner. Length ball, defending, Played to mid off for no runs.",Dot ball,0
80.5,"FOUR! Ray Toole to Mitchell Santner. Length ball, Steer, Hit Hard past third man for 4 runs.",Four runs,4
80.6,"Ray Toole to Mitchell Santner. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
81.0,Over 81. 4 runs. Bowler: Ray Toole. Northern Districts: 292/3(rr 3.60),End of over,
81.1,"FOUR! Doug Bracewell to Bharat Popli. Half volley, flick, Hit Hard past fine leg for 4 runs.",Four runs,4
81.2,"Doug Bracewell to Bharat Popli. Half volley, flick, Played to mid on for no runs.",Dot ball,0
81.3,"Doug Bracewell to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
81.4,"Doug Bracewell to Bharat Popli. Length ball, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
81.5,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
81.6,"Doug Bracewell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
82.0,Over 82. 4 runs. Bowler: Doug Bracewell. Northern Districts: 296/3(rr 3.61),End of over,
82.1,"FOUR! Ray Toole to Mitchell Santner. Back of a length, pulling, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
82.2,"Ray Toole to Mitchell Santner. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
82.3,"Ray Toole to Mitchell Santner. Full toss, flick, Played to mid on for 1 run.",One run,1
82.4,"Ray Toole to Bharat Popli. Half volley, defending, Played to silly mid off for no runs.",Dot ball,0
82.5,"Ray Toole to Bharat Popli. Yorker, defending, Played to silly mid on for no runs.",Dot ball,0
82.6,"Ray Toole to Bharat Popli. Length ball, flick, Played to short mid wicket for 1 run.",One run,1
83.0,Over 83. 6 runs. Bowler: Ray Toole. Northern Districts: 302/3(rr 3.64),End of over,
83.1,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
83.2,"Doug Bracewell to Bharat Popli. Length ball, defending, Edged to gully for no runs.",Dot ball,0
83.3,"Doug Bracewell to Bharat Popli. Back of a length, pushing, Played to silly mid on for no runs.",Dot ball,0
83.4,"Doug Bracewell to Bharat Popli. Length ball, pushing, Played to cover for no runs.",Dot ball,0
83.5,"Doug Bracewell to Bharat Popli. Half volley, driving, Played to cover for 1 run.",One run,1
83.6,"Doug Bracewell to Mitchell Santner. Length ball, pushing, Edged to mid on for no runs.",Dot ball,0
84.0,Over 84. 1 run. Bowler: Doug Bracewell. Northern Districts: 303/3(rr 3.61),End of over,
84.1,"Ray Toole to Bharat Popli. Back of a length, working, Played to short mid wicket for no runs.",Dot ball,0
84.2,"Ray Toole to Bharat Popli. Back of a length, Leave, for no runs, fielded by Cleaver.",Dot ball,0
84.3,"Ray Toole to Bharat Popli. Length ball, driving, Edged to short third man for 1 run.",One run,1
84.4,"Ray Toole to Mitchell Santner. Length ball, defending, Played to mid on for no runs.",Dot ball,0
84.5,"Ray Toole to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
84.6,"Ray Toole to Mitchell Santner. Length ball, defending, Edged for no runs, fielded by Cleaver.",Dot ball,0
85.0,Over 85. 1 run. Bowler: Ray Toole. Northern Districts: 304/3(rr 3.58),End of over,
85.1,"Doug Bracewell to Bharat Popli. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
85.2,"Doug Bracewell to Bharat Popli. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
85.3,"FOUR! Doug Bracewell to Bharat Popli. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
85.4,"Doug Bracewell to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
85.5,"Doug Bracewell to Bharat Popli. Half volley, flick, Played to fine leg for 1 run.",One run,1
85.6,"Doug Bracewell to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
86.0,Over 86. 5 runs. Bowler: Doug Bracewell. Northern Districts: 309/3(rr 3.59),End of over,
86.1,"Ray Toole to Bharat Popli. Length ball, defending, Played to gully for no runs.",Dot ball,0
86.2,"Ray Toole to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
86.3,"Ray Toole to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
86.4,"Ray Toole to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
86.5,"Ray Toole to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
86.6,"Ray Toole to Bharat Popli. Length ball, shoulders arms, for no runs, fielded by Cleaver.",Dot ball,0
87.0,Over 87. no runs. Bowler: Ray Toole. Northern Districts: 309/3(rr 3.55),End of over,
87.1,"Doug Bracewell to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
87.2,"Doug Bracewell to Mitchell Santner. Short, Leave, for no runs, fielded by Cleaver.",Dot ball,0
87.3,"Doug Bracewell to Mitchell Santner. Half volley, driving, Played to long off for 2 runs.",Two runs,2
87.4,"Doug Bracewell to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
87.5,"Doug Bracewell to Mitchell Santner. Half volley, flick, Played to deep mid wicket for 1 run.",One run,1
87.6,"Doug Bracewell to Bharat Popli. Half volley, defending, Played to silly mid off for no runs.",Dot ball,0
88.0,Over 88. 3 runs. Bowler: Doug Bracewell. Northern Districts: 310/3(rr 3.52),End of over,
88.1,"Ray Toole to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
88.2,"Ray Toole to Mitchell Santner. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
88.3,"FOUR! Ray Toole to Mitchell Santner. Back of a length, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
88.4,"FOUR! Ray Toole to Mitchell Santner. Length ball, Steer, Played past third man for 4 runs.",Four runs,4
88.5,"Ray Toole to Mitchell Santner. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
88.6,"APPEAL! Ray Toole to Mitchell Santner. Length ball, flick, hit pad to short leg for no runs, appeal made for L.B.W.",Dot ball,0
89.0,Over 89. 8 runs. Bowler: Ray Toole. Northern Districts: 320/3(rr 3.60),End of over,
89.1,"Josh Clarkson to Bharat Popli. Length ball, defending, Played to mid on for no runs.",Dot ball,0
89.2,"Josh Clarkson to Bharat Popli. Half volley, flick, Played to mid wicket for 1 run.",One run,1
89.3,"Josh Clarkson to Mitchell Santner. Length ball, driving, Played to extra cover for 1 run.",One run,1
89.4,"FOUR! Josh Clarkson to Bharat Popli. Back of a length, pulling, Hit Hard past deep square leg for 4 runs.",Four runs,4
89.5,"Josh Clarkson to Bharat Popli. Length ball, pushing, Played to deep cover for 2 runs.",Two runs,2
89.6,"Josh Clarkson to Bharat Popli. Half volley, driving, Played to mid off for no runs.",Dot ball,0
90.0,Over 90. 8 runs. Bowler: Josh Clarkson. Northern Districts: 328/3(rr 3.64),End of over,
90.1,"Brett Randell to Mitchell Santner. Half volley, driving, Played to mid off for 1 run.",One run,1
90.2,"Brett Randell to Bharat Popli. Half volley, driving, Edged to short mid wicket for no runs.",Dot ball,0
90.3,"FOUR! Brett Randell to Bharat Popli. Length ball, driving, Edged past third man for 4 runs.",Four runs,4
90.4,"Brett Randell to Bharat Popli. Length ball, flick, Played for no runs, fielded by Cleaver.",Dot ball,0
90.5,"Brett Randell to Bharat Popli. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
90.6,"OUT! Caught. Brett Randell to Bharat Popli. Length ball, pushing, Edged, caught by Cleaver.",Wicket,W
91.0,Over 91. 5 runs. Bowler: Brett Randell. Northern Districts: 333/4(rr 3.66),End of over,
91.1,"Josh Clarkson to Mitchell Santner. Length ball, Leave, for no runs, fielded by Cleaver.",Dot ball,0
91.2,"Josh Clarkson to Mitchell Santner. Length ball, pushing, Played to cover for 1 run.",One run,1
91.3,"Josh Clarkson to Tim Pringle. Half volley, flick, Played to backward square leg for 1 run.",One run,1
91.4,"Josh Clarkson to Mitchell Santner. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
91.5,"Josh Clarkson to Mitchell Santner. Full toss, defending, missed for no runs, fielded by Cleaver.",Dot ball,0
91.6,"Josh Clarkson to Mitchell Santner. Half volley, pushing, Played to extra cover for no runs.",Dot ball,0
92.0,Over 92. 2 runs. Bowler: Josh Clarkson. Northern Districts: 335/4(rr 3.64),End of over,
92.1,"Brett Randell to Tim Pringle. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
92.2,"Brett Randell to Tim Pringle. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
92.3,"Brett Randell to Tim Pringle. Length ball, defending, Played to gully for no runs.",Dot ball,0
92.4,"Brett Randell to Tim Pringle. Yorker, defending, Played to silly mid off for no runs.",Dot ball,0
92.5,"Brett Randell to Tim Pringle. Back of a length, working, Played to mid wicket for 1 run.",One run,1
92.6,"Brett Randell to Mitchell Santner. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
93.0,Over 93. 1 run. Bowler: Brett Randell. Northern Districts: 336/4(rr 3.61),End of over,
93.1,"Ajaz Patel to Tim Pringle. Length ball, flick, Played to square leg for 1 run.",One run,1
93.2,"Ajaz Patel to Mitchell Santner. Half volley, flick, hit pad to short leg for no runs.",Dot ball,0
93.3,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
93.4,"Ajaz Patel to Mitchell Santner. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
93.5,"Ajaz Patel to Mitchell Santner. Half volley, driving, Hit Hard to deep cover for 2 runs.",Two runs,2
93.6,"FOUR! Ajaz Patel to Mitchell Santner. Half volley, flick, Hit Hard in the air under control past long on for 4 runs.",Four runs,4
94.0,Over 94. 7 runs. Bowler: Ajaz Patel. Northern Districts: 343/4(rr 3.65),End of over,
94.1,"Brad Schmulian to Tim Pringle. Length ball, flick, Played to backward square leg for 2 runs.",Two runs,2
94.2,"Brad Schmulian to Tim Pringle. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
94.3,"Brad Schmulian to Tim Pringle. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
94.4,"Brad Schmulian to Tim Pringle. Length ball, flick, Played to mid wicket for no runs.",Dot ball,0
94.5,"Brad Schmulian to Tim Pringle. Length ball, pushing, Played to point for 1 run.",One run,1
94.6,"Brad Schmulian to Mitchell Santner. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
95.0,Over 95. 3 runs. Bowler: Brad Schmulian. Northern Districts: 346/4(rr 3.64),End of over,
95.1,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly point for no runs.",Dot ball,0
95.2,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
95.3,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly point for no runs.",Dot ball,0
95.4,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
95.5,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly point for no runs.",Dot ball,0
95.6,"Ajaz Patel to Tim Pringle. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
96.0,Over 96. no runs. Bowler: Ajaz Patel. Northern Districts: 346/4(rr 3.60),End of over,
