Ov,T,S,Sv
2.6,"Mitchell Perry to Daniel Hughes. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
3.0,Over 3. no runs. Bowler: Mitchell Perry. New South Wales: 1/1(rr 0.33),End of over,
3.1,"APPEAL! Fergus O'Neill to Kurtis Patterson. Length ball, defending, hit pad for no runs, appeal made for L.B.W.",Dot ball,0
3.2,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, hit pad to point for no runs.",Dot ball,0
3.3,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, Played to point for no runs.",Dot ball,0
3.4,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, Edged to gully for no runs.",Dot ball,0
3.5,"Fergus O'Neill to Kurtis Patterson. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
3.6,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
4.0,Over 4. no runs. Bowler: Fergus O'Neill. New South Wales: 1/1(rr 0.25),End of over,
4.1,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
4.2,"Mitchell Perry to Daniel Hughes. Length ball, dropped, Played to silly point for no runs.",Dot ball,0
4.3,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
4.4,"Mitchell Perry to Daniel Hughes. Length ball, defending, mis-timed to gully for no runs.",Dot ball,0
4.5,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
4.6,"Mitchell Perry to Daniel Hughes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
5.0,Over 5. no runs. Bowler: Mitchell Perry. New South Wales: 1/1(rr 0.20),End of over,
5.1,"Fergus O'Neill to Kurtis Patterson. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
5.2,"Fergus O'Neill to Kurtis Patterson. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
5.3,"Fergus O'Neill to Kurtis Patterson. Length ball, working, Edged to mid off for no runs.",Dot ball,0
5.4,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
5.5,"Fergus O'Neill to Kurtis Patterson. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
5.6,"Fergus O'Neill to Kurtis Patterson. Length ball, defending, missed for no runs, fielded by Harper.",Dot ball,0
6.0,Over 6. no runs. Bowler: Fergus O'Neill. New South Wales: 1/1(rr 0.17),End of over,
6.1,"Mitchell Perry to Daniel Hughes. Length ball, glancing, hit pad to short leg for 1 run.",Leg bye,lb
6.2,"Mitchell Perry to Kurtis Patterson. Back of a length, defending, missed for no runs, fielded by Harper.",Dot ball,0
6.3,"Mitchell Perry to Kurtis Patterson. Back of a length, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
6.4,"Mitchell Perry to Kurtis Patterson. Length ball, working, Played to mid wicket for 1 run.",One run,1
6.5,"Mitchell Perry to Daniel Hughes. Length ball, defending, missed for no runs, fielded by Harper.",Dot ball,0
6.6,"Mitchell Perry to Daniel Hughes. Length ball, Leave, hit pad to fourth slip for no runs.",Dot ball,0
7.0,Over 7. 2 runs. Bowler: Mitchell Perry. New South Wales: 3/1(rr 0.43),End of over,
7.1,"Fergus O'Neill to Kurtis Patterson. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
7.2,"Fergus O'Neill to Kurtis Patterson. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
7.3,"OUT! Caught. Fergus O'Neill to Kurtis Patterson. Length ball, defending, Edged to first slip, caught by Sutherland.",Wicket,W
7.4,"Fergus O'Neill to Moises Henriques. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
7.5,"Fergus O'Neill to Moises Henriques. Half volley, driving, Played to deep cover for 2 runs.",Two runs,2
7.6,"Fergus O'Neill to Moises Henriques. Half volley, driving, Edged to third man for 2 runs, dropped catch by Chandrasinghe.",Two runs,2
8.0,Over 8. 4 runs. Bowler: Fergus O'Neill. New South Wales: 7/2(rr 0.88),End of over,
8.1,"Mitchell Perry to Daniel Hughes. Half volley, flick, mis-timed to mid wicket for 1 run.",One run,1
8.2,"Mitchell Perry to Moises Henriques. Length ball, glancing, hit pad to gully for no runs.",Dot ball,0
8.3,"Mitchell Perry to Moises Henriques. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
8.4,"Mitchell Perry to Moises Henriques. Half volley, driving, Edged to square leg for 1 run.",One run,1
8.5,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
8.6,"Mitchell Perry to Daniel Hughes. Back of a length, defending, Played to point for no runs.",Dot ball,0
9.0,Over 9. 2 runs. Bowler: Mitchell Perry. New South Wales: 9/2(rr 1.00),End of over,
9.1,"Fergus O'Neill to Moises Henriques. Length ball, working, Played to mid wicket for 1 run.",One run,1
9.2,"Fergus O'Neill to Daniel Hughes. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
9.3,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Edged to silly point for no runs.",Dot ball,0
9.4,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Edged to short leg for no runs.",Dot ball,0
9.5,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Edged to point for no runs.",Dot ball,0
9.6,"Fergus O'Neill to Daniel Hughes. Half volley, driving, missed for no runs, fielded by Harper.",Dot ball,0
10.0,Over 10. 1 run. Bowler: Fergus O'Neill. New South Wales: 10/2(rr 1.00),End of over,
10.1,"APPEAL! Mitchell Perry to Moises Henriques. Length ball, defending, hit pad for no runs, appeal made for L.B.W.",Dot ball,0
10.2,"Mitchell Perry to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
10.3,"Mitchell Perry to Moises Henriques. Length ball, working, hit pad to short leg for no runs.",Dot ball,0
10.4,"Mitchell Perry to Moises Henriques. Half volley, driving, Played to deep cover for 3 runs.",Three runs,3
10.5,"Mitchell Perry to Daniel Hughes. Short, Leave, for no runs, fielded by Harper.",Dot ball,0
10.6,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
11.0,Over 11. 3 runs. Bowler: Mitchell Perry. New South Wales: 13/2(rr 1.18),End of over,
11.1,"Fergus O'Neill to Moises Henriques. Length ball, working, hit body to silly point for no runs.",Dot ball,0
11.2,"Fergus O'Neill to Moises Henriques. Length ball, glancing, hit pad to short leg for no runs.",Dot ball,0
11.3,"Fergus O'Neill to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
11.4,"Fergus O'Neill to Moises Henriques. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
11.5,"Fergus O'Neill to Moises Henriques. Length ball, defending, hit pad to silly point for no runs.",Dot ball,0
11.6,"Fergus O'Neill to Moises Henriques. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
12.0,Over 12. no runs. Bowler: Fergus O'Neill. New South Wales: 13/2(rr 1.08),End of over,
12.1,"Will Sutherland to Daniel Hughes. Length ball, working, Played to mid on for no runs.",Dot ball,0
12.2,"Will Sutherland to Daniel Hughes. Length ball, glancing, hit pad to gully for no runs.",Dot ball,0
12.3,"Will Sutherland to Daniel Hughes. Half volley, Leave, for no runs, fielded by Harper.",Dot ball,0
12.4,"FOUR! Will Sutherland to Daniel Hughes. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
12.5,"Will Sutherland to Daniel Hughes. Half volley, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
12.6,"Will Sutherland to Daniel Hughes. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
13.0,Over 13. 4 runs. Bowler: Will Sutherland. New South Wales: 17/2(rr 1.31),End of over,
13.1,"Fergus O'Neill to Moises Henriques. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
13.2,"Fergus O'Neill to Moises Henriques. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
13.3,"Fergus O'Neill to Moises Henriques. Length ball, defending, hit pad to first slip for no runs.",Dot ball,0
13.4,"Fergus O'Neill to Moises Henriques. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
13.5,"Fergus O'Neill to Moises Henriques. Half volley, flick, Played to deep backward square leg for 1 run.",One run,1
13.6,"Fergus O'Neill to Daniel Hughes. Half volley, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
14.0,Over 14. 1 run. Bowler: Fergus O'Neill. New South Wales: 18/2(rr 1.29),End of over,
14.1,"Will Sutherland to Moises Henriques. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
14.2,"Will Sutherland to Moises Henriques. Length ball, glancing, hit pad to square leg for no runs.",Dot ball,0
14.3,"Will Sutherland to Moises Henriques. Length ball, glancing, hit pad to leg gully for 1 run.",Leg bye,lb
14.4,"Will Sutherland to Daniel Hughes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
14.5,"FOUR! Will Sutherland to Daniel Hughes. Half volley, driving, Hit Hard past long on for 4 runs.",Four runs,4
14.6,"Will Sutherland to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
15.0,Over 15. 5 runs. Bowler: Will Sutherland. New South Wales: 23/2(rr 1.53),End of over,
15.1,"Fergus O'Neill to Moises Henriques. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
15.2,"Fergus O'Neill to Moises Henriques. Length ball, flick, Played to backward square leg for 2 runs.",Two runs,2
15.3,"Fergus O'Neill to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
15.4,"Fergus O'Neill to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
15.5,"Fergus O'Neill to Moises Henriques. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
15.6,"Fergus O'Neill to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
16.0,Over 16. 2 runs. Bowler: Fergus O'Neill. New South Wales: 25/2(rr 1.56),End of over,
16.1,"Will Sutherland to Daniel Hughes. Half volley, driving, missed for no runs, fielded by Harper.",Dot ball,0
16.2,"Will Sutherland to Daniel Hughes. Half volley, driving, mis-timed to mid on for no runs.",Dot ball,0
16.3,"Will Sutherland to Daniel Hughes. Back of a length, Leave, for no runs, fielded by Harper.",Dot ball,0
16.4,"Will Sutherland to Daniel Hughes. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
16.5,"Will Sutherland to Daniel Hughes. Half volley, driving, mis-timed to mid off for no runs.",Dot ball,0
16.6,"Will Sutherland to Daniel Hughes. Length ball, defending, Played to mid off for no runs.",Dot ball,0
17.0,Over 17. no runs. Bowler: Will Sutherland. New South Wales: 25/2(rr 1.47),End of over,
17.1,"FOUR! Cameron McClure to Moises Henriques. Back of a length, cutting, Hit Hard in the air under control past third man for 4 runs.",Four runs,4
17.2,"Cameron McClure to Moises Henriques. Length ball, cutting, mis-timed to mid off for no runs.",Dot ball,0
17.3,"Cameron McClure to Moises Henriques. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
17.4,"Cameron McClure to Moises Henriques. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
17.5,"Cameron McClure to Moises Henriques. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
17.6,"Cameron McClure to Moises Henriques. Half volley, Leave, for no runs, fielded by Harper.",Dot ball,0
18.0,Over 18. 4 runs. Bowler: Cameron McClure. New South Wales: 29/2(rr 1.61),End of over,
18.1,"Will Sutherland to Daniel Hughes. Half volley, driving, Played to mid off for no runs.",Dot ball,0
18.2,"Will Sutherland to Daniel Hughes. Half volley, flick, Hit Hard to mid on for no runs.",Dot ball,0
18.3,"Will Sutherland to Daniel Hughes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
18.4,"Will Sutherland to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
18.5,"Will Sutherland to Daniel Hughes. Back of a length, cutting, missed for no runs, fielded by Harper.",Dot ball,0
18.6,"Will Sutherland to Daniel Hughes. Length ball, driving, Played to mid off for no runs.",Dot ball,0
19.0,Over 19. no runs. Bowler: Will Sutherland. New South Wales: 29/2(rr 1.53),End of over,
19.1,"Cameron McClure to Moises Henriques. Length ball, defending, Edged to fine leg for 1 run.",One run,1
19.2,"Cameron McClure to Daniel Hughes. Back of a length, Leave, for no runs, fielded by Harper.",Dot ball,0
19.3,"Cameron McClure to Daniel Hughes. Length ball, defending, Edged to fourth slip for no runs.",Dot ball,0
19.4,"Cameron McClure to Daniel Hughes. Length ball, defending, Played to short leg for no runs.",Dot ball,0
19.5,"Cameron McClure to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
19.6,"Cameron McClure to Daniel Hughes. Length ball, defending, missed for no runs, fielded by Harper.",Dot ball,0
20.0,Over 20. 1 run. Bowler: Cameron McClure. New South Wales: 30/2(rr 1.50),End of over,
20.1,"FOUR! Will Sutherland to Moises Henriques. Half volley, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
20.2,"Will Sutherland to Moises Henriques. Half volley, flick, Played to mid on for no runs.",Dot ball,0
20.3,"Will Sutherland to Moises Henriques. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
20.4,"Will Sutherland to Moises Henriques. Length ball, defending, Played to backward point for no runs.",Dot ball,0
20.5,"Will Sutherland to Moises Henriques. Length ball, flick, mis-timed to mid wicket for 1 run.",One run,1
20.6,"Will Sutherland to Daniel Hughes. Half volley, driving, hit pad to third slip for no runs.",Dot ball,0
21.0,Over 21. 5 runs. Bowler: Will Sutherland. New South Wales: 35/2(rr 1.67),End of over,
21.1,"Cameron McClure to Moises Henriques. Back of a length, working, Played to square leg for 1 run.",One run,1
21.2,"Cameron McClure to Daniel Hughes. Length ball, defending, Played to point for no runs.",Dot ball,0
21.3,"Cameron McClure to Daniel Hughes. Back of a length, defending, Played to point for no runs.",Dot ball,0
21.4,"Cameron McClure to Daniel Hughes. Length ball, glancing, hit pad to gully for no runs.",Dot ball,0
21.5,"Cameron McClure to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
21.6,"Cameron McClure to Daniel Hughes. Half volley, flick, hit pad to second slip for no runs.",Dot ball,0
22.0,Over 22. 1 run. Bowler: Cameron McClure. New South Wales: 36/2(rr 1.64),End of over,
22.1,"Will Sutherland to Moises Henriques. Half volley, driving, missed for no runs, fielded by Harper.",Dot ball,0
22.2,"Will Sutherland to Moises Henriques. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
22.3,"Will Sutherland to Moises Henriques. Length ball, driving, Played to mid off for no runs.",Dot ball,0
22.4,"Will Sutherland to Moises Henriques. Length ball, working, Edged to mid off for no runs.",Dot ball,0
22.5,"Will Sutherland to Moises Henriques. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
22.6,"Will Sutherland to Moises Henriques. Length ball, driving, Played to long off for 3 runs.",Three runs,3
23.0,Over 23. 3 runs. Bowler: Will Sutherland. New South Wales: 39/2(rr 1.70),End of over,
23.1,"Cameron McClure to Moises Henriques. Length ball, defending, Played to mid on for no runs.",Dot ball,0
23.2,"Cameron McClure to Moises Henriques. Back of a length, pulling, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
23.3,"Cameron McClure to Moises Henriques. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
23.4,"Cameron McClure to Moises Henriques. Length ball, defending, Played to point for no runs.",Dot ball,0
23.5,"Cameron McClure to Moises Henriques. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
23.6,"Cameron McClure to Moises Henriques. Back of a length, pulling, Hit Hard to deep mid wicket for 3 runs.",Three runs,3
24.0,Over 24. 3 runs. Bowler: Cameron McClure. New South Wales: 42/2(rr 1.75),End of over,
24.1,"Mitchell Perry to Moises Henriques. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
24.2,"Mitchell Perry to Moises Henriques. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Harper.",Dot ball,0
24.3,"Mitchell Perry to Moises Henriques. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
24.4,"Mitchell Perry to Moises Henriques. Back of a length, working, Played to mid wicket for no runs.",Dot ball,0
24.5,"Mitchell Perry to Moises Henriques. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
24.6,"Mitchell Perry to Moises Henriques. Length ball, driving, Played to mid off for no runs.",Dot ball,0
25.0,Over 25. no runs. Bowler: Mitchell Perry. New South Wales: 42/2(rr 1.68),End of over,
25.1,"Cameron McClure to Daniel Hughes. Length ball, glancing, Played to fine leg for 1 run.",One run,1
25.2,"OUT! Caught. Cameron McClure to Moises Henriques. Back of a length, glancing, Edged, caught by Harper.",Wicket,W
25.3,"Cameron McClure to Oliver Davies. Back of a length, defending, missed for no runs, fielded by Harper.",Dot ball,0
25.4,"Cameron McClure to Oliver Davies. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
25.5,"Cameron McClure to Oliver Davies. Back of a length, Leave, for no runs, fielded by Harper.",Dot ball,0
25.6,"Cameron McClure to Oliver Davies. Length ball, driving, Played to deep cover for 2 runs.",Two runs,2
26.0,Over 26. 3 runs. Bowler: Cameron McClure. New South Wales: 45/3(rr 1.73),End of over,
26.1,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to mid off for no runs.",Dot ball,0
26.2,"Mitchell Perry to Daniel Hughes. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
26.3,"Mitchell Perry to Daniel Hughes. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
26.4,"Mitchell Perry to Daniel Hughes. Short, pulling, missed for no runs, fielded by Harper.",Dot ball,0
26.5,"Mitchell Perry to Daniel Hughes. Short, cutting, mis-timed to extra cover for 1 run.",One run,1
26.6,"Mitchell Perry to Oliver Davies. Length ball, defending, Played to silly point for no runs.",Dot ball,0
27.0,Over 27. 1 run. Bowler: Mitchell Perry. New South Wales: 46/3(rr 1.70),End of over,
27.1,"Cameron McClure to Daniel Hughes. Back of a length, dropped, Played to short extra cover for 1 run.",One run,1
27.2,"Cameron McClure to Oliver Davies. Back of a length, defending, Played to extra cover for no runs.",Dot ball,0
27.3,"Cameron McClure to Oliver Davies. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
27.4,"FOUR! Cameron McClure to Oliver Davies. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
27.5,"Cameron McClure to Oliver Davies. Half volley, driving, mis-timed to mid on for no runs.",Dot ball,0
27.6,"Cameron McClure to Oliver Davies. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
28.0,Over 28. 5 runs. Bowler: Cameron McClure. New South Wales: 51/3(rr 1.82),End of over,
28.1,"APPEAL! Mitchell Perry to Daniel Hughes. Length ball, flick, hit pad for no runs, appeal made for L.B.W.",Dot ball,0
28.2,"Mitchell Perry to Daniel Hughes. Length ball, glancing, Played to fine leg for 1 run.",One run,1
28.3,"Mitchell Perry to Oliver Davies. Length ball, glancing, Played to fine leg for 2 runs.",Two runs,2
28.4,"Mitchell Perry to Oliver Davies. Back of a length, cutting, Played to deep point for 2 runs.",Two runs,2
28.5,"Mitchell Perry to Oliver Davies. Short, defending, Played to point for no runs.",Dot ball,0
28.6,"Mitchell Perry to Oliver Davies. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
29.0,Over 29. 5 runs. Bowler: Mitchell Perry. New South Wales: 56/3(rr 1.93),End of over,
29.1,"Fergus O'Neill to Daniel Hughes. Half volley, driving, Played to mid off for no runs.",Dot ball,0
29.2,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Edged to third man for 2 runs.",Two runs,2
29.3,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
29.4,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
29.5,"Fergus O'Neill to Daniel Hughes. Length ball, flick, Played to mid on for no runs.",Dot ball,0
29.6,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
30.0,Over 30. 2 runs. Bowler: Fergus O'Neill. New South Wales: 58/3(rr 1.93),End of over,
30.1,"Will Sutherland to Oliver Davies. Length ball, defending, missed for no runs, fielded by Harper.",Dot ball,0
30.2,"Will Sutherland to Oliver Davies. Length ball, Leave, for no runs, fielded by Harper.",Dot ball,0
30.3,"Will Sutherland to Oliver Davies. Length ball, driving, mis-timed to square leg for no runs.",Dot ball,0
30.4,"Will Sutherland to Oliver Davies. Length ball, defending, missed for no runs, fielded by Harper.",Dot ball,0
30.5,"Will Sutherland to Oliver Davies. Length ball, driving, mis-timed back to bowler for no runs.",Dot ball,0
30.6,"FOUR! Will Sutherland to Oliver Davies. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
31.0,Over 31. 4 runs. Bowler: Will Sutherland. New South Wales: 62/3(rr 2.00),End of over,
31.1,"Fergus O'Neill to Daniel Hughes. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
31.2,"Fergus O'Neill to Daniel Hughes. Length ball, flick, mis-timed to deep backward square leg for 2 runs.",Two runs,2
31.3,"FOUR! Fergus O'Neill to Daniel Hughes. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
31.4,"Fergus O'Neill to Daniel Hughes. Back of a length, working, Played to mid wicket for no runs.",Dot ball,0
31.5,"Fergus O'Neill to Matthew Gilkes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
31.6,"Fergus O'Neill to Matthew Gilkes. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
32.0,Over 32. 6 runs. Bowler: Fergus O'Neill. New South Wales: 68/3(rr 2.12),End of over,
32.1,"Will Sutherland to Oliver Davies. Back of a length, working, Played to square leg for no runs.",Dot ball,0
32.2,"FOUR! Will Sutherland to Oliver Davies. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
32.3,"Will Sutherland to Oliver Davies. Length ball, working, Played to backward square leg for 2 runs.",Two runs,2
32.4,"Will Sutherland to Oliver Davies. Back of a length, defending, missed for no runs, fielded by Harper.",Dot ball,0
32.5,"Will Sutherland to Oliver Davies. Length ball, working, Played to square leg for 1 run.",One run,1
32.6,"Will Sutherland to Matthew Gilkes. Yorker, defending, Played back to bowler for no runs.",Dot ball,0
33.0,Over 33. 7 runs. Bowler: Will Sutherland. New South Wales: 75/3(rr 2.27),End of over,
33.1,"Fergus O'Neill to Oliver Davies. Back of a length, cutting, Played to mid off for no runs.",Dot ball,0
33.2,"Fergus O'Neill to Oliver Davies. Back of a length, pushing, Played to extra cover for 1 run.",One run,1
33.3,"Fergus O'Neill to Matthew Gilkes. Back of a length, working, Played to mid wicket for no runs.",Dot ball,0
33.4,"Fergus O'Neill to Matthew Gilkes. Length ball, defending, Played to mid on for no runs.",Dot ball,0
33.5,"Fergus O'Neill to Matthew Gilkes. Length ball, pushing, Played to point for no runs.",Dot ball,0
33.6,"Fergus O'Neill to Matthew Gilkes. Length ball, working, Played to mid wicket for 1 run.",One run,1
34.0,Over 34. 2 runs. Bowler: Fergus O'Neill. New South Wales: 77/3(rr 2.26),End of over,
34.1,"Will Sutherland to Matthew Gilkes. Half volley, flick, Played to deep backward square leg for 2 runs.",Two runs,2
34.2,"Will Sutherland to Matthew Gilkes. Length ball, glancing, Played to fine leg for 1 run.",One run,1
34.3,"Will Sutherland to Oliver Davies. Length ball, working, Played to deep square leg for 1 run.",One run,1
34.4,"Will Sutherland to Matthew Gilkes. Half volley, Leave, for no runs, fielded by Harper.",Dot ball,0
34.5,"Will Sutherland to Matthew Gilkes. Length ball, flick, Played to fine leg for 1 run.",One run,1
34.6,"Will Sutherland to Oliver Davies. Half volley, flick, Hit Hard to deep square leg for 1 run.",One run,1
35.0,Over 35. 6 runs. Bowler: Will Sutherland. New South Wales: 83/3(rr 2.37),End of over,
35.1,"Fergus O'Neill to Oliver Davies. Back of a length, cutting, Hit Hard to point for no runs.",Dot ball,0
35.2,"Fergus O'Neill to Oliver Davies. Length ball, driving, mis-timed back to bowler for no runs.",Dot ball,0
35.3,"Fergus O'Neill to Oliver Davies. Back of a length, Late Cut, Hit Hard to deep backward point for 3 runs.",Three runs,3
35.4,"Fergus O'Neill to Matthew Gilkes. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
35.5,"Fergus O'Neill to Matthew Gilkes. Length ball, working, mis-timed to mid off for no runs.",Dot ball,0
35.6,"Fergus O'Neill to Matthew Gilkes. Back of a length, working, Played to mid wicket for 1 run.",One run,1
36.0,Over 36. 4 runs. Bowler: Fergus O'Neill. New South Wales: 87/3(rr 2.42),End of over,
36.1,"Will Sutherland to Matthew Gilkes. Half volley, driving, Played to mid on for no runs.",Dot ball,0
36.2,"Will Sutherland to Matthew Gilkes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
36.3,"Will Sutherland to Matthew Gilkes. Length ball, glancing, Played to fine leg for 1 run.",One run,1
36.4,"Will Sutherland to Oliver Davies. Length ball, working, Played to mid wicket for 1 run.",One run,1
36.5,"Will Sutherland to Matthew Gilkes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
36.6,"Will Sutherland to Matthew Gilkes. Length ball, shoulders arms, for no runs, fielded by Harper.",Dot ball,0
