Ov,T,S,Sv
73.3,"Juan James to Grant Roelofsen. Back of a length, pulling, mis-timed to mid on for no runs, fielded by Senokwane.",Dot ball,0
73.4,"Juan James to Grant Roelofsen. Length ball, Leave, for no runs, fielded by Cotani.",Dot ball,0
73.5,"Juan James to Grant Roelofsen. Length ball, driving, Played to mid off for no runs, fielded by Britz.",Dot ball,0
73.6,"Juan James to Grant Roelofsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
74.0,Over 74. no runs. Bowler: Juan James. Dolphins: 195/4(rr 2.64),End of over,
74.1,"Eldred Hawken to Jason Smith. Length ball, driving, Played to extra cover for no runs, fielded by Senokwane.",Dot ball,0
74.2,"Eldred Hawken to Jason Smith. Length ball, Steer, Played to short third man for 1 run.",One run,1
74.3,"Eldred Hawken to Grant Roelofsen. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
74.4,"Eldred Hawken to Grant Roelofsen. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
74.5,"OUT! Caught. Eldred Hawken to Grant Roelofsen. Length ball, driving, Edged in the air uncontrolled, caught by Cotani.",Wicket,W
74.6,"Eldred Hawken to Andile Phehlukwayo. Length ball, driving, Played to mid on for 1 run, fielded by Senokwane.",One run,1
75.0,Over 75. 2 runs. Bowler: Eldred Hawken. Dolphins: 197/5(rr 2.63),End of over,
75.1,"Juan James to Andile Phehlukwayo. Length ball, cutting, mis-timed to extra cover for no runs, fielded by Hawken.",Dot ball,0
75.2,"Juan James to Andile Phehlukwayo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
75.3,"Juan James to Andile Phehlukwayo. Half volley, driving, Hit Hard to extra cover for no runs, fielded by Hawken.",Dot ball,0
75.4,"Juan James to Andile Phehlukwayo. Length ball, defending, mis-timed to third slip for no runs.",Dot ball,0
75.5,"FOUR! Juan James to Andile Phehlukwayo. Length ball, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
75.6,"Juan James to Andile Phehlukwayo. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
76.0,Over 76. 4 runs. Bowler: Juan James. Dolphins: 201/5(rr 2.64),End of over,
76.1,"Eldred Hawken to Jason Smith. Length ball, driving, Played to cover for no runs, fielded by Senokwane.",Dot ball,0
76.2,"Eldred Hawken to Jason Smith. Length ball, defending, mis-timed to point for no runs.",Dot ball,0
76.3,"Eldred Hawken to Jason Smith. Length ball, defending, Played to cover for no runs, fielded by Senokwane.",Dot ball,0
76.4,"Eldred Hawken to Jason Smith. Length ball, pushing, Played to cover for no runs, fielded by Senokwane.",Dot ball,0
76.5,"Eldred Hawken to Jason Smith. Length ball, dropped, Played to backward point for no runs, fielded by Senokwane.",Dot ball,0
76.6,"Eldred Hawken to Jason Smith. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
77.0,Over 77. no runs. Bowler: Eldred Hawken. Dolphins: 201/5(rr 2.61),End of over,
77.1,"JP King to Andile Phehlukwayo. Length ball, driving, Played to extra cover for 1 run, fielded by Senokwane.",One run,1
77.2,"JP King to Jason Smith. Length ball, driving, mis-timed to mid off for no runs.",Dot ball,0
77.3,"JP King to Jason Smith. Length ball, defending, Played to silly point for no runs.",Dot ball,0
77.4,"JP King to Jason Smith. Length ball, defending, Played to short mid wicket for no runs, fielded by Mokoena.",Dot ball,0
77.5,"JP King to Jason Smith. Length ball, glancing, Played to mid wicket for no runs.",Dot ball,0
77.6,"JP King to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
78.0,Over 78. 1 run. Bowler: JP King. Dolphins: 202/5(rr 2.59),End of over,
78.1,"Eldred Hawken to Andile Phehlukwayo. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
78.2,"Eldred Hawken to Andile Phehlukwayo. Length ball, driving, Edged to gully for no runs.",Dot ball,0
78.3,"Eldred Hawken to Andile Phehlukwayo. Length ball, defending, Hit Hard to mid off for no runs, fielded by Jansen.",Dot ball,0
78.4,"Eldred Hawken to Andile Phehlukwayo. Back of a length, defending, Edged to third man for 2 runs, fielded by James.",Two runs,2
78.5,"Eldred Hawken to Andile Phehlukwayo. Length ball, driving, Played to extra cover for no runs, fielded by Senokwane.",Dot ball,0
78.6,"Eldred Hawken to Andile Phehlukwayo. Length ball, defending, Played to mid off for no runs, fielded by Jansen.",Dot ball,0
79.0,Over 79. 2 runs. Bowler: Eldred Hawken. Dolphins: 204/5(rr 2.58),End of over,
79.1,"JP King to Jason Smith. Length ball, defending, mis-timed to leg gully for no runs.",Dot ball,0
79.2,"JP King to Jason Smith. Length ball, driving, Played to mid off for no runs, fielded by Britz.",Dot ball,0
79.3,"JP King to Jason Smith. Length ball, driving, Played to mid on for 1 run, fielded by Senokwane.",One run,1
79.4,"JP King to Andile Phehlukwayo. Length ball, shoulders arms, for no runs, fielded by Cotani.",Dot ball,0
79.5,"JP King to Andile Phehlukwayo. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
79.6,"JP King to Andile Phehlukwayo. Length ball, driving, Played to mid off for no runs, fielded by Senokwane.",Dot ball,0
80.0,Over 80. 1 run. Bowler: JP King. Dolphins: 205/5(rr 2.56),End of over,
80.1,"Eldred Hawken to Jason Smith. Length ball, driving, Played to short extra cover for no runs, fielded by Senokwane.",Dot ball,0
80.2,"Eldred Hawken to Jason Smith. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
80.3,"Eldred Hawken to Jason Smith. Length ball, cutting, Edged to third slip for no runs.",Dot ball,0
80.4,"Eldred Hawken to Jason Smith. Back of a length, dropped, Played to point for 1 run.",One run,1
80.5,"Eldred Hawken to Andile Phehlukwayo. Length ball, driving, Hit Hard to mid off for no runs, fielded by Jansen.",Dot ball,0
81.0,Over 81. 1 run. Bowler: Eldred Hawken. Dolphins: 206/5(rr 2.54),,
