Ov,T,S,Sv
74.4,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
74.5,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
74.6,"Iain McPeake to Sean Solia. Length ball, driving, Played to silly mid on for no runs.",Dot ball,0
75.0,Over 75. 1 run. Bowler: Iain McPeake. Auckland Aces: 241/1(rr 3.21),End of over,
75.1,"Luke Georgeson to Mark Chapman. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
75.2,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
75.3,"Luke Georgeson to Mark Chapman. Length ball, driving, Played to deep cover for 1 run.",One run,1
75.4,"Luke Georgeson to Sean Solia. Length ball, cutting, Played to deep cover for 1 run.",One run,1
75.5,"Luke Georgeson to Mark Chapman. Length ball, Slog, mis-timed to deep extra cover for 1 run.",One run,1
75.6,"Luke Georgeson to Sean Solia. Back of a length, pushing, Edged to fine leg for 1 run.",One run,1
76.0,Over 76. 4 runs. Bowler: Luke Georgeson. Auckland Aces: 245/1(rr 3.22),End of over,
76.1,"Iain McPeake to Sean Solia. Length ball, driving, Played to deep cover for 1 run.",One run,1
76.2,"Iain McPeake to Mark Chapman. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
76.3,"Iain McPeake to Mark Chapman. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
76.4,"Iain McPeake to Mark Chapman. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
76.5,"Iain McPeake to Mark Chapman. Length ball, cutting, Hit Hard to extra cover for no runs.",Dot ball,0
76.6,"Iain McPeake to Mark Chapman. Length ball, driving, Played to extra cover for 1 run.",One run,1
77.0,Over 77. 2 runs. Bowler: Iain McPeake. Auckland Aces: 247/1(rr 3.21),End of over,
77.1,"Luke Georgeson to Mark Chapman. Length ball, driving, mis-timed to silly mid off for no runs.",Dot ball,0
77.2,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
77.3,"Luke Georgeson to Mark Chapman. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
77.4,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
77.5,"Luke Georgeson to Mark Chapman. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
77.6,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
78.0,Over 78. no runs. Bowler: Luke Georgeson. Auckland Aces: 247/1(rr 3.17),End of over,
78.1,"Iain McPeake to Sean Solia. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
78.2,"Iain McPeake to Sean Solia. Length ball, Steer, Played to point for no runs.",Dot ball,0
78.3,"Iain McPeake to Sean Solia. Length ball, defending, Played to cover for no runs.",Dot ball,0
78.4,"Iain McPeake to Sean Solia. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
78.5,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
78.6,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
79.0,Over 79. no runs. Bowler: Iain McPeake. Auckland Aces: 247/1(rr 3.13),End of over,
79.1,"Luke Georgeson to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
79.2,"Luke Georgeson to Mark Chapman. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
79.3,"Luke Georgeson to Mark Chapman. Back of a length, defending, mis-timed to short leg for no runs.",Dot ball,0
79.4,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
79.5,"Luke Georgeson to Mark Chapman. Length ball, pushing, Edged to silly mid off for no runs.",Dot ball,0
79.6,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
80.0,Over 80. no runs. Bowler: Luke Georgeson. Auckland Aces: 247/1(rr 3.09),End of over,
80.1,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
80.2,"Iain McPeake to Sean Solia. Length ball, defending, Played to cover for no runs.",Dot ball,0
80.3,"Iain McPeake to Sean Solia. Length ball, defending, Played to point for no runs.",Dot ball,0
80.4,"FOUR! Iain McPeake to Sean Solia. Length ball, flick, Played past fine leg for 4 runs.",Four runs,4
80.5,"Iain McPeake to Sean Solia. Back of a length, defending, Played to point for no runs.",Dot ball,0
80.6,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
81.0,Over 81. 4 runs. Bowler: Iain McPeake. Auckland Aces: 251/1(rr 3.10),End of over,
81.1,"Luke Georgeson to Mark Chapman. Half volley, driving, Played to short extra cover for no runs.",Dot ball,0
81.2,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
81.3,"Luke Georgeson to Mark Chapman. Length ball, driving, Played to silly mid off for no runs.",Dot ball,0
81.4,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
81.5,"Luke Georgeson to Mark Chapman. Half volley, driving, Hit Hard to silly mid off for no runs.",Dot ball,0
81.6,"Luke Georgeson to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
82.0,Over 82. no runs. Bowler: Luke Georgeson. Auckland Aces: 251/1(rr 3.06),End of over,
82.1,"Iain McPeake to Sean Solia. Length ball, defending, Hit Hard to short extra cover for no runs.",Dot ball,0
82.2,"FOUR! Iain McPeake to Sean Solia. Half volley, driving, Hit Hard past long on for 4 runs.",Four runs,4
82.3,"Iain McPeake to Sean Solia. Length ball, defending, mis-timed back to bowler for no runs.",Dot ball,0
82.4,"Iain McPeake to Sean Solia. Back of a length, defending, Played to cover for no runs.",Dot ball,0
82.5,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
82.6,"Iain McPeake to Sean Solia. Back of a length, driving, Played to deep extra cover for 1 run.",One run,1
83.0,Over 83. 5 runs. Bowler: Iain McPeake. Auckland Aces: 256/1(rr 3.08),End of over,
83.1,"Rachin Ravindra to Sean Solia. Length ball, driving, Hit Hard to long off for 2 runs.",Two runs,2
83.2,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
83.3,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
83.4,"FOUR! Rachin Ravindra to Sean Solia. Length ball, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
83.5,"Rachin Ravindra to Sean Solia. Half volley, defending, Played to mid off for no runs.",Dot ball,0
83.6,"Rachin Ravindra to Sean Solia. Length ball, cutting, Played to deep point for 2 runs.",Two runs,2
84.0,Over 84. 8 runs. Bowler: Rachin Ravindra. Auckland Aces: 264/1(rr 3.14),End of over,
84.1,"Michael Snedden to Mark Chapman. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
84.2,"Michael Snedden to Mark Chapman. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
84.3,"Michael Snedden to Mark Chapman. Half volley, driving, Played to silly mid off for no runs.",Dot ball,0
84.4,"Michael Snedden to Mark Chapman. Half volley, driving, Played to mid off for 1 run.",One run,1
84.5,"Michael Snedden to Sean Solia. Back of a length, cutting, mis-timed for no runs, fielded by McLachlan.",Dot ball,0
84.6,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
85.0,Over 85. 1 run. Bowler: Michael Snedden. Auckland Aces: 265/1(rr 3.12),End of over,
85.1,"Rachin Ravindra to Mark Chapman. Half volley, driving, Played to mid off for no runs.",Dot ball,0
85.2,"Rachin Ravindra to Mark Chapman. Length ball, cutting, Played to deep extra cover for 1 run.",One run,1
85.3,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
85.4,"Rachin Ravindra to Sean Solia. Length ball, driving, Edged to short mid wicket for no runs.",Dot ball,0
85.5,"Rachin Ravindra to Sean Solia. Length ball, driving, Played to deep extra cover for 1 run.",One run,1
85.6,"Rachin Ravindra to Mark Chapman. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
86.0,Over 86. 2 runs. Bowler: Rachin Ravindra. Auckland Aces: 267/1(rr 3.10),End of over,
86.1,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
86.2,"Michael Snedden to Sean Solia. Half volley, driving, Played to mid off for no runs.",Dot ball,0
86.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
86.4,"Michael Snedden to Sean Solia. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
86.5,"FOUR! Michael Snedden to Sean Solia. Length ball, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
86.6,"Michael Snedden to Sean Solia. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
87.0,Over 87. 4 runs. Bowler: Michael Snedden. Auckland Aces: 271/1(rr 3.11),End of over,
87.1,"Rachin Ravindra to Mark Chapman. Half volley, driving, Hit Hard to deep extra cover for 1 run.",One run,1
87.2,"Rachin Ravindra to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
87.3,"Rachin Ravindra to Sean Solia. Length ball, pushing, Played to silly mid off for no runs.",Dot ball,0
87.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
87.5,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
87.6,"Rachin Ravindra to Sean Solia. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
88.0,Over 88. 1 run. Bowler: Rachin Ravindra. Auckland Aces: 272/1(rr 3.09),End of over,
88.1,"Michael Snedden to Mark Chapman. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
88.2,"Michael Snedden to Mark Chapman. Length ball, defending, mis-timed to mid on for no runs.",Dot ball,0
88.3,"Michael Snedden to Mark Chapman. Length ball, cutting, Played to deep extra cover for 1 run.",One run,1
88.4,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
88.5,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
88.6,"Michael Snedden to Sean Solia. Length ball, driving, Hit Hard to extra cover for no runs.",Dot ball,0
89.0,Over 89. 3 runs. Bowler: Michael Snedden. Auckland Aces: 275/1(rr 3.09),End of over,
89.1,"Rachin Ravindra to Mark Chapman. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
89.2,"Rachin Ravindra to Mark Chapman. Half volley, driving, Edged to third man for 3 runs.",Three runs,3
89.3,"Rachin Ravindra to Sean Solia. Length ball, flick, Played to leg gully for 1 run.",One run,1
89.4,"Rachin Ravindra to Mark Chapman. Length ball, driving, Played to deep extra cover for 1 run.",One run,1
89.5,"Rachin Ravindra to Sean Solia. Yorker, pushing, Played to mid off for no runs.",Dot ball,0
89.6,"Rachin Ravindra to Sean Solia. Yorker, driving, Played to mid off for no runs.",Dot ball,0
90.0,Over 90. 5 runs. Bowler: Rachin Ravindra. Auckland Aces: 280/1(rr 3.11),End of over,
90.1,"Logan van Beek to Mark Chapman. Short, pulling, hit body to short leg for no runs.",Dot ball,0
90.2,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
90.3,"Logan van Beek to Mark Chapman. Length ball, pulling, Played to fine leg for 1 run.",One run,1
90.4,"Logan van Beek to Sean Solia. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
90.5,"Logan van Beek to Sean Solia. Back of a length, flick, mis-timed to short leg for no runs.",Dot ball,0
90.6,"Logan van Beek to Sean Solia. Back of a length, pulling, Hit Hard to fine leg for 1 run.",One run,1
91.0,Over 91. 2 runs. Bowler: Logan van Beek. Auckland Aces: 282/1(rr 3.10),End of over,
91.1,"Rachin Ravindra to Sean Solia. Length ball, flick, Played to short fine leg for 1 run.",One run,1
91.2,"Rachin Ravindra to Mark Chapman. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
91.3,"Rachin Ravindra to Mark Chapman. Length ball, pushing, Played to long off for 1 run.",One run,1
91.4,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
91.5,"Rachin Ravindra to Sean Solia. Length ball, flick, Played to leg gully for 1 run.",One run,1
91.6,"SIX! Rachin Ravindra to Mark Chapman. Half volley, Slog, Hit Hard in the air under control over deep mid wicket for 6 runs.",Six runs,6
92.0,Over 92. 9 runs. Bowler: Rachin Ravindra. Auckland Aces: 291/1(rr 3.16),End of over,
92.1,"Logan van Beek to Sean Solia. Short, pulling, Hit Hard to fine leg for 1 run.",One run,1
92.2,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
92.3,"Logan van Beek to Mark Chapman. Back of a length, pulling, Hit Hard to deep backward square leg for 2 runs.",Two runs,2
92.4,"Wide Logan van Beek to Mark Chapman. Short, pulling, Played for 2 runs.",Wide,wd
92.4,"Logan van Beek to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
92.5,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
92.6,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
93.0,Over 93. 5 runs. Bowler: Logan van Beek. Auckland Aces: 296/1(rr 3.18),End of over,
93.1,"Rachin Ravindra to Mark Chapman. Length ball, defending, Played to short leg for no runs.",Dot ball,0
93.2,"Rachin Ravindra to Mark Chapman. Length ball, defending, Played to silly point for no runs.",Dot ball,0
93.3,"Rachin Ravindra to Mark Chapman. Length ball, Leave, to silly mid off for no runs.",Dot ball,0
93.4,"Rachin Ravindra to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
93.5,"Rachin Ravindra to Mark Chapman. Length ball, working, Hit Hard to short fine leg for 1 run.",One run,1
93.6,"Rachin Ravindra to Sean Solia. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
94.0,Over 94. 1 run. Bowler: Rachin Ravindra. Auckland Aces: 296/1(rr 3.15),End of over,
94.1,"Logan van Beek to Mark Chapman. Length ball, pulling, Played to square leg for 1 run.",One run,1
94.2,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
94.3,"Logan van Beek to Sean Solia. Short, pulling, Played to fine leg for 1 run.",One run,1
94.4,"Logan van Beek to Mark Chapman. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
94.5,"Logan van Beek to Mark Chapman. Short, pulling, Played to fine leg for 1 run.",One run,1
94.6,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
95.0,Over 95. 3 runs. Bowler: Logan van Beek. Auckland Aces: 299/1(rr 3.15),End of over,
95.1,"Rachin Ravindra to Mark Chapman. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
95.2,"Rachin Ravindra to Mark Chapman. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
95.3,"Rachin Ravindra to Mark Chapman. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
95.4,"Rachin Ravindra to Mark Chapman. Half volley, driving, Hit Hard back to bowler for no runs.",Dot ball,0
95.5,"Rachin Ravindra to Mark Chapman. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
95.6,"Rachin Ravindra to Mark Chapman. Length ball, cutting, mis-timed to deep point for 2 runs.",Two runs,2
96.0,Over 96. 2 runs. Bowler: Rachin Ravindra. Auckland Aces: 302/1(rr 3.15),End of over,
