Ov,T,S,Sv
4.0,Over 4. no runs. Bowler: Iain McPeake. Auckland Aces: 4/0(rr 1.00),End of over,
4.1,"Logan van Beek to William O'Donnell. Length ball, working, Played to mid on for no runs.",Dot ball,0
4.2,"Logan van Beek to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
4.3,"Logan van Beek to William O'Donnell. Length ball, glancing, hit pad to fine leg for 1 run.",Leg bye,lb
4.4,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
4.5,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
4.6,"Logan van Beek to Sean Solia. Back of a length, defending, Played to gully for no runs.",Dot ball,0
5.0,Over 5. 1 run. Bowler: Logan van Beek. Auckland Aces: 5/0(rr 1.00),End of over,
5.1,"Iain McPeake to William O'Donnell. Length ball, working, Played to mid on for no runs.",Dot ball,0
5.2,"Iain McPeake to William O'Donnell. Length ball, pushing, Played to mid off for 1 run.",One run,1
5.3,"Iain McPeake to Sean Solia. Length ball, driving, Played to extra cover for 1 run.",One run,1
5.4,"Iain McPeake to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
5.5,"Iain McPeake to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
5.6,"Iain McPeake to William O'Donnell. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
6.0,Over 6. 2 runs. Bowler: Iain McPeake. Auckland Aces: 7/0(rr 1.17),End of over,
6.1,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
6.2,"Logan van Beek to Sean Solia. Length ball, driving, Hit Hard to long off for 3 runs.",Three runs,3
6.3,"Logan van Beek to William O'Donnell. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
6.4,"Logan van Beek to William O'Donnell. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
6.5,"Logan van Beek to William O'Donnell. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
6.6,"Logan van Beek to William O'Donnell. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
7.0,Over 7. 3 runs. Bowler: Logan van Beek. Auckland Aces: 10/0(rr 1.43),End of over,
7.1,"FOUR! Iain McPeake to Sean Solia. Length ball, driving, Edged past third man for 4 runs.",Four runs,4
7.2,"Iain McPeake to Sean Solia. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
7.3,"Iain McPeake to Sean Solia. Length ball, driving, Hit Hard to deep extra cover for 3 runs.",Three runs,3
7.4,"Iain McPeake to William O'Donnell. Length ball, defending, hit pad to short leg for no runs.",Dot ball,0
7.5,"APPEAL! Iain McPeake to William O'Donnell. Back of a length, defending, Played to silly point for no runs, appeal made for L.B.W.",Dot ball,0
7.6,"Iain McPeake to William O'Donnell. Half volley, driving, missed for no runs, fielded by McLachlan.",Dot ball,0
8.0,Over 8. 7 runs. Bowler: Iain McPeake. Auckland Aces: 17/0(rr 2.12),End of over,
8.1,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
8.2,"FOUR! Logan van Beek to Sean Solia. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
8.3,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
8.4,"Logan van Beek to Sean Solia. Length ball, defending, Played to point for no runs.",Dot ball,0
8.5,"Logan van Beek to Sean Solia. Back of a length, flick, Played to mid wicket for no runs.",Dot ball,0
8.6,"FOUR! Logan van Beek to Sean Solia. Length ball, driving, Hit Hard past long off for 4 runs.",Four runs,4
9.0,Over 9. 8 runs. Bowler: Logan van Beek. Auckland Aces: 25/0(rr 2.78),End of over,
9.1,"Iain McPeake to William O'Donnell. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
9.2,"Iain McPeake to William O'Donnell. Length ball, cutting, Played to deep point for 3 runs.",Three runs,3
9.3,"Iain McPeake to Sean Solia. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
9.4,"Iain McPeake to Sean Solia. Back of a length, flick, Played to leg gully for no runs.",Dot ball,0
9.5,"Iain McPeake to Sean Solia. Length ball, Leave, to silly point for no runs.",Dot ball,0
9.6,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
10.0,Over 10. 3 runs. Bowler: Iain McPeake. Auckland Aces: 28/0(rr 2.80),End of over,
10.1,"Michael Snedden to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
10.1,"No ball Michael Snedden to William O'Donnell. Length ball, defending, Played to mid on and it was a no ball.",No ball,nb
10.2,"Michael Snedden to William O'Donnell. Length ball, flick, Played to fine leg for 1 run.",One run,1
10.3,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
10.4,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
10.5,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
10.5,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
10.6,"Michael Snedden to Sean Solia. Length ball, defending, Played to silly point for no runs.",Dot ball,0
11.0,Over 11. 3 runs. Bowler: Michael Snedden. Auckland Aces: 31/0(rr 2.82),End of over,
11.1,"Iain McPeake to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
11.2,"Iain McPeake to William O'Donnell. Length ball, cutting, Played to point for no runs.",Dot ball,0
11.3,"FOUR! Iain McPeake to William O'Donnell. Length ball, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
11.4,"Iain McPeake to William O'Donnell. Length ball, defending, Hit Hard to silly mid off for no runs.",Dot ball,0
11.5,"FOUR! Iain McPeake to William O'Donnell. Length ball, cutting, Hit Hard past deep point for 4 runs.",Four runs,4
11.6,"Iain McPeake to William O'Donnell. Length ball, flick, Played to fine leg for 2 runs.",Two runs,2
12.0,Over 12. 10 runs. Bowler: Iain McPeake. Auckland Aces: 41/0(rr 3.42),End of over,
12.1,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
12.2,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
12.2,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
12.3,"Michael Snedden to Sean Solia. Length ball, driving, missed for no runs, fielded by McLachlan.",Dot ball,0
12.4,"Michael Snedden to Sean Solia. Length ball, flick, Played to square leg for 1 run.",One run,1
12.5,"Michael Snedden to William O'Donnell. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
12.6,"Michael Snedden to William O'Donnell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
13.0,Over 13. 2 runs. Bowler: Michael Snedden. Auckland Aces: 43/0(rr 3.31),End of over,
13.1,"Luke Georgeson to Sean Solia. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
13.2,"Luke Georgeson to Sean Solia. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
13.3,"Luke Georgeson to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
13.4,"Luke Georgeson to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
13.5,"Luke Georgeson to Sean Solia. Length ball, driving, Played to deep extra cover for 2 runs.",Two runs,2
13.6,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
14.0,Over 14. 2 runs. Bowler: Luke Georgeson. Auckland Aces: 45/0(rr 3.21),End of over,
14.1,"Michael Snedden to William O'Donnell. Half volley, working, Played to mid wicket for no runs.",Dot ball,0
14.2,"Michael Snedden to William O'Donnell. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
14.3,"Michael Snedden to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
14.3,"No ball Michael Snedden to William O'Donnell. Length ball, defending, Played to mid off and it was a no ball.",No ball,nb
14.4,"Michael Snedden to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
14.5,"Michael Snedden to William O'Donnell. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
14.6,"Michael Snedden to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
15.0,Over 15. 1 run. Bowler: Michael Snedden. Auckland Aces: 46/0(rr 3.07),End of over,
15.1,"FOUR! Luke Georgeson to Sean Solia. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
15.2,"Luke Georgeson to Sean Solia. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
15.3,"Luke Georgeson to Sean Solia. Length ball, defending, Hit Hard to mid off for no runs.",Dot ball,0
15.4,"Luke Georgeson to Sean Solia. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
15.5,"Luke Georgeson to Sean Solia. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
15.6,"FOUR! Luke Georgeson to Sean Solia. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
16.0,Over 16. 8 runs. Bowler: Luke Georgeson. Auckland Aces: 54/0(rr 3.38),End of over,
16.1,"Michael Snedden to William O'Donnell. Length ball, defending, Played to mid on for no runs.",Dot ball,0
16.2,"Michael Snedden to William O'Donnell. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
16.3,"Michael Snedden to Sean Solia. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
16.3,"No ball Michael Snedden to William O'Donnell. Length ball, working, Played to mid wicket and it was a no ball.",No ball,nb
16.3,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
16.4,"Michael Snedden to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
16.5,"Michael Snedden to Sean Solia. Length ball, driving, Played to extra cover for 1 run.",One run,1
16.6,"Michael Snedden to William O'Donnell. Back of a length, defending, Played to mid on for no runs.",Dot ball,0
17.0,Over 17. 4 runs. Bowler: Michael Snedden. Auckland Aces: 58/0(rr 3.41),End of over,
17.1,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
17.2,"Luke Georgeson to Sean Solia. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
17.3,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
17.4,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
17.5,"Luke Georgeson to Sean Solia. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
17.6,"Luke Georgeson to Sean Solia. Length ball, pushing, Hit Hard to mid off for no runs.",Dot ball,0
18.0,Over 18. no runs. Bowler: Luke Georgeson. Auckland Aces: 58/0(rr 3.22),End of over,
18.1,"Michael Snedden to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
18.2,"Michael Snedden to William O'Donnell. Length ball, working, Played to mid on for no runs.",Dot ball,0
18.3,"Michael Snedden to William O'Donnell. Length ball, pushing, Played to extra cover for 1 run.",One run,1
18.4,"Michael Snedden to Sean Solia. Length ball, flick, Played to short mid wicket for no runs.",Dot ball,0
18.5,"No ball Michael Snedden to Sean Solia. Length ball, driving, missed and it was a no ball, fielded by McLachlan.",No ball,nb
18.5,"Michael Snedden to Sean Solia. Length ball, flick, Played to fine leg for 1 run.",One run,1
18.6,"Michael Snedden to William O'Donnell. Length ball, defending, Played to mid off for no runs.",Dot ball,0
19.0,Over 19. 3 runs. Bowler: Michael Snedden. Auckland Aces: 61/0(rr 3.21),End of over,
19.1,"Luke Georgeson to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
19.2,"No ball Luke Georgeson to Sean Solia. Length ball, driving, Played to mid off and it was a no ball.",No ball,nb
19.2,"Luke Georgeson to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
19.3,"Luke Georgeson to Sean Solia. Length ball, Steer, Played to gully for no runs.",Dot ball,0
19.4,"FOUR! Luke Georgeson to Sean Solia. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
19.5,"Luke Georgeson to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
19.6,"Luke Georgeson to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
20.0,Over 20. 5 runs. Bowler: Luke Georgeson. Auckland Aces: 66/0(rr 3.30),End of over,
20.1,"Michael Snedden to William O'Donnell. Half volley, driving, Hit Hard to long off for 2 runs.",Two runs,2
20.2,"Michael Snedden to William O'Donnell. Half volley, driving, Played to extra cover for 1 run.",One run,1
20.3,"Michael Snedden to Sean Solia. Length ball, driving, Hit Hard to deep extra cover for 3 runs.",Three runs,3
20.3,"No ball Michael Snedden to Sean Solia. Length ball, Leave, and it was a no ball, fielded by McLachlan.",No ball,nb
20.4,"Michael Snedden to William O'Donnell. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
20.5,"Michael Snedden to William O'Donnell. Short, hooking, Played to fine leg for 1 run.",One run,1
20.6,"Michael Snedden to Sean Solia. Half volley, driving, Hit Hard to mid off for no runs.",Dot ball,0
21.0,Over 21. 8 runs. Bowler: Michael Snedden. Auckland Aces: 74/0(rr 3.52),End of over,
21.1,"Kieran McComb to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
21.2,"Kieran McComb to William O'Donnell. Half volley, pushing, Played back to bowler for no runs.",Dot ball,0
21.3,"Kieran McComb to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
21.4,"Kieran McComb to William O'Donnell. Length ball, working, Played to deep mid wicket for 3 runs.",Three runs,3
21.5,"Kieran McComb to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
21.6,"Kieran McComb to Sean Solia. Length ball, defending, Played to short leg for no runs.",Dot ball,0
22.0,Over 22. 3 runs. Bowler: Kieran McComb. Auckland Aces: 77/0(rr 3.50),End of over,
22.1,"Michael Snedden to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
22.2,"Michael Snedden to William O'Donnell. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
22.3,"Michael Snedden to William O'Donnell. Length ball, cutting, Played to point for 2 runs.",Two runs,2
22.4,"Michael Snedden to William O'Donnell. Back of a length, defending, Played to mid wicket for 1 run.",One run,1
22.5,"Michael Snedden to Sean Solia. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
22.6,"Michael Snedden to Sean Solia. Short, defending, Played to short extra cover for no runs.",Dot ball,0
23.0,Over 23. 3 runs. Bowler: Michael Snedden. Auckland Aces: 80/0(rr 3.48),End of over,
23.1,"Kieran McComb to William O'Donnell. Length ball, cutting, Played to deep cover for 1 run.",One run,1
23.2,"FOUR! Kieran McComb to Sean Solia. Length ball, Slog, Hit Hard in the air under control past deep mid wicket for 4 runs.",Four runs,4
23.3,"Kieran McComb to Sean Solia. Length ball, pushing, Played to mid on for no runs.",Dot ball,0
23.4,"Kieran McComb to Sean Solia. Length ball, driving, Played to extra cover for no runs.",Dot ball,0
23.5,"Kieran McComb to Sean Solia. Length ball, defending, Hit Hard to silly mid on for no runs.",Dot ball,0
23.6,"FOUR! Kieran McComb to Sean Solia. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
24.0,Over 24. 9 runs. Bowler: Kieran McComb. Auckland Aces: 89/0(rr 3.71),End of over,
24.1,"Logan van Beek to William O'Donnell. Short, defending, Played to silly mid off for no runs.",Dot ball,0
24.2,"Logan van Beek to William O'Donnell. Back of a length, defending, Played to gully for no runs.",Dot ball,0
24.3,"Logan van Beek to William O'Donnell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
24.4,"Logan van Beek to William O'Donnell. Short, pulling, Played to deep mid wicket for 1 run.",One run,1
24.5,"Logan van Beek to Sean Solia. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
24.6,"Logan van Beek to Sean Solia. Length ball, driving, Hit Hard to mid on for no runs.",Dot ball,0
25.0,Over 25. 1 run. Bowler: Logan van Beek. Auckland Aces: 90/0(rr 3.60),End of over,
25.1,"Kieran McComb to William O'Donnell. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
25.2,"Kieran McComb to William O'Donnell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
25.3,"Kieran McComb to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
25.4,"Kieran McComb to William O'Donnell. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
25.5,"Kieran McComb to William O'Donnell. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
25.6,"Kieran McComb to William O'Donnell. Length ball, pushing, Played to silly mid on for no runs.",Dot ball,0
26.0,Over 26. no runs. Bowler: Kieran McComb. Auckland Aces: 90/0(rr 3.46),End of over,
26.1,"Logan van Beek to Sean Solia. Length ball, defending, Played to mid on for no runs.",Dot ball,0
26.2,"Logan van Beek to Sean Solia. Length ball, defending, Played to mid off for no runs.",Dot ball,0
26.3,"Logan van Beek to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
26.4,"Logan van Beek to Sean Solia. Length ball, defending, Played to cover for no runs.",Dot ball,0
26.5,"Logan van Beek to Sean Solia. Short, defending, Played to short leg for no runs.",Dot ball,0
26.6,"APPEAL! Logan van Beek to Sean Solia. Length ball, driving, hit pad to silly point for no runs, appeal made for L.B.W.",Dot ball,0
27.0,Over 27. no runs. Bowler: Logan van Beek. Auckland Aces: 90/0(rr 3.33),End of over,
27.1,"Kieran McComb to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
27.2,"Kieran McComb to William O'Donnell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
27.3,"Kieran McComb to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
27.4,"Kieran McComb to William O'Donnell. Half volley, defending, Played to silly point for no runs.",Dot ball,0
27.5,"Kieran McComb to William O'Donnell. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
27.6,"Kieran McComb to William O'Donnell. Length ball, defending, Played to mid on for no runs.",Dot ball,0
28.0,Over 28. no runs. Bowler: Kieran McComb. Auckland Aces: 90/0(rr 3.21),End of over,
28.1,"Logan van Beek to Sean Solia. Short, defending, missed for no runs, fielded by McLachlan.",Dot ball,0
28.2,"Logan van Beek to Sean Solia. Back of a length, Steer, Played to gully for no runs.",Dot ball,0
28.3,"Logan van Beek to Sean Solia. Length ball, defending, missed for no runs, fielded by McLachlan.",Dot ball,0
28.4,"Logan van Beek to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
28.5,"FOUR! Logan van Beek to Sean Solia. Length ball, flick, Played past fine leg for 4 runs.",Four runs,4
28.6,"Logan van Beek to Sean Solia. Short, defending, hit body to second slip for no runs.",Dot ball,0
29.0,Over 29. 4 runs. Bowler: Logan van Beek. Auckland Aces: 94/0(rr 3.24),End of over,
29.1,"Kieran McComb to William O'Donnell. Length ball, cutting, Played to point for no runs.",Dot ball,0
29.2,"FOUR! Kieran McComb to William O'Donnell. Length ball, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
29.3,"Kieran McComb to William O'Donnell. Length ball, pushing, Played to mid off for no runs.",Dot ball,0
29.4,"Kieran McComb to William O'Donnell. Half volley, pushing, Played to mid off for no runs.",Dot ball,0
29.5,"Kieran McComb to William O'Donnell. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
29.6,"SIX! Kieran McComb to William O'Donnell. Length ball, Slog, Hit Hard in the air under control over long on for 6 runs.",Six runs,6
30.0,Over 30. 10 runs. Bowler: Kieran McComb. Auckland Aces: 104/0(rr 3.47),End of over,
30.1,"Logan van Beek to Sean Solia. Length ball, driving, Played to mid off for no runs.",Dot ball,0
30.2,"Logan van Beek to Sean Solia. Length ball, defending, Played to cover for no runs.",Dot ball,0
30.3,"Logan van Beek to Sean Solia. Length ball, pulling, Played to fine leg for 1 run.",One run,1
30.4,"Logan van Beek to William O'Donnell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
30.5,"Logan van Beek to William O'Donnell. Short, Leave, for no runs, fielded by McLachlan.",Dot ball,0
30.6,"Logan van Beek to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
31.0,Over 31. 1 run. Bowler: Logan van Beek. Auckland Aces: 105/0(rr 3.39),End of over,
31.1,"Kieran McComb to Sean Solia. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
31.2,"Kieran McComb to Sean Solia. Length ball, driving, Played to mid on for no runs.",Dot ball,0
31.3,"FOUR! Kieran McComb to Sean Solia. Length ball, driving, Hit Hard past long on for 4 runs.",Four runs,4
31.4,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
31.5,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
31.6,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
32.0,Over 32. 4 runs. Bowler: Kieran McComb. Auckland Aces: 109/0(rr 3.41),End of over,
32.1,"Logan van Beek to William O'Donnell. Length ball, defending, Played to mid on for no runs.",Dot ball,0
32.2,"Logan van Beek to William O'Donnell. Length ball, flick, mis-timed to silly point for no runs.",Dot ball,0
32.3,"Logan van Beek to William O'Donnell. Short, cutting, Played to short extra cover for no runs.",Dot ball,0
32.4,"Logan van Beek to William O'Donnell. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
32.5,"Logan van Beek to William O'Donnell. Back of a length, working, Played to mid on for 1 run.",One run,1
32.6,"Logan van Beek to Sean Solia. Short, pulling, Hit Hard to fine leg for 1 run.",One run,1
33.0,Over 33. 2 runs. Bowler: Logan van Beek. Auckland Aces: 110/0(rr 3.33),End of over,
33.1,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
33.2,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
33.3,"Kieran McComb to Sean Solia. Length ball, defending, missed to short leg for no runs.",Dot ball,0
33.4,"Kieran McComb to Sean Solia. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
33.5,"Kieran McComb to Sean Solia. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
33.6,"Kieran McComb to Sean Solia. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
34.0,Over 34. no runs. Bowler: Kieran McComb. Auckland Aces: 111/0(rr 3.26),End of over,
34.1,"Iain McPeake to William O'Donnell. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
34.2,"Iain McPeake to William O'Donnell. Half volley, driving, Hit Hard to silly mid off for no runs.",Dot ball,0
34.3,"OUT! Caught. Iain McPeake to William O'Donnell. Length ball, driving, Edged to second slip, caught by Severin.",Wicket,W
34.4,"Iain McPeake to Mark Chapman. Length ball, driving, Played to mid off for no runs.",Dot ball,0
34.5,"Iain McPeake to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
34.6,"Iain McPeake to Mark Chapman. Length ball, driving, Hit Hard to mid on for no runs.",Dot ball,0
35.0,Over 35. no runs. Bowler: Iain McPeake. Auckland Aces: 111/1(rr 3.17),End of over,
35.1,"Kieran McComb to Sean Solia. Half volley, working, Played to short mid wicket for no runs.",Dot ball,0
35.2,"Kieran McComb to Sean Solia. Length ball, driving, Played back to bowler for no runs.",Dot ball,0
35.3,"Kieran McComb to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
35.4,"Kieran McComb to Sean Solia. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
35.5,"Kieran McComb to Sean Solia. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
35.6,"Kieran McComb to Sean Solia. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
36.0,Over 36. no runs. Bowler: Kieran McComb. Auckland Aces: 111/1(rr 3.08),End of over,
36.1,"APPEAL! Iain McPeake to Mark Chapman. Length ball, flick, Missed (Leg Side) for no runs, fielded by McLachlan, appeal made for Caught.",Dot ball,0
36.2,"Iain McPeake to Mark Chapman. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
36.3,"Iain McPeake to Mark Chapman. Length ball, flick, Played to leg gully for 1 run.",One run,1
36.4,"Iain McPeake to Sean Solia. Length ball, Leave, for no runs, fielded by McLachlan.",Dot ball,0
36.5,"Iain McPeake to Sean Solia. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
36.6,"Iain McPeake to Sean Solia. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
37.0,Over 37. 1 run. Bowler: Iain McPeake. Auckland Aces: 112/1(rr 3.03),End of over,
37.1,"Kieran McComb to Mark Chapman. Length ball, defending, Played to short leg for no runs.",Dot ball,0
