Ov,T,S,Sv
6.1,"James Hartshorn to Dimuth Karunaratne. Length ball, pushing, Played to cover for no runs.",Dot ball,0
6.2,"James Hartshorn to Dimuth Karunaratne. Length ball, working, Played to mid wicket for 2 runs.",Two runs,2
6.3,"James Hartshorn to Dimuth Karunaratne. Length ball, pushing, Played to cover for no runs.",Dot ball,0
6.4,"James Hartshorn to Dimuth Karunaratne. Length ball, working, Played to mid wicket for 1 run.",One run,1
6.5,"James Hartshorn to Oshada Fernando. Length ball, pushing, Played to cover for no runs.",Dot ball,0
6.6,"James Hartshorn to Oshada Fernando. Length ball, flick, Played to backward square leg for 1 run.",One run,1
7.0,Over 7. 4 runs. Bowler: James Hartshorn. Sri Lanka: 24/0(rr 3.43),End of over,
7.1,"Matthew Bacon to Oshada Fernando. Length ball, pushing, Played to cover for no runs.",Dot ball,0
7.2,"Matthew Bacon to Oshada Fernando. Length ball, driving, Played to deep cover for 3 runs.",Three runs,3
7.3,"Matthew Bacon to Dimuth Karunaratne. Length ball, pushing, Played to cover for no runs.",Dot ball,0
7.4,"Matthew Bacon to Dimuth Karunaratne. Length ball, pushing, Played to cover for no runs.",Dot ball,0
7.5,"Matthew Bacon to Dimuth Karunaratne. Length ball, defending, Played back to bowler for no runs, fielded by Ave.",Dot ball,0
7.6,"Matthew Bacon to Dimuth Karunaratne. Length ball, defending, Played to cover for no runs.",Dot ball,0
8.0,Over 8. 3 runs. Bowler: Matthew Bacon. Sri Lanka: 27/0(rr 3.38),End of over,
8.1,"James Hartshorn to Oshada Fernando. Length ball, defending, Played for no runs, fielded by Ave.",Dot ball,0
8.2,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
8.3,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
8.4,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
8.5,"James Hartshorn to Oshada Fernando. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
8.6,"James Hartshorn to Oshada Fernando. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
9.0,Over 9. no runs. Bowler: James Hartshorn. Sri Lanka: 24/0(rr 2.67),End of over,
9.1,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
9.2,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
9.3,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
9.4,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
9.5,"Sean Davey to Dimuth Karunaratne. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
9.6,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
10.0,Over 10. no runs. Bowler: Sean Davey. Sri Lanka: 24/0(rr 2.40),End of over,
10.1,"Ross ter Braak to Oshada Fernando. Length ball, defending, missed for no runs, fielded by Ave.",Dot ball,0
10.2,"Ross ter Braak to Oshada Fernando. Half volley, defending, Played to mid on for no runs.",Dot ball,0
10.3,"Ross ter Braak to Oshada Fernando. Half volley, working, Played to mid wicket for no runs.",Dot ball,0
10.4,"Ross ter Braak to Oshada Fernando. Length ball, defending, Played to short extra cover for 1 run.",One run,1
10.5,"Ross ter Braak to Dimuth Karunaratne. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
10.6,"Ross ter Braak to Dimuth Karunaratne. Back of a length, glancing, hit body to leg gully for no runs.",Dot ball,0
11.0,Over 11. 1 run. Bowler: Ross ter Braak. Sri Lanka: 25/0(rr 2.27),End of over,
11.1,"FOUR! Sean Davey to Oshada Fernando. Half volley, driving, Played past long off for 4 runs.",Four runs,4
11.2,"Sean Davey to Oshada Fernando. Back of a length, defending, Played to mid wicket for no runs.",Dot ball,0
11.3,"Sean Davey to Oshada Fernando. Length ball, pushing, Played to cover for 1 run.",One run,1
11.4,"FOUR! Sean Davey to Dimuth Karunaratne. Back of a length, driving, Played past long off for 4 runs.",Four runs,4
11.5,"Sean Davey to Dimuth Karunaratne. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
11.6,"Sean Davey to Dimuth Karunaratne. Length ball, flick, Played to backward square leg for 1 run.",One run,1
12.0,Over 12. 10 runs. Bowler: Sean Davey. Sri Lanka: 35/0(rr 2.92),End of over,
12.1,"Ross ter Braak to Dimuth Karunaratne. Length ball, cutting, missed for no runs, fielded by Ave.",Dot ball,0
12.2,"Ross ter Braak to Dimuth Karunaratne. Back of a length, driving, Played to deep cover for 2 runs.",Two runs,2
12.3,"OUT! Caught. Ross ter Braak to Dimuth Karunaratne. Length ball, pushing, Edged, caught by Ave.",Wicket,W
12.4,"Ross ter Braak to Kusal Mendis. Back of a length, Leave, for no runs, fielded by Ave.",Dot ball,0
12.5,"Ross ter Braak to Kusal Mendis. Back of a length, defending, Played to third slip for no runs.",Dot ball,0
12.6,"Ross ter Braak to Kusal Mendis. Back of a length, defending, Played to short third man for no runs.",Dot ball,0
13.0,Over 13. 2 runs. Bowler: Ross ter Braak. Sri Lanka: 37/1(rr 2.85),End of over,
13.1,"Sean Davey to Oshada Fernando. Length ball, defending, Played to silly point for no runs.",Dot ball,0
13.2,"Sean Davey to Oshada Fernando. Back of a length, pushing, Played to fourth slip for no runs.",Dot ball,0
13.3,"Sean Davey to Oshada Fernando. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
13.4,"Sean Davey to Oshada Fernando. Length ball, glancing, Played to fine leg for 1 run.",One run,1
13.5,"Sean Davey to Kusal Mendis. Length ball, defending, Played to cover for no runs.",Dot ball,0
13.6,"Sean Davey to Kusal Mendis. Half volley, driving, Played to cover for no runs.",Dot ball,0
14.0,Over 14. 1 run. Bowler: Sean Davey. Sri Lanka: 38/1(rr 2.71),End of over,
14.1,"Ross ter Braak to Oshada Fernando. Short, Leave, for no runs, fielded by Ave.",Dot ball,0
14.2,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
14.3,"FOUR! Ross ter Braak to Oshada Fernando. Back of a length, cutting, Played past deep backward point for 4 runs.",Four runs,4
14.4,"FOUR! Ross ter Braak to Oshada Fernando. Half volley, driving, Edged past third man for 4 runs.",Four runs,4
14.5,"Ross ter Braak to Oshada Fernando. Half volley, flick, Missed (Leg Side) for no runs, fielded by Ave.",Dot ball,0
14.6,"Ross ter Braak to Oshada Fernando. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
15.0,Over 15. 8 runs. Bowler: Ross ter Braak. Sri Lanka: 46/1(rr 3.07),End of over,
15.1,"No ball Sean Davey to Kusal Mendis. Length ball, Leave, and it was a no ball, fielded by Ave.",No ball,nb
15.1,"Sean Davey to Kusal Mendis. Back of a length, Steer, Played to short third man for no runs.",Dot ball,0
15.2,"Sean Davey to Kusal Mendis. Back of a length, defending, Played to short third man for no runs.",Dot ball,0
15.3,"FOUR! Sean Davey to Kusal Mendis. Back of a length, cutting, Played past third man for 4 runs.",Four runs,4
15.4,"Sean Davey to Kusal Mendis. Length ball, defending, Played to cover for no runs.",Dot ball,0
15.5,"Sean Davey to Kusal Mendis. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
15.6,"Sean Davey to Kusal Mendis. Length ball, pushing, Played to backward point for no runs.",Dot ball,0
16.0,Over 16. 5 runs. Bowler: Sean Davey. Sri Lanka: 51/1(rr 3.19),End of over,
16.1,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
16.2,"Ross ter Braak to Oshada Fernando. Back of a length, cutting, Played to short third man for no runs.",Dot ball,0
16.3,"Ross ter Braak to Oshada Fernando. Length ball, defending, Played to cover for no runs.",Dot ball,0
16.4,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
16.5,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
16.6,"Ross ter Braak to Oshada Fernando. Half volley, flick, hit pad to silly point for no runs.",Dot ball,0
17.0,Over 17. no runs. Bowler: Ross ter Braak. Sri Lanka: 51/1(rr 3.00),End of over,
17.1,"Sean Davey to Kusal Mendis. Length ball, defending, Played to short third man for no runs.",Dot ball,0
17.2,"FOUR! Sean Davey to Kusal Mendis. Short, pulling, Played in the air under control past long on for 4 runs.",Four runs,4
17.3,"No ball Sean Davey to Kusal Mendis. Back of a length, Steer, Played to backward point and it was a no ball.",No ball,nb
17.3,"Sean Davey to Kusal Mendis. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
17.4,"FOUR! Sean Davey to Kusal Mendis. Back of a length, pulling, Played in the air under control past deep mid wicket for 4 runs.",Four runs,4
17.5,"Sean Davey to Kusal Mendis. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
17.6,"Sean Davey to Kusal Mendis. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
18.0,Over 18. 9 runs. Bowler: Sean Davey. Sri Lanka: 60/1(rr 3.33),End of over,
18.1,"Ross ter Braak to Oshada Fernando. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
18.2,"Ross ter Braak to Oshada Fernando. Short, pulling, Played to deep mid wicket for 2 runs.",Two runs,2
18.3,"Ross ter Braak to Oshada Fernando. Length ball, defending, Played to mid wicket for no runs.",Dot ball,0
18.4,"Ross ter Braak to Oshada Fernando. Length ball, driving, Played to mid wicket for no runs.",Dot ball,0
18.5,"Ross ter Braak to Oshada Fernando. Back of a length, driving, Played to mid on for no runs.",Dot ball,0
18.6,"FOUR! Ross ter Braak to Oshada Fernando. Length ball, cutting, Played in the air under control past third man for 4 runs.",Four runs,4
19.0,Over 19. 6 runs. Bowler: Ross ter Braak. Sri Lanka: 66/1(rr 3.47),End of over,
19.1,"James Hartshorn to Kusal Mendis. Back of a length, defending, Played to leg slip for no runs.",Dot ball,0
19.2,"FOUR! James Hartshorn to Kusal Mendis. Half volley, driving, Played past deep cover for 4 runs.",Four runs,4
19.3,"FOUR! James Hartshorn to Kusal Mendis. Half volley, flick, Played in the air under control past deep mid wicket for 4 runs.",Four runs,4
19.4,"James Hartshorn to Kusal Mendis. Length ball, pushing, Played to short mid wicket for 1 run.",One run,1
19.5,"James Hartshorn to Oshada Fernando. Back of a length, Steer, Played to third man for 3 runs.",Three runs,3
19.6,"James Hartshorn to Kusal Mendis. Back of a length, pulling, Played to deep square leg for 3 runs.",Three runs,3
20.0,Over 20. 15 runs. Bowler: James Hartshorn. Sri Lanka: 81/1(rr 4.05),End of over,
20.1,"FOUR! Matthew Bacon to Kusal Mendis. Half volley, driving, Played past long on for 4 runs.",Four runs,4
20.2,"Matthew Bacon to Kusal Mendis. Length ball, Steer, Played to short third man for no runs.",Dot ball,0
20.3,"SIX! Matthew Bacon to Kusal Mendis. Half volley, flick, Hit Hard in the air under control over deep square leg for 6 runs.",Six runs,6
20.4,"FOUR! Matthew Bacon to Kusal Mendis. Short, pulling, Played in the air under control past deep backward square leg for 4 runs.",Four runs,4
20.5,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
20.6,"Matthew Bacon to Kusal Mendis. Half volley, driving, Played to mid on for 1 run.",One run,1
21.0,Over 21. 15 runs. Bowler: Matthew Bacon. Sri Lanka: 96/1(rr 4.57),End of over,
21.1,"FOUR! James Hartshorn to Kusal Mendis. Half volley, driving, Played past long off for 4 runs.",Four runs,4
21.2,"James Hartshorn to Kusal Mendis. Length ball, driving, Played to cover for no runs.",Dot ball,0
21.3,"James Hartshorn to Kusal Mendis. Half volley, driving, Played to mid off for no runs.",Dot ball,0
21.4,"James Hartshorn to Kusal Mendis. Back of a length, cutting, Played to backward point for no runs.",Dot ball,0
21.5,"James Hartshorn to Kusal Mendis. Back of a length, pulling, Played to square leg for 1 run.",One run,1
21.6,"James Hartshorn to Oshada Fernando. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
22.0,Over 22. 5 runs. Bowler: James Hartshorn. Sri Lanka: 101/1(rr 4.59),End of over,
22.1,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
22.2,"Matthew Bacon to Kusal Mendis. Length ball, working, Played to deep mid wicket for 1 run.",One run,1
22.3,"Matthew Bacon to Oshada Fernando. Length ball, flick, hit body to backward square leg for 1 run.",Leg bye,lb
22.4,"Matthew Bacon to Kusal Mendis. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
22.5,"Matthew Bacon to Kusal Mendis. Short, pulling, Played to fine leg for 1 run.",One run,1
22.6,"Matthew Bacon to Oshada Fernando. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Ave.",Dot ball,0
23.0,Over 23. 3 runs. Bowler: Matthew Bacon. Sri Lanka: 104/1(rr 4.52),End of over,
23.1,"No ball James Hartshorn to Kusal Mendis. Length ball, driving, Played to mid wicket and it was a no ball.",No ball,nb
23.1,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
23.2,"James Hartshorn to Oshada Fernando. Length ball, glancing, Played to fine leg for 1 run.",One run,1
23.3,"James Hartshorn to Kusal Mendis. Length ball, defending, Played to point for no runs.",Dot ball,0
23.4,"James Hartshorn to Kusal Mendis. Back of a length, defending, Played to short third man for no runs.",Dot ball,0
23.5,"FOUR! James Hartshorn to Kusal Mendis. Back of a length, pulling, Played past long on for 4 runs.",Four runs,4
23.6,"James Hartshorn to Kusal Mendis. Short, pulling, Played to deep mid wicket for 1 run.",One run,1
24.0,Over 24. 8 runs. Bowler: James Hartshorn. Sri Lanka: 112/1(rr 4.67),End of over,
24.1,"Matthew Bacon to Kusal Mendis. Back of a length, defending, Played to point for no runs.",Dot ball,0
24.2,"Matthew Bacon to Kusal Mendis. Back of a length, defending, Played to point for no runs.",Dot ball,0
24.3,"Matthew Bacon to Kusal Mendis. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
24.4,"Matthew Bacon to Kusal Mendis. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
24.5,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
24.6,"Matthew Bacon to Kusal Mendis. Back of a length, pulling, mis-timed to mid on for no runs.",Dot ball,0
25.0,Over 25. no runs. Bowler: Matthew Bacon. Sri Lanka: 112/1(rr 4.48),End of over,
25.1,"James Hartshorn to Oshada Fernando. Length ball, defending, Played to cover for no runs.",Dot ball,0
25.2,"FOUR! James Hartshorn to Oshada Fernando. Back of a length, Steer, Played past third man for 4 runs.",Four runs,4
25.3,"James Hartshorn to Oshada Fernando. Length ball, defending, Played to short third man for no runs.",Dot ball,0
25.4,"James Hartshorn to Oshada Fernando. Length ball, defending, Played to mid wicket for no runs.",Dot ball,0
25.5,"James Hartshorn to Oshada Fernando. Length ball, cutting, missed for no runs, fielded by Ave.",Dot ball,0
25.6,"James Hartshorn to Oshada Fernando. Half volley, driving, missed for no runs, fielded by Ave.",Dot ball,0
26.0,Over 26. 4 runs. Bowler: James Hartshorn. Sri Lanka: 116/1(rr 4.46),End of over,
26.1,"Matthew Bacon to Kusal Mendis. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
26.2,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played to extra cover for no runs.",Dot ball,0
26.3,"Matthew Bacon to Kusal Mendis. Short, Leave, for no runs, fielded by Ave.",Dot ball,0
26.4,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
26.5,"Matthew Bacon to Kusal Mendis. Half volley, driving, Played to mid off for no runs.",Dot ball,0
26.6,"Matthew Bacon to Kusal Mendis. Length ball, defending, Played to short third man for no runs.",Dot ball,0
27.0,Over 27. no runs. Bowler: Matthew Bacon. Sri Lanka: 116/1(rr 4.30),End of over,
27.1,"James Hartshorn to Oshada Fernando. Length ball, defending, Edged to mid wicket for no runs.",Dot ball,0
27.2,"James Hartshorn to Oshada Fernando. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
27.3,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
27.4,"James Hartshorn to Oshada Fernando. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
27.5,"James Hartshorn to Oshada Fernando. Length ball, defending, Edged to second slip for no runs.",Dot ball,0
27.6,"James Hartshorn to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
28.0,Over 28. no runs. Bowler: James Hartshorn. Sri Lanka: 116/1(rr 4.14),End of over,
28.1,"Matthew Bacon to Kusal Mendis. Back of a length, defending, Played to gully for no runs.",Dot ball,0
28.2,"Matthew Bacon to Kusal Mendis. Back of a length, pulling, Played to mid on for 2 runs.",Two runs,2
28.3,"FOUR! Matthew Bacon to Kusal Mendis. Length ball, driving, Played in the air uncontrolled past deep cover for 4 runs.",Four runs,4
28.4,"Matthew Bacon to Kusal Mendis. Back of a length, pulling, Played to deep backward square leg for 1 run.",One run,1
28.5,"Matthew Bacon to Oshada Fernando. Length ball, defending, Played to gully for no runs.",Dot ball,0
28.6,"Matthew Bacon to Oshada Fernando. Length ball, flick, Played to deep square leg for 1 run.",One run,1
29.0,Over 29. 8 runs. Bowler: Matthew Bacon. Sri Lanka: 124/1(rr 4.28),End of over,
29.1,"Theo van Woerkom to Oshada Fernando. Length ball, driving, Played to mid off for no runs.",Dot ball,0
29.2,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to short leg for no runs.",Dot ball,0
29.3,"Theo van Woerkom to Oshada Fernando. Length ball, driving, Played to mid off for 1 run.",One run,1
29.4,"Theo van Woerkom to Kusal Mendis. Length ball, driving, mis-timed to mid on for no runs.",Dot ball,0
29.5,"FOUR! Theo van Woerkom to Kusal Mendis. Length ball, sweeping, Played in the air under control past deep square leg for 4 runs.",Four runs,4
29.6,"Theo van Woerkom to Kusal Mendis. Length ball, sweeping, Played to deep mid wicket for 1 run.",One run,1
30.0,Over 30. 6 runs. Bowler: Theo van Woerkom. Sri Lanka: 130/1(rr 4.33),End of over,
30.1,"Blake Coburn to Kusal Mendis. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
30.2,"Blake Coburn to Kusal Mendis. Length ball, driving, Played to mid off for no runs.",Dot ball,0
30.3,"Blake Coburn to Kusal Mendis. Length ball, driving, Played to point for no runs.",Dot ball,0
30.4,"SIX! Blake Coburn to Kusal Mendis. Length ball, slog sweeping, Hit Hard in the air under control over deep mid wicket for 6 runs.",Six runs,6
30.5,"Blake Coburn to Kusal Mendis. Back of a length, pulling, Played to deep mid wicket for 1 run.",One run,1
30.6,"Blake Coburn to Oshada Fernando. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
31.0,Over 31. 7 runs. Bowler: Blake Coburn. Sri Lanka: 137/1(rr 4.42),End of over,
31.1,"Theo van Woerkom to Kusal Mendis. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
31.2,"FOUR! Theo van Woerkom to Kusal Mendis. Length ball, driving, Played in the air under control past long on for 4 runs.",Four runs,4
31.3,"Theo van Woerkom to Kusal Mendis. Length ball, sweeping, Played to fine leg for 1 run.",One run,1
31.4,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to leg slip for no runs.",Dot ball,0
31.5,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
31.6,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to square leg for 1 run.",One run,1
32.0,Over 32. 6 runs. Bowler: Theo van Woerkom. Sri Lanka: 143/1(rr 4.47),End of over,
32.1,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
32.2,"Ross ter Braak to Oshada Fernando. Half volley, driving, Played to silly mid off for no runs.",Dot ball,0
32.3,"Ross ter Braak to Oshada Fernando. Back of a length, pulling, mis-timed to mid wicket for no runs.",Dot ball,0
32.4,"FOUR! Ross ter Braak to Oshada Fernando. Half volley, driving, Edged in the air uncontrolled past third man for 4 runs.",Four runs,4
32.5,"Ross ter Braak to Oshada Fernando. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
32.6,"Ross ter Braak to Oshada Fernando. Length ball, glancing, Played to fine leg for 1 run.",One run,1
33.0,Over 33. 5 runs. Bowler: Ross ter Braak. Sri Lanka: 148/1(rr 4.48),End of over,
33.1,"FOUR! Theo van Woerkom to Oshada Fernando. Length ball, reverse sweeping, Played past deep backward point for 4 runs.",Four runs,4
33.2,"FOUR! Theo van Woerkom to Oshada Fernando. Length ball, reverse sweeping, Played in the air under control past deep backward point for 4 runs.",Four runs,4
33.3,"FOUR! Theo van Woerkom to Oshada Fernando. Length ball, driving, Played in the air under control past long on for 4 runs.",Four runs,4
33.4,"Theo van Woerkom to Oshada Fernando. Half volley, driving, Played to cover for no runs.",Dot ball,0
33.5,"FOUR! Theo van Woerkom to Oshada Fernando. Length ball, reverse sweeping, Played in the air under control past third man for 4 runs.",Four runs,4
33.6,"Theo van Woerkom to Oshada Fernando. Length ball, Slog, Played to deep square leg for 1 run.",One run,1
34.0,Over 34. 17 runs. Bowler: Theo van Woerkom. Sri Lanka: 165/1(rr 4.85),End of over,
34.1,"Ross ter Braak to Oshada Fernando. Half volley, flick, Played to fine leg for 1 run.",One run,1
34.2,"Ross ter Braak to Kusal Mendis. Back of a length, Steer, Played to short third man for no runs.",Dot ball,0
34.3,"FOUR! Ross ter Braak to Kusal Mendis. Half volley, driving, Played past deep point for 4 runs.",Four runs,4
34.4,"FOUR! Ross ter Braak to Kusal Mendis. Back of a length, cutting, Played past third man for 4 runs.",Four runs,4
34.5,"Ross ter Braak to Kusal Mendis. Back of a length, Steer, Played to short third man for no runs.",Dot ball,0
34.6,"Ross ter Braak to Kusal Mendis. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
35.0,Over 35. 9 runs. Bowler: Ross ter Braak. Sri Lanka: 174/1(rr 4.97),End of over,
35.1,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
35.2,"FOUR! Theo van Woerkom to Oshada Fernando. Length ball, driving, Played in the air under control past long off for 4 runs.",Four runs,4
35.3,"Theo van Woerkom to Oshada Fernando. Length ball, defending, Played to mid wicket for no runs.",Dot ball,0
35.4,"Theo van Woerkom to Oshada Fernando. Length ball, glancing, hit pad to fine leg for 2 runs.",Leg bye,lb
35.5,"SIX! Theo van Woerkom to Oshada Fernando. Length ball, driving, Hit Hard over long on for 6 runs.",Six runs,6
35.6,"Theo van Woerkom to Oshada Fernando. Length ball, driving, Played to deep point for 2 runs.",Two runs,2
36.0,Over 36. 14 runs. Bowler: Theo van Woerkom. Sri Lanka: 188/1(rr 5.22),End of over,
36.1,"Ross ter Braak to Kusal Mendis. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Ave.",Dot ball,0
36.2,"Ross ter Braak to Kusal Mendis. Length ball, Leave, for no runs, fielded by Ave.",Dot ball,0
36.3,"Ross ter Braak to Kusal Mendis. Short, Leave, for no runs, fielded by Ave.",Dot ball,0
