Ov,T,S,Sv
2.5,"Renuka Singh Thakur to Meg Lanning. Length ball, outside off stump on the back foot driving, to point for no runs, fielded by Ahuja.",Dot ball,0
2.6,"Renuka Singh Thakur to Meg Lanning. Length ball, outside off stump on the back foot pushing, to short extra cover for no runs, fielded by Kasat.",Dot ball,0
3.0,Over 3. Power Play Fielding. 5 runs. Bowler: Renuka Singh Thakur. Delhi Capitals Women: 22/0(rr 7.33),End of over,
3.1,"SIX! Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the front foot driving, well timed in the air under control over long off for 6 runs. High and handsome!",Six runs,6
3.2,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the back foot cutting, mis-timed to cover for no runs, fielded by Thakur.",Dot ball,0
3.3,"Preeti Bose to Shafali Verma. Stock ball back of a length, outside off stump on the back foot cutting, to cover for no runs, fielded by Thakur.",Dot ball,0
3.4,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the front foot dropped, to backward point for no runs, fielded by Ahuja.",Dot ball,0
3.5,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump down the track Slog, mis-timed to long on for 1 run, fielded by Devine.",One run,1
3.6,"Preeti Bose to Meg Lanning. Stock length ball, outside off stump on the back foot cutting, missed for no runs, fielded by Ghosh.",Dot ball,0
4.0,Over 4. Power Play Fielding. 7 runs. Bowler: Preeti Bose. Delhi Capitals Women: 29/0(rr 7.25),End of over,
4.1,"Ellyse Perry to Shafali Verma. Back of a length, outside off stump on the back foot working, leading edge to mid off for no runs, fielded by Mandhana.",Dot ball,0
4.2,"Ellyse Perry to Shafali Verma. Length ball, outside off stump down the track Slog, thick edge in the air uncontrolled to third man for 1 run, fielded by Shobana.",One run,1
4.2,"Wide Ellyse Perry to Shafali Verma. Bouncer, outside off stump swayed away Leave, Left for 1 run, fielded by Ghosh.",Wide,wd
4.3,"Ellyse Perry to Meg Lanning. Length ball, outside off stump on the front foot pushing, to mid off for 1 run, shy attempt by Mandhana, mis-fielded by Thakur, fielded by Kasat, fielded by Ahuja.",One run,1
4.4,"FOUR! Ellyse Perry to Shafali Verma. Length ball, outside off stump backing away driving, well timed past deep cover for 4 runs.",Four runs,4
4.5,"Ellyse Perry to Shafali Verma. Length ball, outside off stump on the back foot working, to short mid wicket for no runs, shy attempt by Thakur, fielded by Ahuja.",Dot ball,0
4.6,"Ellyse Perry to Shafali Verma. Length ball, outside off stump on the back foot driving, to deep cover for 1 run, fielded by Schutt.",One run,1
5.0,Over 5. Power Play Fielding. 8 runs. Bowler: Ellyse Perry. Delhi Capitals Women: 37/0(rr 7.40),End of over,
5.1,"Wide Sophie Devine to Shafali Verma. In-swinging back of a length, to leg on the back foot pulling, Play and Miss (Leg Side) for 1 run, fielded by Ghosh.",Wide,wd
5.1,"FOUR! Sophie Devine to Shafali Verma. In-swinging length ball, to leg on the front foot Slog, well timed in the air under control past deep mid wicket for 4 runs.",Four runs,4
5.2,"Wide Sophie Devine to Shafali Verma. Short, down leg side backing away pulling, Play and Miss (Leg Side) for 2 runs, mis-fielded by Ghosh.",Wide,wd
5.2,"FOUR! Sophie Devine to Meg Lanning. Out-swinging length ball, outside off stump on the back foot Late Cut, well timed past deep backward point for 4 runs.",Four runs,4
5.3,"FOUR! Sophie Devine to Meg Lanning. Out-swinging length ball, outside off stump on the front foot driving, well timed past deep backward point for 4 runs.",Four runs,4
5.4,"Sophie Devine to Meg Lanning. Out-swinging length ball, off stump on the front foot driving, to mid off for 1 run, fielded by Mandhana.",One run,1
5.5,"FOUR! Sophie Devine to Shafali Verma. Short, outside off stump on the back foot cutting, well timed in the air under control past long off for 4 runs.",Four runs,4
5.6,"Sophie Devine to Shafali Verma. Length ball, off stump backing away driving, mis-timed to extra cover for no runs, fielded by Kasat.",Dot ball,0
6.0,Over 6. Power Play Fielding. 20 runs. Bowler: Sophie Devine. Delhi Capitals Women: 57/0(rr 9.50),End of over,
6.1,"FOUR! Asha Shobana to Meg Lanning. Leg spinner back of a length, to leg on the back foot pulling, well timed in the air under control past deep backward square leg for 4 runs.",Four runs,4
6.2,"Asha Shobana to Meg Lanning. Leg spinner length ball, to leg on the back foot pulling, well timed in the air under control to deep square leg for 1 run, fielded by Bose.",One run,1
6.3,"Asha Shobana to Shafali Verma. Leg spinner length ball, outside off stump moves in front defending, to short extra cover for no runs, fielded by Knight.",Dot ball,0
6.4,"Asha Shobana to Shafali Verma. Leg spinner half volley, outside off stump moves in front working, to long on for 1 run, fielded by Devine.",One run,1
6.5,"Asha Shobana to Meg Lanning. Leg spinner half volley, outside off stump down the track Slog, mis-timed to mid on for no runs, run save by Thakur, fielded by Devine.",Dot ball,0
6.6,"Asha Shobana to Meg Lanning. Leg spinner half volley, to leg down the track working, to deep mid wicket for 1 run, fielded by Perry.",One run,1
7.0,Over 7. 7 runs. Bowler: Asha Shobana. Delhi Capitals Women: 64/0(rr 9.14),End of over,
7.1,"FOUR! Preeti Bose to Meg Lanning. Stock length ball, outside off stump on the back foot cutting, well timed past deep cover for 4 runs.",Four runs,4
7.2,"Preeti Bose to Meg Lanning. Stock length ball, outside off stump on the front foot pushing, to deep cover for 1 run, fielded by Schutt.",One run,1
7.3,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the front foot sweeping, to deep mid wicket for 1 run, fielded by Perry.",One run,1
7.4,"Preeti Bose to Meg Lanning. Stock length ball, outside off stump on the back foot cutting, well timed to deep point for 1 run, fielded by Schutt.",One run,1
7.5,"Preeti Bose to Shafali Verma. Stock length ball, off stump down the track driving, to short extra cover for no runs, fielded by Mandhana.",Dot ball,0
7.6,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the back foot driving, to deep cover for 1 run, fielded by Schutt.",One run,1
8.0,Over 8. 8 runs. Bowler: Preeti Bose. Delhi Capitals Women: 72/0(rr 9.00),End of over,
8.1,"SIX! Asha Shobana to Shafali Verma. Leg spinner length ball, outside off stump down the track Slog, well timed in the air under control over long on for 6 runs. Dispatched.",Six runs,6
8.2,"FOUR! Asha Shobana to Shafali Verma. Leg spinner length ball, to leg on the front foot sweeping, well timed past deep backward square leg for 4 runs.",Four runs,4
8.3,"Asha Shobana to Shafali Verma. Leg spinner length ball, middle stump down the track working, to mid on for 1 run, fielded by Devine.",One run,1
8.4,"FOUR! Asha Shobana to Meg Lanning. Leg spinner length ball, outside off stump down the track Slog, well timed in the air under control past long on for 4 runs.",Four runs,4
8.5,"Asha Shobana to Meg Lanning. Leg spinner half volley, off stump down the track driving, to deep cover for 1 run, fielded by Schutt.",One run,1
8.6,"SIX! Asha Shobana to Shafali Verma. Leg spinner length ball, off stump down the track Slog, well timed in the air under control over long on for 6 runs.",Six runs,6
9.0,Over 9. 22 runs. Bowler: Asha Shobana. Delhi Capitals Women: 94/0(rr 10.44),End of over,
9.1,"FOUR! Megan Schutt to Meg Lanning. Back of a length, outside off stump on the back foot Late Cut, well timed past third man for 4 runs.",Four runs,4
9.2,"Megan Schutt to Meg Lanning. Length ball, outside off stump on the back foot dropped, to point for 1 run, fielded by Perry.",One run,1
9.3,"Megan Schutt to Shafali Verma. Length ball, outside off stump on the front foot working, hit pad to leg gully for no runs, fielded by Ghosh.",Dot ball,0
9.4,"Megan Schutt to Shafali Verma. Half volley, outside off stump on the front foot driving, to long on for 1 run, fielded by Knight.",One run,1
9.5,"Megan Schutt to Meg Lanning. Half volley, middle stump on the front foot working, to long on for 1 run, fielded by Knight.",One run,1
9.6,"FOUR! Megan Schutt to Shafali Verma. Half volley, off stump on the front foot driving, well timed past long on for 4 runs.",Four runs,4
10.0,Over 10. 11 runs. Bowler: Megan Schutt. Delhi Capitals Women: 105/0(rr 10.50),End of over,
10.1,"Heather Knight to Meg Lanning. Off break length ball, down leg side on the front foot sweeping, hit pad to short fine leg for 1 run, mis-fielded by Ghosh, fielded by Thakur.",Leg bye,lb
10.2,"Heather Knight to Shafali Verma. Off break length ball, outside off stump on the front foot sweeping, well timed to deep mid wicket for 1 run, run save by Perry.",One run,1
10.3,"FOUR! Heather Knight to Meg Lanning. Off break length ball, down leg side on the front foot sweeping, well timed past fine leg for 4 runs.",Four runs,4
10.4,"Heather Knight to Meg Lanning. Off break length ball, middle stump on the front foot sweeping, in the air under control to deep square leg for 1 run, fielded by Bose.",One run,1
10.5,"SIX! Heather Knight to Shafali Verma. Off break length ball, outside off stump down the track Slog, well timed in the air under control over long on for 6 runs.",Six runs,6
10.6,"Heather Knight to Shafali Verma. Arm ball back of a length, outside off stump moves in front cutting, to deep cover for 1 run, fielded by Schutt.",One run,1
11.0,Over 11. 14 runs. Bowler: Heather Knight. Delhi Capitals Women: 119/0(rr 10.82),End of over,
11.1,"FOUR! Renuka Singh Thakur to Shafali Verma. Back of a length, outside off stump on the front foot pulling, well timed past deep backward square leg for 4 runs.",Four runs,4
11.2,"Renuka Singh Thakur to Shafali Verma. Slower length ball, outside off stump on the back foot working, well timed to deep mid wicket for 2 runs, run save by Devine, fielded by Perry.",Two runs,2
11.3,"Renuka Singh Thakur to Shafali Verma. Slower length ball, outside off stump on the back foot pulling, to deep mid wicket for 1 run, fielded by Perry.",One run,1
11.4,"Renuka Singh Thakur to Meg Lanning. Back of a length, outside off stump on the front foot pulling, well timed in the air under control to deep square leg for 1 run, fielded by Kasat.",One run,1
11.5,"FOUR! Renuka Singh Thakur to Shafali Verma. Slower length ball, outside off stump on the front foot slog sweeping, well timed in the air under control past deep mid wicket for 4 runs.",Four runs,4
11.6,"FOUR! Renuka Singh Thakur to Shafali Verma. Half volley, off stump on the front foot flick, well timed in the air under control past deep mid wicket for 4 runs.",Four runs,4
12.0,Over 12. 16 runs. Bowler: Renuka Singh Thakur. Delhi Capitals Women: 135/0(rr 11.25),End of over,
12.1,"FOUR! Preeti Bose to Meg Lanning. Stock ball back of a length, outside off stump on the back foot cutting, well timed past deep backward point for 4 runs. Through the gap.",Four runs,4
12.2,"Preeti Bose to Meg Lanning. Stock ball back of a length, outside off stump backing away cutting, in the air under control to backward point for no runs, fielded by Shobana.",Dot ball,0
12.3,"FOUR! Preeti Bose to Meg Lanning. Stock ball half volley, off stump down the track Slog, well timed in the air under control past long on for 4 runs.",Four runs,4
12.4,"Preeti Bose to Meg Lanning. Stock length ball, middle stump on the front foot sweeping, in the air under control to deep backward square leg for 1 run, fielded by Thakur.",One run,1
12.5,"Preeti Bose to Shafali Verma. Stock length ball, outside off stump on the back foot working, to long on for 1 run, fielded by Devine.",One run,1
12.6,"Preeti Bose to Meg Lanning. Stock length ball, to leg on the back foot pulling, mis-timed to backward square leg for no runs, fielded by Knight.",Dot ball,0
13.0,Over 13. 10 runs. Bowler: Preeti Bose. Delhi Capitals Women: 145/0(rr 11.15),End of over,
13.1,"Ellyse Perry to Shafali Verma. Off cutter back of a length, outside off stump backing away driving, well timed to deep cover for 1 run, run save by Devine.",One run,1
13.2,"Ellyse Perry to Meg Lanning. Length ball, outside off stump on the front foot driving, to mid off for no runs, fielded by Mandhana.",Dot ball,0
13.3,"Ellyse Perry to Meg Lanning. Back of a length, outside off stump on the back foot pulling, to deep mid wicket for 1 run, fielded by Schutt.",One run,1
13.4,"FOUR! Ellyse Perry to Shafali Verma. Bouncer, wide outside off stump backing away pulling, top edge in the air uncontrolled past fine leg for 4 runs.",Four runs,4
13.5,"Ellyse Perry to Shafali Verma. Length ball, outside off stump deep in crease flick, to long on for 1 run, fielded by Schutt.",One run,1
13.6,"Ellyse Perry to Meg Lanning. Back of a length, outside off stump on the back foot pulling, well timed to deep mid wicket for 1 run, fielded by Schutt.",One run,1
14.0,Over 14. 8 runs. Bowler: Ellyse Perry. Delhi Capitals Women: 153/0(rr 10.93),End of over,
14.1,"FOUR! Heather Knight to Meg Lanning. Off break full toss, down leg side on the front foot sweeping, well timed in the air under control past deep backward square leg for 4 runs.",Four runs,4
14.2,"FOUR! Heather Knight to Meg Lanning. Off break length ball, to leg on the front foot sweeping, well timed in the air under control past deep mid wicket for 4 runs.",Four runs,4
14.2,"Wide Heather Knight to Meg Lanning. Off break length ball, down leg side on the front foot sweeping, Play and Miss (Leg Side) for 1 run, fielded by Ghosh.",Wide,wd
14.3,"OUT! Bowled. Heather Knight to Meg Lanning. Off break length ball, down leg side down the track Slog, missed. Heather Knight gets the breakthrough.",Wicket,W
14.4,"Heather Knight to Marizanne Kapp. Off break length ball, to leg on the back foot working, to deep mid wicket for 1 run, fielded by Perry.",One run,1
14.5,"OUT! Caught. Heather Knight to Shafali Verma. Off break length ball, outside off stump down the track pulling, top edge, caught by Ghosh. Shafali Verma nicks it to the keeper.",Wicket,W
14.6,"Heather Knight to Jemimah Rodrigues. Off break length ball, outside off stump on the front foot sweeping, mis-timed to deep mid wicket for 1 run, fielded by Perry.",One run,1
15.0,Over 15. 11 runs. Bowler: Heather Knight. Delhi Capitals Women: 164/2(rr 10.93),End of over,
15.1,"Ellyse Perry to Jemimah Rodrigues. Length ball, outside off stump on the back foot working, to mid on for 1 run, fielded by Knight.",One run,1
15.2,"FOUR! Ellyse Perry to Marizanne Kapp. Half volley, outside off stump on the back foot Steer, well timed past deep backward point for 4 runs.",Four runs,4
15.3,"Ellyse Perry to Marizanne Kapp. Length ball, off stump on the front foot pushing, thick edge in the air uncontrolled to third man for 1 run, fielded by Bose.",One run,1
15.4,"Ellyse Perry to Jemimah Rodrigues. Length ball, outside off stump on the front foot driving, missed for no runs, fielded by Ghosh.",Dot ball,0
15.5,"Ellyse Perry to Jemimah Rodrigues. Short, outside off stump on the back foot pulling, to deep mid wicket for 1 run, fielded by Schutt.",One run,1
15.6,"SIX! Ellyse Perry to Marizanne Kapp. Back of a length, outside off stump down the track driving, well timed in the air under control over long on for 6 runs.",Six runs,6
16.0,Over 16. 13 runs. Bowler: Ellyse Perry. Delhi Capitals Women: 177/2(rr 11.06),End of over,
16.1,"Preeti Bose to Jemimah Rodrigues. Stock length ball, outside off stump down the track cutting, well timed to cover for no runs, fielded by Schutt.",Dot ball,0
16.2,"FOUR! Preeti Bose to Jemimah Rodrigues. Stock length ball, outside off stump moves in front Scoop, well timed in the air under control past fine leg for 4 runs.",Four runs,4
16.3,"FOUR! Preeti Bose to Jemimah Rodrigues. Stock length ball, outside off stump down the track driving, well timed in the air under control past deep cover for 4 runs.",Four runs,4
16.4,"Preeti Bose to Jemimah Rodrigues. Stock length ball, to leg down the track working, leading edge back to bowler for no runs.",Dot ball,0
16.5,"Preeti Bose to Jemimah Rodrigues. Stock length ball, middle stump on the front foot working, to deep mid wicket for 1 run, fielded by Perry.",One run,1
16.6,"Preeti Bose to Marizanne Kapp. Stock ball back of a length, down leg side on the back foot pulling, mis-timed in the air uncontrolled to long on for 1 run, mis-fielded by Devine.",One run,1
17.0,Over 17. 10 runs. Bowler: Preeti Bose. Delhi Capitals Women: 187/2(rr 11.00),End of over,
17.1,"Megan Schutt to Marizanne Kapp. Length ball, outside off stump on the back foot working, to long on for 1 run, fielded by Knight.",One run,1
17.2,"Megan Schutt to Jemimah Rodrigues. Slower length ball, outside off stump on the back foot Steer, to backward point for 1 run, fielded by Shobana.",One run,1
17.3,"FOUR! Megan Schutt to Marizanne Kapp. Leg cutter back of a length, outside off stump down the track cutting, well timed in the air under control past deep backward point for 4 runs.",Four runs,4
17.4,"Megan Schutt to Marizanne Kapp. Length ball, outside off stump on the back foot cutting, missed for no runs, fielded by Ghosh.",Dot ball,0
17.5,"Megan Schutt to Marizanne Kapp. Length ball, outside off stump down the track driving, well timed to long off for 1 run, fielded by Mandhana.",One run,1
17.6,"Megan Schutt to Jemimah Rodrigues. Half volley, middle stump on the front foot driving, to mid off for 1 run, fielded by Mandhana.",One run,1
18.0,Over 18. 8 runs. Bowler: Megan Schutt. Delhi Capitals Women: 195/2(rr 10.83),End of over,
18.1,"Heather Knight to Jemimah Rodrigues. Off break length ball, down leg side on the front foot sweeping, to backward square leg for 1 run, fielded by Kasat.",One run,1
18.2,"SIX! Heather Knight to Marizanne Kapp. Off break length ball, down leg side on the front foot Slog, well timed in the air under control over deep mid wicket for 6 runs.",Six runs,6
18.3,"Heather Knight to Marizanne Kapp. Arm ball half volley, down leg side on the front foot working, to long on for 2 runs, fielded by Devine.",Two runs,2
18.4,"SIX! Heather Knight to Marizanne Kapp. Off break length ball, off stump on the front foot slog sweeping, well timed in the air under control over long on for 6 runs.",Six runs,6
18.5,"Heather Knight to Marizanne Kapp. Off break length ball, outside off stump backing away cutting, missed for no runs, fielded by Ghosh.",Dot ball,0
18.6,"Heather Knight to Marizanne Kapp. Off break full toss, off stump on the front foot Slog, in the air under control to long on for 1 run, fielded by Devine.",One run,1
19.0,Over 19. 16 runs. Bowler: Heather Knight. Delhi Capitals Women: 211/2(rr 11.11),End of over,
19.1,"Megan Schutt to Marizanne Kapp. Length ball, down leg side backing away driving, to extra cover for no runs, fielded by Mandhana.",Dot ball,0
19.2,"Megan Schutt to Marizanne Kapp. Length ball, down leg side on the front foot Slog, to deep mid wicket for 1 run, fielded by Perry.",One run,1
19.3,"FOUR! Megan Schutt to Jemimah Rodrigues. Full toss, outside off stump moves in front pulling, well timed past fine leg for 4 runs. Umpire denies the no-ball review.",Four runs,4
19.4,"Megan Schutt to Jemimah Rodrigues. Half volley, down leg side backing away working, to long on for 2 runs, fielded by Knight.",Two runs,2
19.5,"Megan Schutt to Jemimah Rodrigues. Half volley, down leg side backing away driving, to extra cover for 1 run, fielded by Knight.",One run,1
19.6,"FOUR! Megan Schutt to Marizanne Kapp. Half volley, down leg side on the front foot glancing, well timed past fine leg for 4 runs. That will be the end of the first innings. Delhi Capitals has posted a total of 223 runs. The opening partnership between Shafali Verma and Meg Lanning was outstanding. A terrific cameo from Marizanne Kapp as she smashes 39 runs from 17 deliveries. For RCB, Heather Knight picked up two wickets. Join us for the run chase in a while.",Four runs,4
20.0,Over 20. 12 runs. Bowler: Megan Schutt. Delhi Capitals Women: 223/2(rr 11.15),End of over,
