Ov,T,S,Sv
3.5,"Matthew Kelly to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
3.6,"Matthew Kelly to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
4.0,Over 4. 4 runs. Bowler: Matthew Kelly. Tasmania: 6/0(rr 1.50),End of over,
4.1,"Joel Paris to Tim Ward. Length ball, defending, Played to gully for no runs.",Dot ball,0
4.2,"Joel Paris to Tim Ward. Back of a length, glancing, Missed (Leg Side) for no runs, fielded by Inglis.",Dot ball,0
4.3,"Joel Paris to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
4.4,"Joel Paris to Tim Ward. Back of a length, Leave, for no runs, fielded by Inglis.",Dot ball,0
4.5,"Joel Paris to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
4.6,"Joel Paris to Tim Ward. Length ball, driving, Played back to bowler for no runs.",Dot ball,0
5.0,Over 5. no runs. Bowler: Joel Paris. Tasmania: 6/0(rr 1.20),End of over,
5.1,"Matthew Kelly to Caleb Jewell. Back of a length, defending, Played to point for no runs.",Dot ball,0
5.2,"Matthew Kelly to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
5.3,"Matthew Kelly to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
5.4,"FOUR! Matthew Kelly to Caleb Jewell. Length ball, defending, Edged past third man for 4 runs.",Four runs,4
5.5,"Matthew Kelly to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
5.6,"Matthew Kelly to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
6.0,Over 6. 4 runs. Bowler: Matthew Kelly. Tasmania: 10/0(rr 1.67),End of over,
6.1,"Joel Paris to Tim Ward. Length ball, pushing, mis-timed to mid off for no runs.",Dot ball,0
6.2,"Joel Paris to Tim Ward. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
6.3,"Joel Paris to Tim Ward. Length ball, defending, Played to backward point for no runs.",Dot ball,0
6.4,"Joel Paris to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
6.5,"Joel Paris to Tim Ward. Length ball, Steer, Played to third man for 2 runs.",Two runs,2
6.6,"Joel Paris to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
7.0,Over 7. 2 runs. Bowler: Joel Paris. Tasmania: 12/0(rr 1.71),End of over,
7.1,"Matthew Kelly to Caleb Jewell. Back of a length, working, Played to square leg for 2 runs.",Two runs,2
7.2,"FOUR! Matthew Kelly to Caleb Jewell. Half volley, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
7.3,"Matthew Kelly to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
7.4,"Matthew Kelly to Caleb Jewell. Length ball, working, Played to mid on for 1 run.",One run,1
7.5,"Matthew Kelly to Tim Ward. Half volley, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
7.6,"Matthew Kelly to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
8.0,Over 8. 7 runs. Bowler: Matthew Kelly. Tasmania: 19/0(rr 2.38),End of over,
8.1,"APPEAL! Joel Paris to Caleb Jewell. Length ball, defending, hit pad to point for no runs, appeal made for L.B.W.",Dot ball,0
8.2,"Joel Paris to Caleb Jewell. Length ball, defending, mis-timed to point for no runs.",Dot ball,0
8.3,"Joel Paris to Caleb Jewell. Short, cutting, missed for no runs, fielded by Inglis.",Dot ball,0
8.4,"Joel Paris to Caleb Jewell. Length ball, working, Played to mid wicket for no runs.",Dot ball,0
8.5,"Joel Paris to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
8.6,"Joel Paris to Caleb Jewell. Back of a length, defending, Played to point for no runs.",Dot ball,0
9.0,Over 9. no runs. Bowler: Joel Paris. Tasmania: 19/0(rr 2.11),End of over,
9.1,"Matthew Kelly to Tim Ward. Length ball, working, mis-timed to short mid wicket for no runs.",Dot ball,0
9.2,"Matthew Kelly to Tim Ward. Half volley, driving, mis-timed back to bowler for no runs.",Dot ball,0
9.3,"Matthew Kelly to Tim Ward. Half volley, driving, Edged to leg gully for 1 run.",One run,1
9.4,"Matthew Kelly to Caleb Jewell. Length ball, driving, Played to deep extra cover for 3 runs, run save by Cartwright.",Three runs,3
9.5,"Matthew Kelly to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
9.6,"Matthew Kelly to Tim Ward. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
10.0,Over 10. 4 runs. Bowler: Matthew Kelly. Tasmania: 23/0(rr 2.30),End of over,
10.1,"Joel Paris to Caleb Jewell. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
10.2,"Joel Paris to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
10.3,"Joel Paris to Caleb Jewell. Half volley, pushing, Played back to bowler for no runs.",Dot ball,0
10.4,"Joel Paris to Caleb Jewell. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
10.5,"FOUR! Joel Paris to Caleb Jewell. Half volley, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
10.6,"Joel Paris to Caleb Jewell. Length ball, working, Played to deep backward square leg for 2 runs.",Two runs,2
11.0,Over 11. 6 runs. Bowler: Joel Paris. Tasmania: 29/0(rr 2.64),End of over,
11.1,"Aaron Hardie to Tim Ward. Half volley, driving, mis-timed to deep cover for 2 runs.",Two runs,2
11.2,"Aaron Hardie to Tim Ward. Length ball, defending, Played to mid on for no runs.",Dot ball,0
11.3,"Aaron Hardie to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
11.4,"Aaron Hardie to Tim Ward. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
11.5,"Aaron Hardie to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
11.6,"Aaron Hardie to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
12.0,Over 12. 2 runs. Bowler: Aaron Hardie. Tasmania: 31/0(rr 2.58),End of over,
12.1,"Charlie Stobo to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
12.2,"Charlie Stobo to Caleb Jewell. Back of a length, defending, hit body to silly point for no runs.",Dot ball,0
12.3,"Charlie Stobo to Caleb Jewell. Back of a length, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
12.4,"Charlie Stobo to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
12.5,"Charlie Stobo to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
12.6,"Charlie Stobo to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
13.0,Over 13. no runs. Bowler: Charlie Stobo. Tasmania: 31/0(rr 2.38),End of over,
13.1,"Aaron Hardie to Tim Ward. Back of a length, pulling, mis-timed in the air under control to deep mid wicket for 3 runs.",Three runs,3
13.2,"Aaron Hardie to Caleb Jewell. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
13.3,"Aaron Hardie to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
13.4,"Aaron Hardie to Caleb Jewell. Back of a length, defending, Played to mid on for no runs.",Dot ball,0
13.5,"Aaron Hardie to Caleb Jewell. Length ball, pushing, Played to deep extra cover for 2 runs.",Two runs,2
13.6,"Aaron Hardie to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
14.0,Over 14. 5 runs. Bowler: Aaron Hardie. Tasmania: 36/0(rr 2.57),End of over,
14.1,"Charlie Stobo to Tim Ward. Back of a length, defending, Played to point for no runs.",Dot ball,0
14.2,"Charlie Stobo to Tim Ward. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
14.3,"Charlie Stobo to Tim Ward. Length ball, defending, Edged to fine leg for 1 run.",One run,1
14.4,"Charlie Stobo to Caleb Jewell. Back of a length, working, mis-timed to mid wicket for no runs.",Dot ball,0
14.5,"Charlie Stobo to Caleb Jewell. Length ball, defending, Edged to silly point for no runs.",Dot ball,0
14.6,"Charlie Stobo to Caleb Jewell. Half volley, driving, Played to long off for 1 run.",One run,1
15.0,Over 15. 2 runs. Bowler: Charlie Stobo. Tasmania: 38/0(rr 2.53),End of over,
15.1,"Aaron Hardie to Caleb Jewell. Length ball, defending, Played to mid off for no runs.",Dot ball,0
15.2,"Aaron Hardie to Caleb Jewell. Length ball, glancing, hit pad past fine leg for 4 runs.",Leg bye,lb
15.3,"Aaron Hardie to Caleb Jewell. Back of a length, defending, Played to silly mid off for no runs.",Dot ball,0
15.4,"Aaron Hardie to Caleb Jewell. Yorker, pushing, Played back to bowler for no runs.",Dot ball,0
15.5,"Aaron Hardie to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
15.6,"Aaron Hardie to Caleb Jewell. Back of a length, defending, Played to mid on for no runs.",Dot ball,0
16.0,Over 16. 4 runs. Bowler: Aaron Hardie. Tasmania: 42/0(rr 2.62),End of over,
16.1,"Charlie Stobo to Tim Ward. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
16.2,"Charlie Stobo to Tim Ward. Length ball, defending, Played to point for no runs.",Dot ball,0
16.3,"Charlie Stobo to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
16.4,"Charlie Stobo to Tim Ward. Length ball, dropped, Played to short extra cover for 1 run.",One run,1
16.5,"Charlie Stobo to Caleb Jewell. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
16.6,"Charlie Stobo to Caleb Jewell. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
17.0,Over 17. 1 run. Bowler: Charlie Stobo. Tasmania: 43/0(rr 2.53),End of over,
17.1,"Aaron Hardie to Tim Ward. Length ball, glancing, Played to fine leg for 1 run.",One run,1
17.2,"Aaron Hardie to Caleb Jewell. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
17.3,"FOUR! Aaron Hardie to Caleb Jewell. Back of a length, cutting, Played past third man for 4 runs.",Four runs,4
17.4,"Aaron Hardie to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
17.5,"Aaron Hardie to Caleb Jewell. Half volley, driving, Played to deep point for 3 runs.",Three runs,3
17.6,"Aaron Hardie to Tim Ward. Length ball, driving, Played to deep extra cover for 3 runs.",Three runs,3
18.0,Over 18. 11 runs. Bowler: Aaron Hardie. Tasmania: 54/0(rr 3.00),End of over,
18.1,"Charlie Stobo to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
18.2,"Charlie Stobo to Tim Ward. Half volley, defending, Played to short extra cover for no runs.",Dot ball,0
18.3,"Charlie Stobo to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
18.4,"Charlie Stobo to Tim Ward. Length ball, defending, Played to silly point for no runs.",Dot ball,0
18.5,"Charlie Stobo to Tim Ward. Back of a length, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
18.6,"Charlie Stobo to Tim Ward. Length ball, defending, Edged to third man for 2 runs.",Two runs,2
19.0,Over 19. 2 runs. Bowler: Charlie Stobo. Tasmania: 56/0(rr 2.95),End of over,
19.1,"Corey Rocchiccioli to Caleb Jewell. Yorker, pushing, Played back to bowler for no runs.",Dot ball,0
19.2,"Corey Rocchiccioli to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
19.3,"Corey Rocchiccioli to Caleb Jewell. Back of a length, cutting, Played to deep point for 1 run.",One run,1
19.4,"Corey Rocchiccioli to Tim Ward. Length ball, defending, Edged to short leg for no runs.",Dot ball,0
19.5,"FOUR! Corey Rocchiccioli to Tim Ward. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
19.6,"Corey Rocchiccioli to Tim Ward. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
20.0,Over 20. 5 runs. Bowler: Corey Rocchiccioli. Tasmania: 61/0(rr 3.05),End of over,
20.1,"Charlie Stobo to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
20.2,"Charlie Stobo to Caleb Jewell. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
20.3,"Charlie Stobo to Caleb Jewell. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
20.4,"Charlie Stobo to Caleb Jewell. Back of a length, pushing, Played to point for 1 run.",One run,1
20.5,"Charlie Stobo to Tim Ward. Length ball, driving, mis-timed to mid on for no runs.",Dot ball,0
20.6,"Charlie Stobo to Tim Ward. Half volley, driving, mis-timed to mid off for no runs.",Dot ball,0
21.0,Over 21. 1 run. Bowler: Charlie Stobo. Tasmania: 62/0(rr 2.95),End of over,
21.1,"Corey Rocchiccioli to Caleb Jewell. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
21.2,"Corey Rocchiccioli to Caleb Jewell. Length ball, cutting, missed for no runs, fielded by Inglis.",Dot ball,0
21.3,"Corey Rocchiccioli to Caleb Jewell. Length ball, driving, Played to deep point for 1 run.",One run,1
21.4,"FOUR! Corey Rocchiccioli to Tim Ward. Half volley, driving, Hit Hard in the air under control past long on for 4 runs.",Four runs,4
21.5,"Corey Rocchiccioli to Tim Ward. Half volley, defending, Played to short extra cover for no runs.",Dot ball,0
21.6,"Corey Rocchiccioli to Tim Ward. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
22.0,Over 22. 5 runs. Bowler: Corey Rocchiccioli. Tasmania: 67/0(rr 3.05),End of over,
22.1,"Charlie Stobo to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
22.2,"Charlie Stobo to Caleb Jewell. Back of a length, pushing, Played to point for no runs.",Dot ball,0
22.3,"Charlie Stobo to Caleb Jewell. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
22.4,"Charlie Stobo to Caleb Jewell. Yorker, defending, Played back to bowler for no runs.",Dot ball,0
22.5,"Charlie Stobo to Caleb Jewell. Length ball, defending, Played to point for no runs.",Dot ball,0
22.6,"Charlie Stobo to Caleb Jewell. Length ball, driving, Hit Hard to mid off for 2 runs, mis-fielded by Cartwright.",Two runs,2
23.0,Over 23. 2 runs. Bowler: Charlie Stobo. Tasmania: 69/0(rr 3.00),End of over,
23.1,"Corey Rocchiccioli to Tim Ward. Length ball, driving, Edged to third man for 2 runs.",Two runs,2
23.2,"Corey Rocchiccioli to Tim Ward. Length ball, pushing, Played to deep point for 1 run.",One run,1
23.3,"OUT! Caught. Corey Rocchiccioli to Caleb Jewell. Back of a length, cutting, Edged to first slip, caught by Marsh.",Wicket,W
23.4,"Corey Rocchiccioli to Jake Doran. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
23.5,"Corey Rocchiccioli to Jake Doran. Back of a length, cutting, Played to cover for no runs.",Dot ball,0
23.6,"Corey Rocchiccioli to Jake Doran. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
24.0,Over 24. 3 runs. Bowler: Corey Rocchiccioli. Tasmania: 72/1(rr 3.00),End of over,
24.1,"Matthew Kelly to Tim Ward. Length ball, dropped, Played to short mid wicket for 1 run, shy attempt by Wyllie.",One run,1
24.2,"Matthew Kelly to Jake Doran. Short, hooking, Missed (Leg Side) for no runs, fielded by Inglis.",Dot ball,0
24.3,"Matthew Kelly to Jake Doran. Back of a length, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
24.4,"Matthew Kelly to Jake Doran. Length ball, defending, Played to point for no runs.",Dot ball,0
24.5,"Matthew Kelly to Jake Doran. Length ball, defending, Played to gully for no runs.",Dot ball,0
24.6,"Matthew Kelly to Jake Doran. Half volley, driving, Edged to second slip for no runs, dropped catch by Bancroft.",Dot ball,0
25.0,Over 25. 1 run. Bowler: Matthew Kelly. Tasmania: 73/1(rr 2.92),End of over,
25.1,"Corey Rocchiccioli to Tim Ward. Length ball, pushing, Played to point for no runs.",Dot ball,0
25.2,"Corey Rocchiccioli to Tim Ward. Half volley, pushing, Played to mid on for no runs.",Dot ball,0
25.3,"Corey Rocchiccioli to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
25.4,"Corey Rocchiccioli to Tim Ward. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
25.5,"Corey Rocchiccioli to Tim Ward. Half volley, driving, Played to cover for 1 run.",One run,1
25.6,"Corey Rocchiccioli to Jake Doran. Length ball, defending, Played to silly point for no runs.",Dot ball,0
26.0,Over 26. 1 run. Bowler: Corey Rocchiccioli. Tasmania: 74/1(rr 2.85),End of over,
26.1,"Matthew Kelly to Tim Ward. Back of a length, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
26.2,"Matthew Kelly to Tim Ward. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
26.3,"Matthew Kelly to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
26.4,"Matthew Kelly to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
26.5,"Matthew Kelly to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
26.6,"Matthew Kelly to Tim Ward. Length ball, defending, Edged to point for no runs.",Dot ball,0
27.0,Over 27. no runs. Bowler: Matthew Kelly. Tasmania: 74/1(rr 2.74),End of over,
27.1,"Corey Rocchiccioli to Jake Doran. Back of a length, Leave, for no runs, fielded by Inglis.",Dot ball,0
27.2,"Corey Rocchiccioli to Jake Doran. Length ball, defending, Edged to first slip for no runs.",Dot ball,0
27.3,"Corey Rocchiccioli to Jake Doran. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
27.4,"Corey Rocchiccioli to Jake Doran. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
27.5,"Corey Rocchiccioli to Jake Doran. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
27.6,"Corey Rocchiccioli to Jake Doran. Length ball, pushing, Played to extra cover for no runs.",Dot ball,0
28.0,Over 28. no runs. Bowler: Corey Rocchiccioli. Tasmania: 74/1(rr 2.64),End of over,
28.1,"Matthew Kelly to Tim Ward. Length ball, defending, Played to point for no runs.",Dot ball,0
28.2,"Matthew Kelly to Tim Ward. Length ball, defending, Edged to backward square leg for 2 runs.",Two runs,2
28.3,"FOUR! Matthew Kelly to Tim Ward. Half volley, driving, Hit Hard past long off for 4 runs.",Four runs,4
28.4,"Matthew Kelly to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
28.5,"Matthew Kelly to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
28.6,"Matthew Kelly to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
29.0,Over 29. 6 runs. Bowler: Matthew Kelly. Tasmania: 80/1(rr 2.76),End of over,
29.1,"Charlie Stobo to Jake Doran. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
29.2,"Charlie Stobo to Jake Doran. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
29.3,"Charlie Stobo to Jake Doran. Half volley, defending, Played to short extra cover for no runs.",Dot ball,0
29.4,"Charlie Stobo to Jake Doran. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
29.5,"Charlie Stobo to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
29.6,"Charlie Stobo to Jake Doran. Length ball, driving, mis-timed to mid on for no runs.",Dot ball,0
30.0,Over 30. no runs. Bowler: Charlie Stobo. Tasmania: 80/1(rr 2.67),End of over,
30.1,"Joel Paris to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
30.2,"Joel Paris to Tim Ward. Back of a length, Steer, Played to backward point for 1 run.",One run,1
30.3,"Joel Paris to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
30.4,"Joel Paris to Jake Doran. Length ball, working, hit pad to short leg for no runs.",Dot ball,0
30.5,"FOUR! Joel Paris to Jake Doran. Length ball, driving, Played past long off for 4 runs.",Four runs,4
30.6,"Joel Paris to Jake Doran. Length ball, Leave, for no runs, fielded by Inglis.",Dot ball,0
31.0,Over 31. 5 runs. Bowler: Joel Paris. Tasmania: 85/1(rr 2.74),End of over,
31.1,"Charlie Stobo to Tim Ward. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
31.2,"Charlie Stobo to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
31.3,"Charlie Stobo to Tim Ward. Length ball, pushing, Edged to backward square leg for 2 runs.",Two runs,2
31.4,"Charlie Stobo to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
31.5,"Charlie Stobo to Tim Ward. Length ball, defending, Played to mid off for no runs.",Dot ball,0
31.6,"Charlie Stobo to Tim Ward. Half volley, driving, Played to mid off for no runs.",Dot ball,0
32.0,Over 32. 2 runs. Bowler: Charlie Stobo. Tasmania: 87/1(rr 2.72),End of over,
32.1,"Joel Paris to Jake Doran. Back of a length, defending, hit pad to second slip for no runs.",Dot ball,0
32.2,"Joel Paris to Jake Doran. Length ball, defending, Played to point for no runs.",Dot ball,0
32.3,"Joel Paris to Jake Doran. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
32.4,"Joel Paris to Jake Doran. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
32.5,"Joel Paris to Jake Doran. Length ball, defending, Played to mid on for no runs.",Dot ball,0
32.6,"Joel Paris to Jake Doran. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
33.0,Over 33. no runs. Bowler: Joel Paris. Tasmania: 87/1(rr 2.64),End of over,
33.1,"Charlie Stobo to Tim Ward. Back of a length, working, hit pad to short leg for no runs.",Dot ball,0
33.2,"Charlie Stobo to Tim Ward. Back of a length, working, Played to short mid wicket for no runs.",Dot ball,0
33.3,"Charlie Stobo to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
33.4,"Charlie Stobo to Tim Ward. Back of a length, dropped, Played to short extra cover for 1 run.",One run,1
33.5,"Charlie Stobo to Jake Doran. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
33.6,"Charlie Stobo to Jake Doran. Length ball, working, Played to deep mid wicket for 2 runs.",Two runs,2
34.0,Over 34. 3 runs. Bowler: Charlie Stobo. Tasmania: 90/1(rr 2.65),End of over,
34.1,"Joel Paris to Tim Ward. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
34.2,"Joel Paris to Tim Ward. Back of a length, defending, missed for no runs, fielded by Inglis.",Dot ball,0
34.3,"Joel Paris to Tim Ward. Length ball, defending, Played to short mid wicket for no runs.",Dot ball,0
34.4,"Joel Paris to Tim Ward. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
34.5,"Joel Paris to Tim Ward. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
34.6,"Joel Paris to Tim Ward. Length ball, defending, missed for no runs, fielded by Inglis.",Dot ball,0
35.0,Over 35. no runs. Bowler: Joel Paris. Tasmania: 90/1(rr 2.57),End of over,
35.1,"Charlie Stobo to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
35.2,"Charlie Stobo to Jake Doran. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
35.3,"Charlie Stobo to Jake Doran. Back of a length, defending, Played to short mid wicket for no runs.",Dot ball,0
35.4,"Charlie Stobo to Jake Doran. Length ball, defending, Played to mid on for no runs.",Dot ball,0
35.5,"Charlie Stobo to Jake Doran. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
35.6,"Charlie Stobo to Jake Doran. Length ball, glancing, Played to fine leg for 1 run.",One run,1
36.0,Over 36. 1 run. Bowler: Charlie Stobo. Tasmania: 91/1(rr 2.53),End of over,
36.1,"FOUR! Joel Paris to Jake Doran. Half volley, driving, Played past deep extra cover for 4 runs.",Four runs,4
36.2,"Joel Paris to Jake Doran. Length ball, defending, Played to point for no runs.",Dot ball,0
36.3,"FOUR! Joel Paris to Jake Doran. Back of a length, Steer, Played past third man for 4 runs.",Four runs,4
36.4,"Joel Paris to Jake Doran. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
36.5,"Joel Paris to Jake Doran. Back of a length, defending, Played to point for no runs.",Dot ball,0
36.6,"Joel Paris to Jake Doran. Length ball, shoulders arms, for no runs, fielded by Inglis.",Dot ball,0
37.0,Over 37. 8 runs. Bowler: Joel Paris. Tasmania: 99/1(rr 2.68),End of over,
37.1,"Charlie Stobo to Tim Ward. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
37.2,"Charlie Stobo to Tim Ward. Short, Leave, for no runs, fielded by Inglis.",Dot ball,0
