Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
New Zealand,5.0,England,1.0,drawn,,,Hamilton,58831.0,"Nov 29-Dec 3, 2019",Test # 2371,1187672.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,Australia,2.0,inns & 48 runs,Adelaide,56293.0,"Nov 29-Dec 2, 2019",Test # 2372,1183531.0,TEST_MATCH
Pakistan,7.0,Sri Lanka,8.0,drawn,,,Rawalpindi,59006.0,"Dec 11-15, 2019",Test # 2373,1206635.0,TEST_MATCH
Australia,2.0,New Zealand,5.0,Australia,2.0,296 runs,Perth,1126475.0,"Dec 12-15, 2019",Test # 2374,1183532.0,TEST_MATCH
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,263 runs,Karachi,58956.0,"Dec 19-23, 2019",Test # 2375,1206636.0,TEST_MATCH
Australia,2.0,New Zealand,5.0,Australia,2.0,247 runs,Melbourne,56441.0,"Dec 26-29, 2019",Test # 2376,1183533.0,TEST_MATCH
South Africa,3.0,England,1.0,South Africa,3.0,107 runs,Centurion,59079.0,"Dec 26-29, 2019",Test # 2377,1185304.0,TEST_MATCH
Australia,2.0,New Zealand,5.0,Australia,2.0,279 runs,Sydney,56544.0,"Jan 3-6, 2020",Test # 2378,1183534.0,TEST_MATCH
South Africa,3.0,England,1.0,England,1.0,189 runs,Cape Town,59068.0,"Jan 3-7, 2020",Test # 2379,1185305.0,TEST_MATCH
South Africa,3.0,England,1.0,England,1.0,inns & 53 runs,Port Elizabeth,59159.0,"Jan 16-20, 2020",Test # 2380,1185306.0,TEST_MATCH
Zimbabwe,9.0,Sri Lanka,8.0,Sri Lanka,8.0,10 wickets,Harare,59545.0,"Jan 19-23, 2020",Test # 2381,1212541.0,TEST_MATCH
South Africa,3.0,England,1.0,England,1.0,191 runs,Johannesburg,59120.0,"Jan 24-27, 2020",Test # 2382,1185307.0,TEST_MATCH
Zimbabwe,9.0,Sri Lanka,8.0,drawn,,,Harare,59545.0,"Jan 27-31, 2020",Test # 2383,1212542.0,TEST_MATCH
Pakistan,7.0,Bangladesh,25.0,Pakistan,7.0,inns & 44 runs,Rawalpindi,59006.0,"Feb 7-10, 2020",Test # 2384,1213062.0,TEST_MATCH
New Zealand,5.0,India,6.0,New Zealand,5.0,10 wickets,Wellington,58895.0,"Feb 21-24, 2020",Test # 2385,1187685.0,TEST_MATCH
Bangladesh,25.0,Zimbabwe,9.0,Bangladesh,25.0,inns & 106 runs,Dhaka,236761.0,"Feb 22-25, 2020",Test # 2386,1214666.0,TEST_MATCH
New Zealand,5.0,India,6.0,New Zealand,5.0,7 wickets,Christchurch,58810.0,"Feb 29-Mar 2, 2020",Test # 2387,1187686.0,TEST_MATCH
England,1.0,West Indies,4.0,West Indies,4.0,4 wickets,Southampton,57312.0,"Jul 8-12, 2020",Test # 2388,1225247.0,TEST_MATCH
England,1.0,West Indies,4.0,England,1.0,113 runs,Manchester,57160.0,"Jul 16-20, 2020",Test # 2389,1225248.0,TEST_MATCH
England,1.0,West Indies,4.0,England,1.0,269 runs,Manchester,57160.0,"Jul 24-28, 2020",Test # 2390,1225249.0,TEST_MATCH
England,1.0,Pakistan,7.0,England,1.0,3 wickets,Manchester,57160.0,"Aug 5-8, 2020",Test # 2391,1198241.0,TEST_MATCH
England,1.0,Pakistan,7.0,drawn,,,Southampton,57312.0,"Aug 13-17, 2020",Test # 2392,1198242.0,TEST_MATCH
England,1.0,Pakistan,7.0,drawn,,,Southampton,57312.0,"Aug 21-25, 2020",Test # 2393,1198243.0,TEST_MATCH
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,inns & 134 runs,Hamilton,58831.0,"Dec 3-6, 2020",Test # 2394,1233957.0,TEST_MATCH
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,inns & 12 runs,Wellington,58895.0,"Dec 11-14, 2020",Test # 2395,1233958.0,TEST_MATCH
Australia,2.0,India,6.0,Australia,2.0,8 wickets,Adelaide,56293.0,"Dec 17-19, 2020",Test # 2396,1223869.0,TEST_MATCH
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,101 runs,Mount Maunganui,444258.0,"Dec 26-30, 2020",Test # 2397,1233962.0,TEST_MATCH
Australia,2.0,India,6.0,India,6.0,8 wickets,Melbourne,56441.0,"Dec 26-29, 2020",Test # 2398,1223870.0,TEST_MATCH
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,inns & 45 runs,Centurion,59079.0,"Dec 26-29, 2020",Test # 2399,1237356.0,TEST_MATCH
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,inns & 176 runs,Christchurch,58810.0,"Jan 3-6, 2021",Test # 2400,1233963.0,TEST_MATCH
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,10 wickets,Johannesburg,59120.0,"Jan 3-5, 2021",Test # 2401,1237357.0,TEST_MATCH
Australia,2.0,India,6.0,drawn,,,Sydney,56544.0,"Jan 7-11, 2021",Test # 2402,1223871.0,TEST_MATCH
Sri Lanka,8.0,England,1.0,England,1.0,7 wickets,Galle,59325.0,"Jan 14-18, 2021",Test # 2403,1243015.0,TEST_MATCH
Australia,2.0,India,6.0,India,6.0,3 wickets,Brisbane,56336.0,"Jan 15-19, 2021",Test # 2404,1223872.0,TEST_MATCH
Sri Lanka,8.0,England,1.0,England,1.0,6 wickets,Galle,59325.0,"Jan 22-25, 2021",Test # 2405,1243016.0,TEST_MATCH
Pakistan,7.0,South Africa,3.0,Pakistan,7.0,7 wickets,Karachi,58956.0,"Jan 26-29, 2021",Test # 2406,1243017.0,TEST_MATCH
Bangladesh,25.0,West Indies,4.0,West Indies,4.0,3 wickets,Chattogram,56658.0,"Feb 3-7, 2021",Test # 2407,1244025.0,TEST_MATCH
Pakistan,7.0,South Africa,3.0,Pakistan,7.0,95 runs,Rawalpindi,59006.0,"Feb 4-8, 2021",Test # 2408,1243018.0,TEST_MATCH
India,6.0,England,1.0,England,1.0,227 runs,Chennai,58008.0,"Feb 5-9, 2021",Test # 2409,1243384.0,TEST_MATCH
Bangladesh,25.0,West Indies,4.0,West Indies,4.0,17 runs,Dhaka,236761.0,"Feb 11-14, 2021",Test # 2410,1244026.0,TEST_MATCH
India,6.0,England,1.0,India,6.0,317 runs,Chennai,58008.0,"Feb 13-16, 2021",Test # 2411,1243385.0,TEST_MATCH
India,6.0,England,1.0,India,6.0,10 wickets,Ahmedabad,57851.0,"Feb 24-25, 2021",Test # 2412,1243386.0,TEST_MATCH
Afghanistan,40.0,Zimbabwe,9.0,Zimbabwe,9.0,10 wickets,Abu Dhabi,59396.0,"Mar 2-3, 2021",Test # 2413,1252056.0,TEST_MATCH
India,6.0,England,1.0,India,6.0,inns & 25 runs,Ahmedabad,57851.0,"Mar 4-6, 2021",Test # 2414,1243387.0,TEST_MATCH
Afghanistan,40.0,Zimbabwe,9.0,Afghanistan,40.0,6 wickets,Abu Dhabi,59396.0,"Mar 10-14, 2021",Test # 2415,1252057.0,TEST_MATCH
West Indies,4.0,Sri Lanka,8.0,drawn,,,North Sound,208543.0,"Mar 21-25, 2021",Test # 2416,1252073.0,TEST_MATCH
West Indies,4.0,Sri Lanka,8.0,drawn,,,North Sound,208543.0,"Mar 29-Apr 2, 2021",Test # 2417,1252074.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,Australia,2.0,92 runs,Brisbane,56336.0,"Jan 13, 2017",ODI # 3817,1000887.0,ODI
Australia,2.0,Pakistan,7.0,Pakistan,7.0,6 wickets,Melbourne,56441.0,"Jan 15, 2017",ODI # 3818,1000889.0,ODI
India,6.0,England,1.0,India,6.0,3 wickets,Pune,545380.0,"Jan 15, 2017",ODI # 3819,1034819.0,ODI
Australia,2.0,Pakistan,7.0,Australia,2.0,7 wickets,Perth,56490.0,"Jan 19, 2017",ODI # 3820,1000891.0,ODI
India,6.0,England,1.0,India,6.0,15 runs,Cuttack,58027.0,"Jan 19, 2017",ODI # 3821,1034821.0,ODI
Australia,2.0,Pakistan,7.0,Australia,2.0,86 runs,Sydney,56544.0,"Jan 22, 2017",ODI # 3822,1000893.0,ODI
India,6.0,England,1.0,England,1.0,5 runs,Kolkata,57980.0,"Jan 22, 2017",ODI # 3824,1034823.0,ODI
Australia,2.0,Pakistan,7.0,Australia,2.0,57 runs,Adelaide,56293.0,"Jan 26, 2017",ODI # 3826,1000895.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,8 wickets,Port Elizabeth,59159.0,"Jan 28, 2017",ODI # 3828,936159.0,ODI
New Zealand,5.0,Australia,2.0,New Zealand,5.0,6 runs,Auckland,58792.0,"Jan 30, 2017",ODI # 3829,1020013.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,121 runs,Durban,59089.0,"Feb 1, 2017",ODI # 3830,936161.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,7 wickets,Johannesburg,59120.0,"Feb 4, 2017",ODI # 3831,936163.0,ODI
New Zealand,5.0,Australia,2.0,New Zealand,5.0,24 runs,Hamilton,58831.0,"Feb 5, 2017",ODI # 3832,1020017.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,40 runs,Cape Town,59068.0,"Feb 7, 2017",ODI # 3833,936165.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,88 runs,Centurion,59079.0,"Feb 10, 2017",ODI # 3834,936167.0,ODI
Zimbabwe,9.0,Afghanistan,40.0,Afghanistan,40.0,12 runs,Harare,59545.0,"Feb 16, 2017",ODI # 3835,1079246.0,ODI
New Zealand,5.0,South Africa,3.0,South Africa,3.0,4 wickets,Hamilton,58831.0,"Feb 19, 2017",ODI # 3836,1020031.0,ODI
Zimbabwe,9.0,Afghanistan,40.0,Afghanistan,40.0,54 runs,Harare,59545.0,"Feb 19, 2017",ODI # 3837,1079247.0,ODI
Zimbabwe,9.0,Afghanistan,40.0,Zimbabwe,9.0,3 runs,Harare,59545.0,"Feb 21, 2017",ODI # 3838,1079248.0,ODI
New Zealand,5.0,South Africa,3.0,New Zealand,5.0,6 runs,Christchurch,58810.0,"Feb 22, 2017",ODI # 3839,1020033.0,ODI
Zimbabwe,9.0,Afghanistan,40.0,Zimbabwe,9.0,7 wickets,Harare,59545.0,"Feb 24, 2017",ODI # 3840,1079249.0,ODI
New Zealand,5.0,South Africa,3.0,South Africa,3.0,159 runs,Wellington,58899.0,"Feb 25, 2017",ODI # 3841,1020035.0,ODI
Zimbabwe,9.0,Afghanistan,40.0,Afghanistan,40.0,106 runs,Harare,59545.0,"Feb 26, 2017",ODI # 3842,1079250.0,ODI
New Zealand,5.0,South Africa,3.0,New Zealand,5.0,7 wickets,Hamilton,58831.0,"Mar 1, 2017",ODI # 3843,1020037.0,ODI
West Indies,4.0,England,1.0,England,1.0,45 runs,North Sound,208543.0,"Mar 3, 2017",ODI # 3845,1027315.0,ODI
New Zealand,5.0,South Africa,3.0,South Africa,3.0,6 wickets,Auckland,58792.0,"Mar 4, 2017",ODI # 3846,1020039.0,ODI
West Indies,4.0,England,1.0,England,1.0,4 wickets,North Sound,208543.0,"Mar 5, 2017",ODI # 3848,1027317.0,ODI
West Indies,4.0,England,1.0,England,1.0,186 runs,Bridgetown,59429.0,"Mar 9, 2017",ODI # 3849,1027319.0,ODI
Afghanistan,40.0,Ireland,29.0,Afghanistan,40.0,30 runs,Greater Noida,942501.0,"Mar 15, 2017",ODI # 3850,1040491.0,ODI
Afghanistan,40.0,Ireland,29.0,Afghanistan,40.0,34 runs,Greater Noida,942501.0,"Mar 17, 2017",ODI # 3851,1040493.0,ODI
Afghanistan,40.0,Ireland,29.0,Ireland,29.0,6 wickets,Greater Noida,942501.0,"Mar 19, 2017",ODI # 3852,1040495.0,ODI
Afghanistan,40.0,Ireland,29.0,Ireland,29.0,3 wickets,Greater Noida,942501.0,"Mar 22, 2017",ODI # 3853,1040497.0,ODI
Afghanistan,40.0,Ireland,29.0,Afghanistan,40.0,7 wickets,Greater Noida,942501.0,"Mar 24, 2017",ODI # 3854,1040499.0,ODI
Sri Lanka,8.0,Bangladesh,25.0,Bangladesh,25.0,90 runs,Dambulla,59368.0,"Mar 25, 2017",ODI # 3855,1083446.0,ODI
Sri Lanka,8.0,Bangladesh,25.0,no result,,,Dambulla,59368.0,"Mar 28, 2017",ODI # 3856,1083447.0,ODI
Sri Lanka,8.0,Bangladesh,25.0,Sri Lanka,8.0,70 runs,Colombo (SSC),59308.0,"Apr 1, 2017",ODI # 3858,1083448.0,ODI
West Indies,4.0,Pakistan,7.0,West Indies,4.0,4 wickets,Providence,208544.0,"Apr 7, 2017",ODI # 3861,1077949.0,ODI
West Indies,4.0,Pakistan,7.0,Pakistan,7.0,74 runs,Providence,208544.0,"Apr 9, 2017",ODI # 3862,1077950.0,ODI
West Indies,4.0,Pakistan,7.0,Pakistan,7.0,6 wickets,Providence,208544.0,"Apr 11, 2017",ODI # 3863,1077951.0,ODI
England,1.0,Ireland,29.0,England,1.0,7 wickets,Bristol,56831.0,"May 5, 2017",ODI # 3864,1029001.0,ODI
England,1.0,Ireland,29.0,England,1.0,85 runs,Lord's,57129.0,"May 7, 2017",ODI # 3865,1029003.0,ODI
Ireland,29.0,Bangladesh,25.0,no result,,,Dublin (Malahide),58607.0,"May 12, 2017",ODI # 3866,1033361.0,ODI
Ireland,29.0,New Zealand,5.0,New Zealand,5.0,51 runs,Dublin (Malahide),58607.0,"May 14, 2017",ODI # 3867,1033363.0,ODI
Bangladesh,25.0,New Zealand,5.0,New Zealand,5.0,4 wickets,Dublin,58604.0,"May 17, 2017",ODI # 3868,1033365.0,ODI
Ireland,29.0,Bangladesh,25.0,Bangladesh,25.0,8 wickets,Dublin (Malahide),58607.0,"May 19, 2017",ODI # 3869,1033367.0,ODI
Ireland,29.0,New Zealand,5.0,New Zealand,5.0,190 runs,Dublin (Malahide),58607.0,"May 21, 2017",ODI # 3870,1033369.0,ODI
Bangladesh,25.0,New Zealand,5.0,Bangladesh,25.0,5 wickets,Dublin,58604.0,"May 24, 2017",ODI # 3871,1033371.0,ODI
England,1.0,South Africa,3.0,England,1.0,72 runs,Leeds,57092.0,"May 24, 2017",ODI # 3872,1031425.0,ODI
England,1.0,South Africa,3.0,England,1.0,2 runs,Southampton,57312.0,"May 27, 2017",ODI # 3873,1031427.0,ODI
England,1.0,South Africa,3.0,South Africa,3.0,7 wickets,Lord's,57129.0,"May 29, 2017",ODI # 3874,1031429.0,ODI
England,1.0,Bangladesh,25.0,England,1.0,8 wickets,The Oval,57127.0,"Jun 1, 2017",ODI # 3875,1022347.0,ODI
Australia,2.0,New Zealand,5.0,no result,,,Birmingham,56788.0,"Jun 2, 2017",ODI # 3876,1022349.0,ODI
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,96 runs,The Oval,57127.0,"Jun 3, 2017",ODI # 3877,1022351.0,ODI
India,6.0,Pakistan,7.0,India,6.0,124 runs,Birmingham,56788.0,"Jun 4, 2017",ODI # 3878,1022353.0,ODI
Australia,2.0,Bangladesh,25.0,no result,,,The Oval,57127.0,"Jun 5, 2017",ODI # 3879,1022355.0,ODI
England,1.0,New Zealand,5.0,England,1.0,87 runs,Cardiff,56874.0,"Jun 6, 2017",ODI # 3880,1022357.0,ODI
Pakistan,7.0,South Africa,3.0,Pakistan,7.0,19 runs,Birmingham,56788.0,"Jun 7, 2017",ODI # 3881,1022359.0,ODI
India,6.0,Sri Lanka,8.0,Sri Lanka,8.0,7 wickets,The Oval,57127.0,"Jun 8, 2017",ODI # 3882,1022361.0,ODI
Bangladesh,25.0,New Zealand,5.0,Bangladesh,25.0,5 wickets,Cardiff,56874.0,"Jun 9, 2017",ODI # 3883,1022363.0,ODI
West Indies,4.0,Afghanistan,40.0,Afghanistan,40.0,63 runs,Gros Islet,59518.0,"Jun 9, 2017",ODI # 3884,1089779.0,ODI
England,1.0,Australia,2.0,England,1.0,40 runs,Birmingham,56788.0,"Jun 10, 2017",ODI # 3885,1022365.0,ODI
India,6.0,South Africa,3.0,India,6.0,8 wickets,The Oval,57127.0,"Jun 11, 2017",ODI # 3886,1022367.0,ODI
West Indies,4.0,Afghanistan,40.0,West Indies,4.0,4 wickets,Gros Islet,59518.0,"Jun 11, 2017",ODI # 3887,1089780.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,3 wickets,Cardiff,56874.0,"Jun 12, 2017",ODI # 3888,1022369.0,ODI
England,1.0,Pakistan,7.0,Pakistan,7.0,8 wickets,Cardiff,56874.0,"Jun 14, 2017",ODI # 3889,1022371.0,ODI
West Indies,4.0,Afghanistan,40.0,no result,,,Gros Islet,59518.0,"Jun 14, 2017",ODI # 3890,1089781.0,ODI
Bangladesh,25.0,India,6.0,India,6.0,9 wickets,Birmingham,56788.0,"Jun 15, 2017",ODI # 3891,1022373.0,ODI
India,6.0,Pakistan,7.0,Pakistan,7.0,180 runs,The Oval,57127.0,"Jun 18, 2017",ODI # 3894,1022375.0,ODI
West Indies,4.0,India,6.0,no result,,,Port of Spain,59475.0,"Jun 23, 2017",ODI # 3895,1098206.0,ODI
West Indies,4.0,India,6.0,India,6.0,105 runs,Port of Spain,59475.0,"Jun 25, 2017",ODI # 3896,1098207.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Zimbabwe,9.0,6 wickets,Galle,59325.0,"Jun 30, 2017",ODI # 3897,1104478.0,ODI
West Indies,4.0,India,6.0,India,6.0,93 runs,North Sound,208543.0,"Jun 30, 2017",ODI # 3898,1098208.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Sri Lanka,8.0,7 wickets,Galle,59325.0,"Jul 2, 2017",ODI # 3899,1104479.0,ODI
West Indies,4.0,India,6.0,West Indies,4.0,11 runs,North Sound,208543.0,"Jul 2, 2017",ODI # 3900,1098209.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Sri Lanka,8.0,8 wickets,Hambantota,434210.0,"Jul 6, 2017",ODI # 3901,1104480.0,ODI
West Indies,4.0,India,6.0,India,6.0,8 wickets,Kingston,59458.0,"Jul 6, 2017",ODI # 3902,1098210.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Zimbabwe,9.0,4 wickets,Hambantota,434210.0,"Jul 8, 2017",ODI # 3903,1104481.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Zimbabwe,9.0,3 wickets,Hambantota,434210.0,"Jul 10, 2017",ODI # 3904,1104482.0,ODI
Sri Lanka,8.0,India,6.0,India,6.0,9 wickets,Dambulla,59368.0,"Aug 20, 2017",ODI # 3905,1109605.0,ODI
Sri Lanka,8.0,India,6.0,India,6.0,3 wickets,Pallekele,434211.0,"Aug 24, 2017",ODI # 3906,1109606.0,ODI
Sri Lanka,8.0,India,6.0,India,6.0,6 wickets,Pallekele,434211.0,"Aug 27, 2017",ODI # 3907,1109607.0,ODI
Sri Lanka,8.0,India,6.0,India,6.0,168 runs,Colombo (RPS),59306.0,"Aug 31, 2017",ODI # 3908,1109608.0,ODI
Sri Lanka,8.0,India,6.0,India,6.0,6 wickets,Colombo (RPS),59306.0,"Sep 3, 2017",ODI # 3909,1109609.0,ODI
India,6.0,Australia,2.0,India,6.0,26 runs,Chennai,58008.0,"Sep 17, 2017",ODI # 3910,1119496.0,ODI
England,1.0,West Indies,4.0,England,1.0,7 wickets,Manchester,57160.0,"Sep 19, 2017",ODI # 3911,1031667.0,ODI
India,6.0,Australia,2.0,India,6.0,50 runs,Kolkata,57980.0,"Sep 21, 2017",ODI # 3912,1119497.0,ODI
England,1.0,West Indies,4.0,no result,,,Nottingham,57219.0,"Sep 21, 2017",ODI # 3913,1031669.0,ODI
India,6.0,Australia,2.0,India,6.0,5 wickets,Indore,58150.0,"Sep 24, 2017",ODI # 3914,1119498.0,ODI
England,1.0,West Indies,4.0,England,1.0,124 runs,Bristol,56831.0,"Sep 24, 2017",ODI # 3915,1031671.0,ODI
England,1.0,West Indies,4.0,England,1.0,6 runs,The Oval,57127.0,"Sep 27, 2017",ODI # 3916,1031673.0,ODI
India,6.0,Australia,2.0,Australia,2.0,21 runs,Bengaluru,57897.0,"Sep 28, 2017",ODI # 3917,1119499.0,ODI
England,1.0,West Indies,4.0,England,1.0,9 wickets,Southampton,57312.0,"Sep 29, 2017",ODI # 3918,1031675.0,ODI
India,6.0,Australia,2.0,India,6.0,7 wickets,Nagpur,375326.0,"Oct 1, 2017",ODI # 3919,1119500.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,83 runs,Dubai (DSC),392627.0,"Oct 13, 2017",ODI # 3922,1120286.0,ODI
South Africa,3.0,Bangladesh,25.0,South Africa,3.0,10 wickets,Kimberley,59135.0,"Oct 15, 2017",ODI # 3923,1075504.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,32 runs,Abu Dhabi,59396.0,"Oct 16, 2017",ODI # 3924,1120287.0,ODI
South Africa,3.0,Bangladesh,25.0,South Africa,3.0,104 runs,Paarl,59147.0,"Oct 18, 2017",ODI # 3925,1075505.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,7 wickets,Abu Dhabi,59396.0,"Oct 18, 2017",ODI # 3926,1120288.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,7 wickets,Sharjah,59392.0,"Oct 20, 2017",ODI # 3927,1120289.0,ODI
India,6.0,New Zealand,5.0,New Zealand,5.0,6 wickets,Mumbai,58324.0,"Oct 22, 2017",ODI # 3928,1120090.0,ODI
South Africa,3.0,Bangladesh,25.0,South Africa,3.0,200 runs,East London,59098.0,"Oct 22, 2017",ODI # 3929,1075506.0,ODI
Pakistan,7.0,Sri Lanka,8.0,Pakistan,7.0,9 wickets,Sharjah,59392.0,"Oct 23, 2017",ODI # 3930,1120290.0,ODI
India,6.0,New Zealand,5.0,India,6.0,6 wickets,Pune,545380.0,"Oct 25, 2017",ODI # 3931,1120091.0,ODI
India,6.0,New Zealand,5.0,India,6.0,6 runs,Kanpur,58204.0,"Oct 29, 2017",ODI # 3932,1120092.0,ODI
Afghanistan,40.0,Ireland,29.0,Afghanistan,40.0,138 runs,Sharjah,59392.0,"Dec 5, 2017",ODI # 3935,1125472.0,ODI
Afghanistan,40.0,Ireland,29.0,Ireland,29.0,51 runs,Sharjah,59392.0,"Dec 7, 2017",ODI # 3937,1125473.0,ODI
India,6.0,Sri Lanka,8.0,Sri Lanka,8.0,7 wickets,Dharamsala,58056.0,"Dec 10, 2017",ODI # 3939,1122726.0,ODI
Afghanistan,40.0,Ireland,29.0,Ireland,29.0,5 wickets,Sharjah,59392.0,"Dec 10, 2017",ODI # 3940,1125474.0,ODI
India,6.0,Sri Lanka,8.0,India,6.0,141 runs,Mohali,57991.0,"Dec 13, 2017",ODI # 3941,1122727.0,ODI
India,6.0,Sri Lanka,8.0,India,6.0,8 wickets,Visakhapatnam,58547.0,"Dec 17, 2017",ODI # 3942,1122728.0,ODI
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,5 wickets,Whangarei,441704.0,"Dec 20, 2017",ODI # 3943,1115795.0,ODI
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,204 runs,Christchurch,58810.0,"Dec 23, 2017",ODI # 3944,1115796.0,ODI
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,66 runs,Christchurch,58810.0,"Dec 26, 2017",ODI # 3945,1115797.0,ODI
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,61 runs,Wellington,58895.0,"Jan 6, 2018",ODI # 3946,1115802.0,ODI
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,8 wickets,Nelson,424917.0,"Jan 9, 2018",ODI # 3947,1115803.0,ODI
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,183 runs,Dunedin,58827.0,"Jan 13, 2018",ODI # 3949,1115804.0,ODI
Australia,2.0,England,1.0,England,1.0,5 wickets,Melbourne,56441.0,"Jan 14, 2018",ODI # 3951,1072310.0,ODI
Bangladesh,25.0,Zimbabwe,9.0,Bangladesh,25.0,8 wickets,Dhaka,236761.0,"Jan 15, 2018",ODI # 3952,1130737.0,ODI
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,5 wickets,Hamilton,58831.0,"Jan 16, 2018",ODI # 3953,1115805.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Zimbabwe,9.0,12 runs,Dhaka,236761.0,"Jan 17, 2018",ODI # 3955,1130738.0,ODI
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,15 runs,Wellington,58895.0,"Jan 19, 2018",ODI # 3957,1115806.0,ODI
Australia,2.0,England,1.0,England,1.0,4 wickets,Brisbane,56336.0,"Jan 19, 2018",ODI # 3958,1072311.0,ODI
Bangladesh,25.0,Sri Lanka,8.0,Bangladesh,25.0,163 runs,Dhaka,236761.0,"Jan 19, 2018",ODI # 3959,1130739.0,ODI
Australia,2.0,England,1.0,England,1.0,16 runs,Sydney,56544.0,"Jan 21, 2018",ODI # 3960,1072312.0,ODI
Sri Lanka,8.0,Zimbabwe,9.0,Sri Lanka,8.0,5 wickets,Dhaka,236761.0,"Jan 21, 2018",ODI # 3962,1130740.0,ODI
Bangladesh,25.0,Zimbabwe,9.0,Bangladesh,25.0,91 runs,Dhaka,236761.0,"Jan 23, 2018",ODI # 3964,1130741.0,ODI
Bangladesh,25.0,Sri Lanka,8.0,Sri Lanka,8.0,10 wickets,Dhaka,236761.0,"Jan 25, 2018",ODI # 3965,1130742.0,ODI
Australia,2.0,England,1.0,Australia,2.0,3 wickets,Adelaide,56293.0,"Jan 26, 2018",ODI # 3966,1072313.0,ODI
Bangladesh,25.0,Sri Lanka,8.0,Sri Lanka,8.0,79 runs,Dhaka,236761.0,"Jan 27, 2018",ODI # 3967,1130743.0,ODI
Australia,2.0,England,1.0,England,1.0,12 runs,Perth,1126475.0,"Jan 28, 2018",ODI # 3968,1072314.0,ODI
South Africa,3.0,India,6.0,India,6.0,6 wickets,Durban,59089.0,"Feb 1, 2018",ODI # 3969,1122279.0,ODI
South Africa,3.0,India,6.0,India,6.0,9 wickets,Centurion,59079.0,"Feb 4, 2018",ODI # 3970,1122280.0,ODI
South Africa,3.0,India,6.0,India,6.0,124 runs,Cape Town,59068.0,"Feb 7, 2018",ODI # 3971,1122281.0,ODI
Afghanistan,40.0,Zimbabwe,9.0,Afghanistan,40.0,154 runs,Sharjah,59392.0,"Feb 9, 2018",ODI # 3972,1134033.0,ODI
South Africa,3.0,India,6.0,South Africa,3.0,5 wickets,Johannesburg,59120.0,"Feb 10, 2018",ODI # 3973,1122282.0,ODI
Afghanistan,40.0,Zimbabwe,9.0,Zimbabwe,9.0,154 runs,Sharjah,59392.0,"Feb 11, 2018",ODI # 3974,1134034.0,ODI
Afghanistan,40.0,Zimbabwe,9.0,Afghanistan,40.0,6 wickets,Sharjah,59392.0,"Feb 13, 2018",ODI # 3975,1134035.0,ODI
South Africa,3.0,India,6.0,India,6.0,73 runs,Port Elizabeth,59159.0,"Feb 13, 2018",ODI # 3976,1122283.0,ODI
Afghanistan,40.0,Zimbabwe,9.0,Afghanistan,40.0,10 wickets,Sharjah,59392.0,"Feb 16, 2018",ODI # 3977,1134036.0,ODI
South Africa,3.0,India,6.0,India,6.0,8 wickets,Centurion,59079.0,"Feb 16, 2018",ODI # 3978,1122284.0,ODI
Afghanistan,40.0,Zimbabwe,9.0,Afghanistan,40.0,146 runs,Sharjah,59392.0,"Feb 19, 2018",ODI # 3979,1134037.0,ODI
New Zealand,5.0,England,1.0,New Zealand,5.0,3 wickets,Hamilton,58831.0,"Feb 25, 2018",ODI # 3980,1115775.0,ODI
